EpicenterLon,EpicenterLat
26.5148,37.8926
26.4503,37.8753
26.949,37.8683
26.9025,37.8626
26.9623,37.8471
26.9898,37.8593
26.8976,37.8798
26.9688,37.8663
27.212,37.6691
26.8591,37.9073
26.8586,37.883
26.9851,37.8765
26.8648,37.8745
26.869,37.8331
26.8108,37.8596
26.7755,37.8053
26.8296,37.7905
26.9851,37.8738
26.8115,37.8473
26.8465,37.8598
26.3585,37.6998
26.9145,37.9125
26.8216,37.852
26.84,37.8731
26.6926,37.7846
26.8063,37.817
26.8275,37.792
27.0716,37.988
26.9351,37.8925
26.543,37.768
26.4898,37.7568
26.9185,37.8118
26.991,37.8423
26.8986,37.8751
26.5738,37.88
26.9485,37.9266
26.7995,37.8406
26.703,37.879
36.4861,35.9218
40.444,38.966
39.3056,38.4378
43.1961,38.7561
42.5793,39.8805
27.3496,36.9198
42.623,39.765
42.5635,39.7641
26.1715,35.7495
39.247,38.4501
38.8348,38.2688
34.0386,37.9523
34.9366,41.1021
26.7785,36.6351
38.0811,38.7038
34,38.035
34.0281,38.0525
39.243,38.4896
31.8086,38.4745
27.5115,36.9216
34.0418,37.96
38.1103,38.6995
29.899,35.7081
27.9375,37.0505
28.1351,40.808
28.092,40.8268
34.0175,38.1298
34.054,37.9823
30.6641,37.2148
41.9838,38.7051
34.0233,38.0156
34.037,38.011
38.1166,38.6916
38.094,38.7055
38.07,38.71
41.9913,38.691
41.981,38.7058
38.6281,38.1486
29.8453,38.9823
38.6635,38.1631
38.6646,38.1693
41.0421,39.3291
41.0105,39.3301
38.6863,38.1651
27.4096,40.6886
38.6501,38.1611
38.6886,38.1803
39.2878,38.4593
27.623,35.586
41.995,38.7575
27.796,39.6711
35.8801,39.0358
38.7075,38.1681
27.69,39.0668
28.229,36.6751
40.303,39.3678
37.8276,39.1256
35.6345,35.8801
33.5201,40.6546
44.077,39.8715
34.6595,40.1395
35.9166,37.4406
44.5863,37.2665
42.6135,38.1313
38.6841,38.1683
38.7626,38.2386
38.7788,38.2526
38.7796,38.2261
38.7243,38.2193
41.5875,40.2978
39.3016,38.4801
40.2811,39.3603
27.809,38.7778
25.0591,40.1883
30.4398,39.8478
42.5305,39.7711
38.7595,38.2475
36.3478,37.4005
40.5645,35.6721
26.6718,38.3818
26.69,38.3811
32.8825,40.7115
38.7641,38.2573
28.2688,40.8505
39.579,39.965
33.5741,38.7086
29.8186,38.9846
38.5706,38.1845
25.3028,38.824
40.6763,39.3798
28.875,36.2095
27.529,38.5235
45.894,34.6811
36.0168,36.9626
26.6538,35.5288
39.0661,38.3866
42.5351,38.8901
27.5291,38.5406
27.531,38.516
28.216,36.722
28.1901,36.5025
28.2098,36.7048
28.2256,36.6861
26.661,35.786
27.764,38.7606
27.8045,38.7233
27.8006,38.7711
27.8078,38.7378
27.8018,38.7676
33.2796,38.7948
44.0285,38.472
27.2221,36.0023
38.7598,38.3643
44.1435,38.3365
32.9776,40.7303
43.2425,39.8951
43.0528,40.0418
43.0118,40.0385
43.0485,40.0331
25.6195,40.79
38.728,38.2595
38.6763,37.5228
40.6721,39.3508
40.7266,39.3743
40.67,39.3715
40.7435,39.3678
40.7488,39.3668
40.739,39.3621
40.714,39.365
37.938,39.3323
31.1228,38.5788
36.244,36.8168
26.118,40.2805
27.3843,36.9466
34.8761,40.5228
36.0396,37.3425
28.4776,36.1175
35.2488,37.3571
27.7788,39.112
39.7718,39.9565
28.6611,36.0443
28.6588,36.4175
39.075,38.3715
37.7383,41.2771
35.2451,37.3813
39.9736,39.4226
36.6318,35.2913
30.5766,36.6435
29.8355,37.8293
27.9456,36.2351
25.794,38.811
41.5756,39.2191
28.5295,37.0016
38.7623,38.2746
36.0218,36.163
27.223,37.8315
27.1831,36.276
27.9963,39.4781
28.874,39.2131
28.8848,39.1886
26.127,39.5925
27.8996,39.4456
26.931,38.0333
40.759,39.698
39.0358,38.3463
27.8813,38.996
38.9135,38.2998
44.6408,38.555
44.6536,38.3803
43.0123,38.7358
42.7658,37.13
44.6745,38.4523
24.93,42.213
28.5398,36.9953
28.5181,36.9705
39.191,38.4078
44.4693,38.429
45.036,35.451
42.0278,41.4141
39.1368,38.3795
39.1928,38.4206
26.1516,39.5986
37.9308,38.0486
33.2838,40.1183
25.0596,34.7761
26.7581,37.4385
44.4056,38.384
27.9583,35.8783
44.5363,38.4163
44.5791,38.4425
28.163,34.83
33.731,34.5191
26.2005,35.3141
42.7455,38.0138
44.3716,38.4236
27.7898,39.1151
35.6466,35.9448
27.4938,34.3798
27.8291,39.1011
35.7601,38.9668
43.4685,37.5493
36.0506,40.863
38.914,38.3315
28.825,37.9496
27.8035,39.0958
40.883,38.5988
27.4401,35.6863
26.0313,38.941
27.8096,39.0911
39.0331,38.3561
44.0193,37.588
32.3955,40.2208
42.7015,38.3088
35.5858,35.9236
40.3413,35.584
35.5595,35.9926
35.6415,36.1953
35.6103,35.8305
35.6293,35.7781
43.3948,35.636
35.6373,36.0133
35.5588,35.8255
30.2958,37.14
42.5568,39.9883
35.4821,40.529
28.7815,41.4951
27.895,39.0048
26.6833,34.8533
27.8963,38.9871
44.3126,35.7516
27.8765,38.9975
40.8841,39.3083
25.9256,39.5413
44.3518,38.4255
39.0665,38.3643
43.5613,41.3253
26.33,35.2525
26.3028,35.3605
27.8406,38.9976
37.3535,40.8266
44.3326,38.3235
36.0135,37.4623
36.0108,37.4678
26.322,34.473
27.7866,36.9176
27.8653,38.9993
36.2765,37.3783
32.9628,40.5026
37.4168,37.6666
35.5168,35.9691
38.7776,38.267
44.448,38.504
43.2978,39.1671
43.2248,39.0711
43.496,39.2206
43.5291,38.9093
43.5668,38.8373
26.4633,34.4418
27.9901,34.5861
32.963,40.4946
32.963,40.4911
27.7085,38.7521
27.4381,40.7598
39.1415,38.3928
36.253,37.8533
27.511,36.9671
27.8191,39.0973
38.7838,38.2975
27.8595,39.0073
27.8338,39.0105
27.8858,38.997
38.7271,38.2826
38.705,38.286
26.755,38.4301
27.9905,35.3866
28.1363,35.804
28.0313,35.5446
28.7053,36.2315
39.172,38.4335
42.3501,40.721
44.2513,38.6256
44.693,38.4486
27.7978,39.1568
36.3163,37.1105
36.3326,37.1543
37.4765,37.7293
27.945,39.439
39.2191,38.4636
42.5651,42.4093
44.43,38.3158
39.0976,38.4093
26.3223,35.8903
38.925,38.3266
36.01,37.4693
36.917,40.5508
39.1518,38.3975
39.0395,38.4021
39.0956,38.4255
39.0883,38.3958
39.0998,38.3818
37.026,40.217
44.876,38.518
44.6118,38.5328
39.2176,38.4661
26.7331,35.091
27.3878,36.9605
27.385,36.9541
39.4433,38.4756
38.7555,38.271
39.4646,38.5136
36.0173,37.4501
37.0266,37.3931
44.4716,38.3855
31.1698,36.1743
27.879,36.926
35.992,37.4726
36.0245,37.4871
39.0605,38.4106
38.7838,38.3016
36.272,37.5796
35.9255,37.4066
27.315,36.9303
27.8971,38.9533
27.8556,38.9986
40.795,39.111
38.7871,38.3063
44.6645,38.4168
38.1833,38.7318
28.1513,35.7878
42.7066,40.1956
42.6716,40.1781
44.4946,38.4513
27.811,39.1256
27.2588,35.4243
27.8191,39.1006
29.223,40.693
38.7815,38.2576
27.8453,39.0036
44.473,38.4628
44.6206,38.3833
44.6641,38.2826
39.1791,38.4083
44.3745,38.4975
44.448,38.474
27.7806,39.142
39.1298,38.3971
39.2111,38.4418
38.812,38.2805
28.1546,35.2718
27.8356,35.2553
27.8948,38.9601
27.8533,39.0178
44.4523,38.3893
44.565,38.3805
27.6881,39.091
44.6535,38.3046
39.2681,38.4458
38.9205,38.4065
27.8946,38.9555
38.8096,38.2786
27.791,39.0933
44.6125,38.4295
38.844,38.2801
40.803,38.6325
26.1076,37.7851
38.8261,38.268
39.3018,38.477
38.8211,38.2628
39.1888,38.4
39.2936,38.439
39.306,38.4388
39.2006,38.4376
39.2241,38.4281
39.2356,38.4421
44.4555,38.346
38.8098,38.269
27.8188,39.0373
27.8018,39.1173
44.4436,38.4268
27.881,38.9558
31.1538,36.1271
43.195,38.6565
27.8696,38.9895
39.1558,38.4046
38.7668,38.3051
44.4236,38.4555
27.8413,34.9708
28.1281,34.9683
28.5933,35.688
38.6566,38.2525
27.8566,35.2038
27.5108,35.1493
28.397,36.2096
44.3518,38.4021
38.7696,38.3291
44.365,38.466
44.6246,38.8538
44.4881,38.5073
29.4598,37.8606
44.4733,38.4681
44.6165,38.4708
44.5198,38.3978
39.2316,38.4431
44.4885,38.4706
44.4333,38.4471
27.8591,38.9988
44.3645,38.3618
44.3865,38.4286
27.9291,35.2371
44.4475,38.3893
44.5251,38.4063
27.894,38.982
27.8651,39.002
44.6593,38.534
27.8648,38.9841
27.8691,38.9938
27.8766,38.968
44.6355,38.4743
27.8758,38.9896
27.875,38.9543
27.8676,38.9796
44.5291,38.3405
27.8686,38.982
44.5066,38.4738
44.6811,38.3795
27.8588,34.9966
44.6855,38.331
44.3746,38.3805
44.4708,38.3563
44.551,38.3756
44.4356,38.3936
44.4488,38.4153
39.3178,38.4788
44.4708,38.4393
27.8535,38.9938
44.4086,38.3735
44.481,38.3985
44.4763,38.3806
44.5191,38.405
44.5603,38.3941
44.5526,38.3326
44.4876,38.4713
44.4363,38.4565
44.505,38.4265
44.519,38.4465
44.4626,38.4525
44.5995,38.3995
44.4326,38.4191
44.4813,38.433
44.4438,38.4293
44.502,38.45
27.8395,36.9188
44.5781,38.426
27.884,38.9788
27.8846,38.9833
44.5808,38.4381
44.7456,38.4641
44.6296,38.4405
44.511,38.4746
44.5385,38.3775
44.6051,38.508
44.5678,38.4346
44.555,38.4296
44.6371,38.4615
27.8738,38.977
44.5046,38.402
44.4886,38.4476
44.4783,38.4163
44.5806,38.4523
44.489,38.436
25.8291,35.1856
31.476,37.3753
27.8108,39.0893
27.4338,40.7716
27.8518,39.034
27.8518,39.034
39.127,38.3933
27.866,38.9785
27.8773,39.1175
27.8478,39.0941
38.7461,38.2761
28.2556,36.984
43.926,39.1446
27.8038,39.095
27.8263,39.106
27.8293,39.101
44.3428,38.4101
27.8466,39.0945
27.8106,39.0955
27.8341,39.0938
27.8023,39.0868
27.8395,39.0996
27.8336,39.1013
27.8221,39.0925
27.8166,39.0926
27.846,39.081
27.8448,39.0818
27.809,39.0808
27.8386,39.0846
27.8805,38.9903
27.8615,38.9981
39.1278,38.4106
43.1883,38.6961
43.1778,38.6871
29.128,36.2378
27.9781,39.8715
39.115,38.396
27.0455,33.8328
26.47,39.5736
44.4801,38.4563
44.3663,38.4155
38.7388,38.2933
38.8928,38.3011
40.0055,39.4258
25.8826,40.3851
27.8685,35.288
26.9093,35.8556
28.0631,37.2406
28.8671,36.1836
39.3348,38.4406
39.3573,38.5026
27.8926,38.9646
38.7383,38.2628
44.0851,38.3791
27.8525,39.0156
37.155,37.4431
39.2485,38.4563
27.824,39.0983
39.2516,38.446
27.8856,38.9645
28.061,34.9185
27.851,39.0353
27.614,34.8026
27.86,38.9576
27.816,35.0393
38.892,38.3475
30.2833,36.5968
42.5488,38.1235
27.8173,39.074
41.3845,39.0468
44.7691,38.6825
39.3158,38.4801
38.9338,38.291
27.8766,38.982
27.8633,39.0075
28.905,36.2515
27.9215,35.061
26.8876,37.6381
27.8685,39.0315
26.136,39.6546
27.8325,39.0805
39.202,38.43
39.185,38.4413
39.2,38.4288
27.866,34.964
27.431,35.599
27.8243,39.094
27.873,38.9698
27.8781,38.9768
27.873,39.0066
27.8705,39.0146
38.8096,38.2955
27.8035,39.098
27.8473,39.0213
39.3103,38.4938
27.8216,39.1028
27.8396,39.02
27.8515,38.87
27.8396,34.9423
39.0798,38.3703
27.8616,39.0033
27.8991,38.993
27.8668,38.9893
27.8701,38.9906
27.846,39.0916
27.8453,39.0933
28.6811,36.489
27.8845,38.9728
27.8783,38.985
25.363,38.5035
39.2326,38.4368
25.5145,38.6211
39.1163,38.399
27.8415,39.0748
39.2531,38.41
27.8675,38.9823
27.8746,38.9665
27.8526,38.9923
27.8733,38.9946
27.8681,38.9871
27.8788,38.9821
39.06,38.3813
39.144,38.3998
39.1543,38.3986
27.7543,35.0865
27.8573,39.0051
38.8733,36.9281
27.8836,38.9671
39.2301,38.4283
27.8711,38.9851
39.0865,38.3746
27.862,38.9843
38.7975,38.2823
27.8565,38.9933
37.143,37.4658
27.8618,38.9901
42.8271,38.3176
27.8748,39
27.8565,39.0858
27.8125,39.0923
27.8045,39.0696
27.956,35.169
28.1978,40.8353
27.861,39.0053
27.873,39.0065
39.2703,38.473
38.798,38.3263
38.7961,38.3326
25.5426,38.9931
39.2138,38.442
27.8441,39.0663
27.8308,39.075
25.4176,38.9868
38.9513,38.33
39.3466,38.4816
39.2505,38.4511
27.2816,34.8456
39.3286,38.4916
38.804,38.3228
38.819,38.319
39.177,38.4126
27.782,34.9403
38.8225,38.254
28.2525,35.0266
27.839,39.0178
27.618,34.852
39.2806,38.4963
39.2846,38.4996
39.2806,38.4963
27.554,35.123
26.6198,35.0816
39.43,38.5406
27.7756,35.018
27.8263,39.0281
27.7341,35.1288
27.8191,35.0363
27.849,39.098
39.3451,38.4916
39.2493,38.4611
27.8328,34.9573
27.8401,34.9753
27.755,34.98
27.8755,35.0953
39.1533,38.3921
27.8466,38.9951
27.8315,39.0243
27.804,34.7796
27.8193,35.1805
27.881,35.1806
27.9645,35.1775
27.2465,34.9421
27.8,35.0176
27.9568,35.2131
27.8535,35.2096
27.8426,35.1563
27.89,35.0551
27.7976,35.228
45.1606,37.1345
27.7883,35.0851
27.8278,39.0988
44.8473,37.1443
39.468,38.5141
27.9855,35.6096
33.3128,40.1256
27.7848,39.0481
27.814,35.164
28.011,34.953
28.001,34.978
39.296,38.4601
38.7748,38.2871
39.2881,38.4533
38.729,38.27
38.73,38.2721
28.011,35.1071
28.003,35.175
42.6176,40.1478
27.87,39.0131
38.7511,38.3063
27.862,39.0513
27.96,34.9918
27.947,35.273
27.8558,39.1063
27.8295,39.0831
27.8353,39.1121
27.8325,39.0883
27.8346,39.0798
27.8518,39.0696
27.8358,39.0886
27.8411,39.1001
39.168,38.4986
27.842,39.0203
28.9285,40.0935
39.1293,38.4125
27.8605,39.0035
27.8593,38.9916
39.285,38.493
39.078,38.3895
39.1843,38.3891
27.8388,39.0541
27.8148,39.0663
38.6778,38.1528
39.1978,38.4936
38.8045,38.2655
39.1655,38.4203
39.1251,38.3868
39.212,38.4353
39.2143,38.4173
38.7628,38.2505
39.2355,38.4303
39.1333,38.395
27.8406,39.0796
33.2736,40.1081
39.1103,38.4158
27.8288,39.0551
39.3746,38.5063
24.8801,34.9278
26.5981,34.548
39.2728,38.4681
39.2546,38.451
38.851,38.2543
27.809,39.1176
39.1423,38.4108
39.186,38.4085
38.852,38.2571
38.7906,38.245
39.2325,38.4415
27.8681,38.988
39.2548,38.4268
27.8546,39.0173
38.7563,38.2648
27.8316,39.0568
39.153,38.4111
39.1746,38.4596
38.7658,38.2621
38.961,38.2658
27.8258,39.0811
27.8588,39.0041
39.0771,38.3488
39.2305,38.4371
38.9125,38.277
39.2476,38.4466
38.7878,38.2623
39.2396,38.4383
38.8013,38.244
39.2558,38.4286
27.8616,39.008
39.2325,38.4185
39.233,38.42
39.1098,38.4016
27.8226,39.0598
27.8473,39.005
27.8496,39.0203
27.8485,39.0195
27.848,39.0096
39.2736,38.4356
27.8766,39.0036
39.199,38.3775
39.129,38.4073
38.7311,38.2511
27.843,39.0293
39.1583,38.4081
39.0806,38.3896
39.1268,38.3833
39.1071,38.4101
39.1235,38.3926
39.1235,38.3926
39.1515,38.4036
39.131,38.374
27.9146,39.0178
38.7643,38.2045
38.7258,38.2383
38.7535,38.2585
38.8388,38.277
27.8621,38.996
39.193,38.373
39.2903,38.469
38.8103,38.3131
39.0923,38.3703
39.3163,38.483
38.7541,38.1923
38.753,38.276
38.8015,38.3626
38.7628,38.2706
39.2895,38.479
27.9616,38.9816
38.759,38.2368
38.8108,38.3328
27.85,39.0241
27.8403,39.07
38.702,38.2853
39.0368,38.3848
27.8723,38.9895
39.3008,38.4506
39.3396,38.4535
39.0635,38.3601
39.0183,38.426
39.1401,38.393
39.2,38.4791
38.6773,38.2663
39.1386,38.5285
39.2648,38.4146
27.8308,39.0205
38.7755,38.267
39.219,38.441
39.0676,38.3828
39.168,38.4946
39.203,38.4883
39.0495,38.397
39.0683,38.4015
39.2865,38.473
39.3018,38.4783
38.821,38.2603
39.3066,38.4971
39.0775,38.3375
27.8325,39.017
39.0533,38.3895
38.939,38.2953
38.812,38.2965
39.0996,38.391
39.3375,38.4561
27.8625,39.054
39.0631,38.3488
39.364,38.494
39.1463,38.4233
39.0995,38.3681
39.279,38.482
38.8798,38.3001
38.7353,38.2826
38.745,38.301
39.2613,38.4555
38.6816,38.449
38.6775,38.2631
39.152,38.4186
39.3131,38.5073
38.793,38.2583
38.6225,38.4388
39.0765,38.3658
39.158,38.392
39.0336,38.3461
38.87,38.1643
38.7166,38.2563
38.7088,38.2675
38.6881,38.2891
38.716,38.25
39.2413,38.4306
39.2488,38.4505
39.2556,38.456
38.742,38.306
39.2986,38.456
38.8491,38.3195
39.0805,38.3946
38.7588,38.2565
39.3115,38.488
38.7096,38.2676
38.945,38.3298
39.0316,38.3698
38.9496,38.3256
38.9596,38.3338
38.9596,38.3338
38.7103,38.2696
39.016,38.3363
39.0821,38.2476
38.8233,38.236
38.9175,38.4123
38.9261,38.3891
38.9261,38.3891
38.7958,38.2951
38.801,38.291
38.7958,38.2951
39.0681,38.356
39.1746,38.4026
39.2006,38.414
39.0735,38.3718
39.063,38.3593
27.8466,39.0191
27.8641,39.0216
27.8263,39.05
27.8405,39.0331
27.2845,38.8596
27.8706,39.0406
27.9038,39.0228
27.8276,39.0343
27.86,38.9845
27.8098,39.0778
26.7558,37.6073
27.9036,39.0181
27.856,39.012
27.8631,39.0393
27.8208,39.0616
38.2086,40.1278
27.8355,39.0683
27.8818,38.9956
27.8496,39.0223
27.825,39.0785
27.8675,39.0045
36.6846,37.0685
27.8441,39.013
27.9451,38.9795
33.279,40.1265
27.8361,39.0821
27.8443,39.0153
27.816,39.0866
27.8688,38.9988
33.2616,40.1293
33.261,40.1158
33.2588,40.1335
27.8533,39.0405
27.8193,39.0163
27.8601,39.0513
27.8658,39.039
27.8388,39.0196
27.8271,39.0885
27.8456,39.0621
27.8211,39.0778
27.8481,39.025
27.8511,39.0715
27.855,39.0058
27.82,39.053
27.846,39.0475
27.855,39.0273
27.8638,39.0513
27.8325,39.0655
27.8255,39.0495
27.8615,39.051
27.8646,39.0641
27.8638,38.9896
27.8626,39.0131
27.8921,39.0458
27.821,39.0763
27.821,39.0763
27.8565,39.0666
27.8788,39.0083
27.8371,39.0668
27.8733,38.9713
27.8523,39.0723
27.8443,39.0488
27.9235,37.8611
27.2818,38.8658
27.2983,38.8635
27.287,38.8645
42.1761,41.6533
37.677,39.5301
25.5243,34.1875
43.9678,41.0395
29.7415,37.8006
38.0921,38.0636
27.124,39.579
43.2223,36.0516
27.6778,35.2173
43.0381,37.9955
40.9033,39.3138
30.5743,37.0686
28.2086,40.8646
27.3931,40.6886
39.6101,38.535
27.21,36.7008
29.6128,37.8541
28.1736,35.784
40.4368,38.2031
33.2776,40.1191
27.4508,38.5908
26.457,37.9433
25.3063,34.5575
24.959,34.686
27.779,40.0158
25.315,34.946
25.6558,34.5553
40.0385,38.7518
27.847,39.0458
29.6208,37.8395
27.8443,39.0581
42.1726,40.323
32.185,35.7365
39.0081,38.397
28.5835,36.674
38.9906,38.3896
38.9956,38.3811
39.0333,38.358
39.0158,38.3898
26.2665,34.4143
27.9248,39.4473
27.9151,39.4561
44.3565,38.3966
27.5215,40.773
29.27,35.2613
40.0195,39.4648
38.9893,36.8971
29.6356,37.8335
38.098,38.7061
27.6101,38.5951
43.5221,35.8471
32.6198,36.0763
26.7731,35.2143
25.7311,39.4318
36.3225,37.2296
26.982,37.9923
29.2951,35.5745
40.6656,39.7853
24.8576,35.159
44.9386,37.0833
39.6485,38.5275
26.0941,34.6608
25.7035,34.8161
27.6873,35.357
27.5333,35.3256
27.9233,39.4465
27.924,39.4298
26.7983,35.3641
27.9005,39.4411
27.9103,39.4435
