EpicenterLon,EpicenterLat
27.9336,39.443
28.474,35.7015
28.7945,39.4913
31.0968,35.5631
25.6536,39.6861
31.517,40.7748
26.219,35.363
42.779,39.6233
42.4673,40.7381
33.497,34.7666
30.9766,35.8681
32.0496,34.6655
27.1646,35.386
25.5003,35.7246
25.1438,35.1385
25.5191,35.8858
29.6086,37.8315
30.3541,36.0768
28.0093,36.6818
42.2033,40.3255
42.1895,40.3106
42.1895,40.3106
26.4148,34.8548
26.0288,34.829
44.3056,38.4298
28.1736,36.9136
28.7091,36.443
29.621,37.834
27.7106,39.2893
29.6411,37.843
27.1173,37.7353
35.6265,37.6183
27.6766,39.289
35.6468,37.6265
30.6143,35.9305
43.5626,38.9116
44.4508,38.4335
25.434,35.1598
28.9355,40.6123
44.511,38.499
28.2721,39.3836
28.2821,39.3816
26.72,38.4046
26.981,36.482
27.2588,35.804
44.566,38.4658
26.9638,37.9726
44.384,38.442
39.6623,39.8776
44.52,38.5041
44.5306,38.4993
44.5158,38.5
29.0436,40.1845
33.8658,39.2296
28.6761,36.4776
29.9871,36.786
27.213,35.41
28.7063,36.4416
38.9713,36.861
45.336,38.4658
35.5635,37.7453
26.318,38.2571
31.48,36.2091
32.9523,39.7923
28.6223,39.6261
27.5376,35.6403
35.897,36.0806
27.7561,35.2625
26.285,38.2393
45.2083,36.4751
38.5645,37.655
31.6035,35.6431
35.8753,37.4903
28.5448,37.02
28.5988,37.0166
28.5708,37.0328
26.068,38.9781
29.6105,37.8491
38.9301,38.3466
28.7001,36.4621
32.9688,40.7216
28.6746,36.4306
35.9003,39.07
28.6775,36.4435
31.3505,36.6013
29.6191,36.0196
42.9771,38.052
27.4071,40.721
25.368,35.796
32.9738,40.7123
28.2048,40.8801
28.6881,36.4741
27.075,35.4281
28.701,36.4691
28.7025,36.4481
28.7295,36.4483
28.7003,36.46
32.198,41.1273
29.0225,39.1395
28.034,36.6591
27.349,36.755
29.4238,35.8123
25.7266,39.4341
25.8813,34.688
43.6836,38.9521
27.995,40.7943
33.5146,34.5555
29.2485,40.6878
27.0031,38.8506
28.054,36.1
27.239,40.277
27.8306,36.5731
26.1495,40.4483
27.6663,39.6566
28.249,40.8721
28.2843,40.854
28.1906,40.8681
25.8138,39.4626
28.2643,40.8473
28.2148,40.854
28.1541,40.8745
28.1991,40.797
29.0273,40.6626
28.2726,40.8416
28.2425,40.8583
28.2715,40.8383
28.214,40.8818
26.4236,35.8265
28.2576,40.8456
32.327,35.49
28.6281,36.5425
26.088,34.521
28.191,40.8651
35.52,40.5576
29.5208,36.175
28.1135,35.7645
28.188,40.8618
26.3698,34.6226
28.1858,40.8651
24.9965,40.0268
32.9878,40.7025
27.0815,36.0096
26.7736,38.0673
25.556,41.4815
43.3655,36.2478
26.3455,38.1895
43.436,38.741
26.7351,38.203
35.8563,36.1775
26.3695,38.2065
29.6438,37.7886
24.782,35.873
28.7323,36.5321
32.9818,40.732
32.9815,40.7415
32.9851,40.7285
44.3491,38.984
27.6371,34.917
37.7875,38.1248
26.4296,39.6105
32.964,40.7316
33.0038,40.756
32.9595,40.7336
32.9645,40.717
32.9675,40.73
44.5345,39.7018
28.691,39.831
43.6353,37.747
35.3666,40.6258
29.6826,37.8275
43.808,41.0543
43.8701,41.0471
43.7306,41.1108
43.8046,41.0973
43.7831,41.0498
43.8863,41.0181
25.5111,39.3588
27.6791,35.7205
45.392,34.431
44.4511,38.5268
44.3053,38.5686
44.2438,38.5275
26.8571,38.0313
42.6381,38.7175
30.7153,37.142
31.668,35.989
27.8636,35.1813
26.663,35.096
26.1923,38.88
27.975,35.0753
27.758,35.0728
27.8746,35.0271
27.6166,34.4513
26.56,38.719
26.406,39.6068
26.5438,38.7133
26.4671,38.7293
26.696,35.3093
30.3838,36.0933
30.3713,36.0831
40.1853,39.1418
28.733,36.4616
25.953,39.3033
39.023,38.7765
26.7851,37.5591
26.8036,37.6076
27.7031,36.8005
26.7858,37.5566
26.7901,37.5363
26.8041,37.5363
26.805,37.5405
27.2583,36.938
35.56,36.386
43.3031,38.4825
29.578,37.8341
31.9606,37.1056
27.465,35.8696
27.074,36.927
27.6826,35.7506
27.649,35.8433
28.386,36.1335
27.615,35.7948
29.5918,37.839
27.3468,35.7388
41.7841,39.8413
27.6266,35.7115
27.6675,35.8936
28.01,36.1425
29.663,37.7768
27.6756,36.2468
29.5625,37.8263
32.7683,40.022
42.8413,39.9795
43.5015,38.914
41.8531,40.0091
27.643,36.1606
44.8676,37.0196
27.109,40.3183
27.6496,36.1933
25.3485,39.7995
40.0163,39.3676
29.6175,37.869
27.4008,40.7546
32.7068,40.1486
31.282,36.248
31.2746,36.2676
29.7046,37.8293
33.0473,39.8773
39.0408,38.8793
38.1138,38.7185
28.1768,36.9086
40.8001,38.3066
38.1568,38.7268
38.1561,38.7253
43.738,37.7416
27.9165,35.1935
29.6753,37.812
27.864,35.1316
25.9568,39.4841
25.9808,39.4788
40.8303,38.3153
40.8221,38.3088
25.833,35.986
36.2226,37.107
27.8441,35.1178
27.86,35.208
27.844,35.1476
25.6081,34.9665
29.7223,37.8265
40.081,38.8806
37.3636,38.2553
29.7098,37.829
26.6245,41.8421
27.6215,35.9901
29.6498,37.814
27.6186,36.052
26.991,34.963
29.6925,37.8423
29.7333,37.8195
26.8411,37.9838
29.735,37.839
29.6793,37.8288
29.7083,37.8263
29.6005,37.869
29.6003,37.8906
29.716,37.844
29.6555,37.821
29.6951,37.8071
29.7011,37.8378
29.7051,37.8355
29.691,37.8328
29.584,37.851
29.614,37.828
26.825,38.0096
26.8768,38.0086
26.8701,37.9965
27.2095,38.1541
26.9535,37.972
27.8926,35.1788
30.8823,35.7271
27.7178,39.2781
27.6488,39.2968
26.0316,38.8771
27.7511,35.0815
27.704,35.1255
27.9315,35.1955
27.167,38.472
27.4785,35.1156
27.661,34.686
39.5465,38.5488
27.599,35.133
27.659,34.891
31.7941,36.2195
27.2351,39.8165
41.439,39.682
25.242,35.468
26.2298,38.8518
39.169,40.928
30.4028,35.9126
25.8225,39.4726
44.757,37.021
25.0598,38.8706
40.8433,38.3398
43.0633,42.4588
36.0103,37.2368
24.7255,34.7391
29.831,37.298
27.3171,36.9031
36.0071,36.2795
29.8223,37.3333
29.832,37.329
36.4696,37.299
29.8211,37.3298
29.847,37.3098
29.8285,37.33
37.4053,37.6928
35.6291,36.4413
28.072,40.3955
41.7748,40.4246
31.0845,36.1493
43.646,38.9631
43.6073,38.9668
32.8343,40.593
27.0981,36.393
42.0225,36.5671
41.7536,40.4405
35.9823,37.474
41.7896,40.4308
32.0891,35.6778
28.903,36.9605
28.9848,40.5913
26.0555,38.9555
29.0968,36.52
43.3895,36.8296
27.6383,36.1318
28.6708,37.1203
27.7671,40.3563
44.1301,38.3541
34.1718,40.4413
34.1558,40.4478
27.8163,35.2833
42.815,38.2443
27.9353,40.8196
27.3155,37.866
38.6421,39.5406
26.4768,39.6758
29.266,37.8238
29.056,40.74
36.2851,37.3866
27.4526,40.6958
33.397,40.2585
27.5978,39.164
27.9726,41.4236
25.5315,39.2368
27.7145,39.2875
39.3398,38.4883
28.228,36.813
30.7611,40.745
33.4058,40.2663
33.3985,40.2476
27.6573,36.9386
39.8678,39.2778
39.8848,39.2716
27.661,36.8991
27.6741,36.9453
35.654,40.602
28.0456,37.2823
28.0788,37.2908
27.0883,40.5216
29.1623,37.8813
29.4211,37.3916
27.5811,37.8518
32.5718,41.715
38.694,39.6256
27.3868,40.736
27.5833,39.1491
30.1488,39.1061
39.1143,38.4075
27.386,36.8853
27.6158,36.8955
41.9461,38.8655
41.96,38.395
27.8986,39.3191
42.282,39.7495
28.5313,37.1171
29.6883,35.8256
26.5101,39.0851
26.2896,39.3836
26.356,39.4226
26.3175,39.398
38.1563,38.7596
27.6585,35.2785
26.9085,38.6686
27.6508,36.9021
39.2911,38.4606
28.6813,37.1218
28.7018,37.1346
38.1545,38.7716
38.1675,38.7308
27.3725,36.9763
38.151,38.7968
38.1568,38.7308
39.2138,38.4416
28.7225,36.4425
38.1516,38.7493
38.16,38.7686
39.2555,38.4426
33.0541,40.5375
27.5218,37.7336
36.0958,36.6415
39.107,38.3971
38.5536,38.187
40.4628,39.4238
30.0655,35.3673
38.1586,38.772
39.082,38.387
38.1538,38.7561
31.1536,37.1816
29.3268,37.4671
36.067,37.518
39.1448,38.4043
31.1383,38.6005
39.0965,38.4165
39.1205,38.3865
29.3365,37.4646
32.5586,39.8173
31.1285,38.606
29.3715,37.4786
38.5968,37.4511
29.3573,37.4785
29.3721,37.5031
29.3938,37.4725
32.114,40.8498
29.4406,37.3725
29.376,37.4363
29.3763,37.4626
38.156,38.7928
35.4841,40.6881
38.1505,38.7818
38.1576,38.7618
29.4225,37.3858
32.579,34.7048
29.4123,37.4505
29.4386,37.4486
38.1451,38.784
38.1425,38.7725
29.4098,37.3935
29.4136,37.3941
38.1956,38.7575
29.426,37.3861
38.1641,38.7543
29.4008,37.45
38.1611,38.7505
29.3916,37.4851
38.1668,38.769
29.4183,37.4573
29.407,37.3915
29.4063,37.3801
29.3685,37.465
29.368,37.478
29.4263,37.3865
38.1611,38.7653
38.1506,38.7513
38.1601,38.7651
38.1698,38.7601
29.387,37.4631
29.4111,37.4448
29.4465,37.3906
29.4208,37.4046
29.4383,37.3875
29.4311,37.4003
29.3828,37.4611
29.3793,37.4523
29.4018,37.4206
29.3948,37.4156
29.42,37.4206
29.3913,37.4398
29.4051,37.3956
29.4036,37.4328
29.4016,37.4293
29.4286,37.4415
29.4065,37.4313
29.397,37.4655
29.4395,37.4381
29.4335,37.4401
29.4268,37.4246
25.7753,39.7383
25.6701,39.7118
35.32,40.8193
27.5603,37.8461
25.7298,38.8135
30.28,36.4363
28.6976,37.1513
25.6971,39.7261
25.6515,39.7341
25.6626,39.7253
25.671,39.7245
43.6813,39.0353
26.0083,38.798
39.9776,38.7443
26.4365,39.6138
26.4375,39.6125
37.3971,37.7048
25.994,38.843
28.722,37.885
26.8453,37.2575
27.5898,36.9323
28.8201,36.5515
31.156,35.5851
36.1191,36.9725
32.8533,35.3876
28.4505,40.457
42.063,41.6968
26.432,38.8888
26.4335,39.6135
37.3453,40.3673
26.4375,39.6091
26.966,37.6618
25.913,38.7741
28.8325,39.5596
39.6175,38.5858
26.4453,39.5453
44.2321,38.5108
42.5465,40.5471
27.168,40.371
27.1556,40.3711
38.5061,37.6005
27.1478,40.3603
38.8005,38.3005
25.3328,38.4848
28.3635,37.2215
29.3298,35.6366
26.4466,39.6178
26.4261,39.6011
38.4748,37.6173
35.929,36.2295
28.9856,40.3746
27.1103,40.3645
27.1446,40.3783
27.1568,40.3741
27.1253,40.3521
27.153,40.3756
27.153,40.378
44.2713,38.573
33.0143,40.5555
27.2783,38.8863
27.4111,36.1935
38.7543,38.2901
27.9013,40.7778
33.0093,40.5821
33.0235,40.5643
33.0066,40.5536
33.0075,40.5541
25.5351,40.7826
28.8265,36.516
40.442,39.1488
26.5331,38.7296
38.1613,38.7553
41.8083,39.8353
40.4391,39.133
27.878,40.8205
30.1061,36.6115
38.1631,38.748
38.1456,38.7446
38.1506,38.7615
39.7205,39.6131
38.6346,39.5353
27.3435,36.9513
35.8176,37.2716
26.1996,39.4415
36.1625,38.1603
28.7218,36.5095
27.0886,38.5591
27.7581,39.0191
36.1071,36.7043
27.0743,38.5653
28.0576,35.9788
29.2316,39.2631
28.7103,36.4406
35.7648,38.9658
28.6238,36.4141
27.9853,36.7891
28.1908,35.5435
28.7181,36.4233
25.6746,39.7726
28.8505,40.2478
37.4836,37.015
30.8553,37.9245
31.8656,35.8375
26.596,38.4073
32.7076,38.4611
39.6358,38.5886
42.3741,35.986
30.088,37.6081
28.3578,40.4233
36.1825,38.1673
38.4656,37.612
40.2745,39.085
35.6608,37.5108
35.6501,37.5068
26.1823,39.518
30.7143,35.8375
39.6445,38.602
40.4995,39.4006
35.8631,37.4191
26.0951,40.3976
43.136,38.6298
26.1985,39.5248
31.214,36.1645
38.6163,39.5668
38.6271,39.5588
28.9716,40.5938
41.0193,40.2558
28.548,37.2235
26.0141,37.8128
29.0536,40.1698
33.0751,35.295
26.1676,39.5166
38.1026,38.7195
28.9876,40.3635
32.2193,36.0016
27.8361,40.6595
44.2233,37.4843
39.795,38.0361
26.0721,39.5566
28.7071,36.4143
26.9448,40.6468
36.1701,37.298
26.8771,38.3145
28.6835,36.4243
33.2175,35.2881
28.9491,40.59
28.6661,36.5281
28.9703,40.5953
28.9696,40.5998
33.6385,38.675
28.9493,40.6025
28.7186,36.4411
25.877,36.7565
27.0108,40.2013
28.3851,35.83
30.2756,37.0045
42.4641,37.2593
30.3901,35.9621
42.6946,40.1263
43.863,38.7521
27.8835,36.5265
37.4025,37.6973
37.4173,37.6961
31.002,40.7843
28.718,36.4468
28.026,36.9991
26.31,40.42
26.3211,40.4063
26.3211,40.4071
31.6711,39.0605
41.0585,40.2735
36.1748,38.369
41.5023,38.8885
31.6763,39.0355
31.6736,39.0498
31.681,39.0358
43.03,38.4626
27.6035,36.874
27.5623,36.8603
27.5893,36.858
26.5481,38.7838
26.538,38.7715
26.5355,38.7825
37.4015,37.6861
28.7691,37.1158
33.0928,39.7976
43.2726,40.8711
41.8926,39.1431
28.7421,37.112
28.687,36.474
28.7513,36.365
29.298,36.3165
27.606,36.9231
28.6946,36.402
28.6861,36.3975
28.6886,36.4288
28.218,35.8825
26.8181,38.2021
26.8416,38.2023
26.844,38.1855
26.8388,38.1861
26.8615,38.2
26.3971,38.6953
31.2291,36.0875
26.8091,38.1701
26.8051,38.1888
26.832,38.1946
29.6763,39.0358
36.3643,37.3736
35.197,40.7225
42.7146,39.269
39.1428,39.9356
27.5953,36.891
35.8953,40.8843
38.4066,39.6301
35.852,37.4341
35.8708,37.4301
35.8681,37.4326
35.8616,37.4318
35.8433,37.4228
28.542,37.1573
38.0901,39.6416
26.6591,38.6911
36.0991,37.0211
31.7685,36.05
34.042,35.2738
26.5738,38.6796
41.2583,39.1726
37.4016,37.6878
34.6676,36.1468
26.6696,36.736
30.4376,37.2003
29.0716,37.9551
29.7486,37.8088
43.0825,38.5618
38.9538,38.1818
28.7228,36.4436
28.6873,36.4256
28.7221,36.4383
26.4095,38.8246
27.7431,36.9691
27.7496,36.9591
43.159,38.7248
26.9321,38.056
43.175,38.7125
31.2455,36.2466
27.7958,36.947
26.9695,37.668
28.7028,36.4088
27.7428,36.3893
35.847,35.952
28.6991,36.4171
31.2135,36.0535
28.7248,36.4731
27.7753,36.9708
28.7205,36.4165
27.5916,40.7903
27.7545,36.9553
30.6241,37.1958
28.7028,36.4445
27.7633,36.9653
28.4115,40.847
27.5405,36.896
30.234,36.689
29.463,37.8363
38.8105,38.2911
31.5163,35.5568
28.0361,36.8138
43.154,38.6081
27.6375,40.6061
28.402,35.9356
36.196,38.3735
29.5125,37.847
40.2996,39.0711
41.0148,42.1776
42.5183,39.8018
27.5811,36.9453
26.0065,39.5816
26.4441,38.8855
42.3558,39.2668
26.6815,38.5181
40.0871,40.885
36.3855,37.3773
26.4855,40.8435
26.4266,40.883
38.509,37.6346
27.3221,40.6305
25.9401,38.8578
31.3978,36.1686
31.3446,37.1988
26.6413,38.9688
28.091,35.9423
28.7225,36.4125
27.6511,36.8825
35.586,36.781
26.918,37.283
36.3113,37.4635
36.271,37.4566
41.5896,39.1465
36.0845,37.0201
27.3246,36.9418
26.9618,37.7948
38.4783,37.6008
27.3685,36.0103
26.7435,37.688
26.6698,37.6546
26.7136,37.6738
28.7436,36.4088
27.0935,38.738
28.7046,37.9328
39.513,40.0785
30.8313,35.9206
29.8353,37.562
27.61,36.9263
37.9525,38.7661
26.118,39.5475
44.1565,39.0375
40.8003,38.6181
35.491,40.6778
26.0971,39.5638
36.1925,38.3473
36.215,38.3533
43.5535,38.9008
38.2893,38.0768
26.5743,38.8448
27.0118,36.5913
31.4411,40.301
26.5783,38.8441
27.6695,36.907
30.4475,35.9651
27.6621,36.9088
27.6653,36.911
26.7278,38.1798
28.1495,35.7018
27.7473,35.5801
28.0163,35.8405
27.2111,40.1138
36.0041,37.2351
29.4443,39.1836
37.059,38.324
30.66,37.145
43.4131,38.7283
42.8438,39.1743
44.1763,39.3305
35.5121,36.7608
37.3968,37.6883
34.7213,40.8225
28.3248,37.186
27.2481,35.9466
42.5928,42.1821
27.9466,38.7381
26.4125,38.827
26.4095,38.8206
39.8633,38.6668
29.1095,36.4703
35.621,40.2291
25.2078,40.1688
28.3405,40.8151
39.1406,38.3788
44.3003,38.6235
25.859,38.9048
28.8656,39.4898
38.0843,38.7058
31.0323,40.7988
38.0843,38.703
34.9841,38.0925
43.5648,38.9288
26.1905,39.5226
30.3555,37.3118
43.5556,38.9413
24.9475,39.3458
30.477,39.8658
37.7518,39.133
29.1321,36.5266
28.1151,40.7693
27.5743,36.8686
32.6535,40.7723
30.9841,38.1648
44.2193,40.8501
27.8988,35.9
43.8898,41.0063
26.234,39.0058
33.9608,41.009
28.2896,36.5716
25.9898,39.5848
25.9951,39.584
25.9916,39.5781
26,39.5906
44.2361,38.6815
27.9185,38.713
42.392,38.2403
42.597,37.2758
31.954,37.6506
38.595,37.4565
31.9595,37.658
35.5288,40.7275
35.5213,40.7133
35.4803,40.7025
26.1831,39.5418
28.0686,40.7963
27.8023,40.1996
32.8318,40.6756
43.4551,38.819
26.4445,38.3825
35.391,40.644
31.2536,36.058
26.2598,39.5146
36.003,37.1236
28.009,36.6601
43.247,39.9073
26.2053,39.4103
27.146,40.3601
27.7873,38.7521
27.7638,38.7588
25.3295,39.4035
25.3591,39.484
26.9113,39.9665
26.0971,39.5593
26.908,39.987
31.6535,40.8483
31.654,40.84
26.8993,39.967
28.3801,35.9156
40.0371,39.9531
26.7973,38.8753
27.7813,38.7353
27.0463,38.1573
27.5366,36.8803
29.0085,39.1225
30.123,37.655
27.7995,38.7453
30.341,36.029
30.461,36.7476
43.9925,39.8778
27.5716,37.8475
27.7811,38.7591
29.3133,37.8166
39.5526,40.0595
27.8108,35.993
38.5011,37.5871
40.323,39.355
38.4828,37.5825
38.5155,37.5973
38.5171,37.6026
38.5036,37.5836
33.8685,34.8861
40.9181,40.2676
37.777,37.8565
39.6098,38.6016
27.2835,36.9193
27.3458,36.9446
43.4833,38.8426
39.8695,39.006
26.1098,39.564
31.9643,37.0935
37.4158,37.67
29.2181,37.8955
31.9581,37.0928
31.953,37.0911
30.8115,40.7361
29.2063,37.8978
29.1788,37.9043
29.231,37.8843
36.4465,37.359
36.4145,37.335
25.9386,36.6636
29.4603,41.948
38.089,38.7025
36.0298,37.1786
31.6393,40.8526
44.2306,38.7028
40.0095,40.0133
27.783,38.779
28.6203,37.0783
28.0741,37.2563
39.999,40.0215
39.1245,38.4945
26.6731,38.3498
27.7843,36.9756
26.1668,39.5305
35.4891,40.6741
31.0063,40.7926
31.0076,40.786
43.1868,38.6543
37.921,37.5751
26.8183,41.5981
28.077,39.2356
28.5011,36.9798
40.9838,38.3408
42.329,36.9451
42.4903,37.2725
27.7686,38.7868
26.8963,37.7891
26.8915,37.7846
43.0945,38.704
43.4625,38.8925
27.6268,36.9553
33.7753,41.0026
27.608,38.568
40.2828,39.0415
27.7018,38.3808
27.7603,38.366
43.5445,38.9148
38.7615,38.27
27.5781,37.8783
27.5915,37.8771
28.603,37.1351
43.5081,38.821
41.7506,40.4766
27.7126,38.3825
27.7256,38.3985
43.4963,38.9405
40.0436,38.8078
40.0273,38.7958
34.8573,37.2018
26.0895,39.5703
40.224,39.268
40.2951,39.0685
40.2795,39.0885
38.6728,38.1685
27.5608,38.8576
27.9065,39.2095
40.046,39.9981
39.1103,38.4263
38.9381,36.867
27.736,36.9998
26.2023,39.5483
25.6753,38.6031
26.1918,38.9283
26.613,38.6926
26.62,38.666
26.6306,38.6748
26.471,38.8955
26.195,39.5368
26.4835,38.7855
27.4285,38.6536
27.4183,38.6538
31.3406,40.7993
40.7235,36.9476
35.8215,36.3668
38.4916,37.5835
26.8485,37.6156
41.576,39.0986
26.8123,37.6481
26.0131,38.7991
39.6801,38.6036
27.6035,36.9283
26.461,38.8348
36.1648,36.3246
29.2345,39.2556
41.843,39.7496
43.2145,38.6403
27.3275,36.9428
26.138,38.8345
26.0641,38.9155
27.6958,39.0723
38.7995,39.1926
38.8261,39.2135
35.7901,40.5596
38.8241,38.2911
38.8178,38.29
28.608,37.0898
40.185,39.2491
37.1398,37.306
26.097,38.9665
26.1125,38.9721
26.0768,39.555
26.0708,39.5501
26.8773,39.535
27.6466,36.9858
38.1366,39.2458
43.2078,38.7103
39.4993,38.5753
26.679,38.401
26.6915,38.4001
26.8941,39.5201
36.5785,40.5528
36.5975,40.5446
27.4641,36.4496
28.6075,37.1116
28.2556,36.1595
43.1598,38.6523
27.9778,39.3356
26.4096,38.8596
26.1113,39.0151
26.0576,39.0088
27.3843,36.9278
27.8495,40.5491
37.7378,37.8431
28.6633,37.1313
28.0978,36.99
25.5571,39.3663
37.1395,37.3038
32.4741,40.8686
27.8556,38.6871
42.9098,38.2515
26.7131,38.5948
38.6226,37.2828
26.732,38.596
26.7228,38.5685
27.4568,38.8663
27.4725,38.8695
38.616,38.2175
27.614,36.9201
27.5853,36.9138
42.0611,39.381
30.4808,39.2841
28.1911,39.5495
27.5918,37.8406
37.6375,37.4031
37.1588,37.2695
27.7411,40.0818
29.3013,37.914
28.738,36.4171
37.1558,37.2678
28.6316,37.1391
42.2551,38.8603
28.5738,37.1453
39.1606,38.2786
28.204,40.8358
26.432,38.8935
36.8046,37.6228
27.5925,36.8793
42.3603,37.4786
25.2031,40.194
28.2356,39.2486
26.0918,38.8065
40.3975,39.1073
28.5918,37.1743
30.8786,34.4378
44.6485,38.2135
28.5778,37.1101
28.6046,37.1151
28.6045,37.1146
35.9215,36.2105
26.9036,37.6585
42.1463,38.4406
28.5916,37.1368
28.5921,37.1206
36.2933,37.5395
26.5005,38.8178
26.3531,38.7583
40.3838,39.1223
26.797,38.797
41.408,38.5591
27.4563,38.8578
27.4546,38.8711
27.6221,36.9601
45.795,34.642
28.6248,37.1308
27.4585,38.867
27.4663,38.8585
27.467,38.8668
44.7638,39.6466
31.7456,36.4343
38.074,38.6925
28.4438,36.3163
27.4006,36.8328
26.2881,38.9558
26.832,37.1533
28.187,36.7326
29.0215,40.4053
28.0328,36.8905
38.5108,37.5761
26.8701,37.8226
39.0251,38.4135
27.5773,36.9613
27.3911,40.7255
43.105,38.5291
27.4778,36.9945
27.3866,36.9508
26.2016,39.5398
27.5478,36.922
27.6375,36.9945
39.0263,39.8105
27.6555,36.9116
33.8921,40.7723
35.8998,36.2071
27.3841,36.9543
27.6916,36.9515
27.656,36.9538
27.708,36.9118
25.954,38.8435
41.0755,38.3215
27.6805,36.9675
27.295,36.92
25.302,38.7485
27.6936,36.9633
28.0508,37.2525
28.044,37.2308
29.5105,37.8671
27.8861,38.7096
43.4613,38.8105
27.8761,38.713
30.6678,37.0441
36.0095,36.6373
30.649,38.733
30.6331,38.7065
35.4806,36.9178
27.23,36.917
26.2485,38.9446
27.7348,37.1265
26.2496,38.9458
33.5716,36.8355
27.342,35.62
26.0296,39.5346
27.7131,37.1333
27.7151,37.1403
27.631,36.9531
43.623,39.1863
26.3673,39.4145
27.332,36.0341
27.7075,37.1403
27.7266,37.1396
27.7191,37.1255
26.3865,39.4266
26.3946,39.4273
39.235,38.4761
26.6261,38.9715
26.0333,39.5603
40.719,41.3246
27.6401,36.9863
26.6793,38.9201
27.7283,37.1208
27.612,36.9833
26.0625,39.546
27.8576,38.6953
39.0033,38.9493
27.363,36.9596
29.9206,40.1276
26.0823,39.557
28.0248,36.0123
34.2805,40.893
26.0891,38.993
27.682,36.937
25.7553,40.2916
44.7746,35.8675
38.5095,37.5768
29.7226,35.7596
27.5586,36.9751
28.6053,37.0941
27.6075,36.9031
27.3853,36.8876
27.68,36.9731
38.5998,38.138
27.6336,38.7403
27.6571,36.8955
27.62,36.9063
27.645,36.9051
37.5423,37.572
25.0966,40.1595
42.9938,38.439
30.334,36.09
27.7785,37.0115
27.681,37.0261
27.636,37.0971
29.7976,37.4963
27.7251,37.0971
27.7176,37.103
27.672,37.1113
27.6806,36.951
28.8946,36.5035
27.7358,37.1168
27.7338,37.1128
27.7246,37.1215
27.7456,37.1188
27.7051,37.1176
27.7088,37.1215
27.7006,37.1031
27.7175,37.1423
27.6946,37.111
27.7216,37.11
27.6985,37.1273
27.7101,37.1146
27.7206,37.131
27.7166,37.1195
27.7141,37.1265
27.7328,37.1098
42.6405,39.773
27.7165,37.2406
27.7085,37.1223
27.4101,37.0608
27.7203,37.11
27.6883,37.1323
27.6978,37.1228
27.74,37.0973
27.7023,37.1133
27.6845,37.1403
27.6781,37.1158
27.7025,37.171
27.7431,37.112
27.6848,37.0813
27.7541,37.1105
27.792,38.7863
27.6,36.8701
27.7233,37.1201
42.6348,39.7675
42.5941,39.7723
27.818,36.8481
27.6865,36.942
28.1421,38.9598
27.332,36.904
27.7561,37.014
39.6228,39.9381
27.6151,36.9776
44.2956,38.4801
44.2775,38.4768
27.5335,36.9603
27.6236,36.9576
27.6458,36.9738
26.6033,38.9365
27.5983,36.9641
27.6023,36.9575
27.6285,36.9905
27.6671,36.9806
27.6188,36.9616
27.6128,36.9951
27.513,36.9241
27.7315,37.0248
27.6118,36.975
27.742,38.757
26.6051,38.9431
27.6306,36.9841
27.661,36.97
27.7373,37.0988
27.7411,37.1215
26.2101,39.535
27.5851,36.9856
31.3896,37.3761
27.6555,36.98
27.6333,36.9601
27.5175,36.9238
31.382,37.4416
27.6035,36.9913
27.585,36.9816
27.5933,36.9956
26.497,38.7906
27.6175,36.9928
27.5971,36.99
31.6695,37.4001
27.539,36.9225
27.6158,36.9581
26.5693,38.2805
27.5593,36.9698
27.5873,36.9925
26.5551,38.2836
27.7468,37.1105
27.614,36.9781
28.6135,37.1176
27.612,36.9553
32.88,40.7348
27.6248,36.9893
38.415,37.9736
27.5796,36.9513
27.5931,37.0133
27.7276,37.1286
28.9943,40.4131
27.6075,37.0026
27.7388,37.1083
27.5008,36.8918
27.6176,36.9035
27.5461,36.9505
27.5925,36.9176
26.4733,38.795
27.5665,36.9183
27.564,36.9311
27.5816,36.9336
27.5691,36.9268
27.646,36.9315
27.5705,36.9351
27.5885,36.9463
27.6533,36.9208
27.642,36.9261
27.6281,36.9335
26.4771,38.7851
27.5466,36.9278
27.532,36.9543
27.6615,36.881
27.1296,40.0158
27.636,36.8766
27.624,36.96
27.3688,36.9423
27.5763,36.9315
27.596,36.8773
27.5575,36.9736
27.4153,36.9076
27.6138,36.8903
27.3106,36.9466
27.5126,36.866
27.5665,36.8813
27.576,36.9
27.6591,36.899
27.4253,37.0045
27.6263,36.9126
27.551,36.916
27.5253,36.9291
27.626,36.9205
27.2978,36.915
27.332,36.941
27.3536,37.0105
27.2665,36.8871
27.541,36.943
27.3328,36.9036
27.3036,36.9336
27.6135,36.9393
27.334,36.8781
27.583,36.9055
27.4506,36.9476
27.526,36.9358
27.5598,36.9065
27.651,36.9008
27.678,36.91
27.5511,36.9121
27.5166,36.9438
27.5808,36.9475
27.455,36.9456
27.6341,36.9488
27.4276,36.9018
27.8613,36.8208
27.4816,36.9391
27.5195,36.923
27.5311,36.8703
27.2916,36.7543
27.5686,36.9068
27.655,36.884
27.3391,36.922
27.403,36.883
27.589,36.9271
27.6203,36.9016
27.6358,36.8696
27.5948,36.8966
27.504,37.009
27.5301,36.9703
27.592,36.8636
27.618,36.9283
27.4266,36.8478
27.4041,36.8825
27.6031,36.8976
27.5663,36.9238
27.5018,36.9305
27.5651,36.881
27.605,36.8921
27.4266,36.8685
27.5658,36.9265
27.409,36.9551
27.5743,36.904
27.5678,36.9055
27.5033,36.9388
27.4338,36.964
