Enlem,Boylam,Cluster
42.7066,40.1956,1
42.6716,40.1781,0
44.4946,38.4513,0
27.811,39.1256,1
27.2588,35.4243,1
27.8191,39.1006,1
29.223,40.693,0
38.7815,38.2576,1
27.8453,39.0036,1
44.473,38.4628,1
44.6206,38.3833,1
44.6641,38.2826,1
39.1791,38.4083,1
44.3745,38.4975,0
44.448,38.474,1
27.7806,39.142,1
39.1298,38.3971,1
39.2111,38.4418,1
38.812,38.2805,1
28.1546,35.2718,0
27.8356,35.2553,0
27.8948,38.9601,1
27.8533,39.0178,1
44.4523,38.3893,1
44.565,38.3805,1
27.6881,39.091,1
44.6535,38.3046,0
39.2681,38.4458,0
38.9205,38.4065,1
27.8946,38.9555,1
38.8096,38.2786,1
27.791,39.0933,1
44.6125,38.4295,1
38.844,38.2801,0
40.803,38.6325,1
26.1076,37.7851,1
38.8261,38.268,1
39.3018,38.477,1
38.8211,38.2628,1
39.1888,38.4,1
39.2936,38.439,1
39.306,38.4388,1
39.2006,38.4376,2
39.2241,38.4281,2
39.2356,38.4421,0
44.4555,38.346,2
38.8098,38.269,2
27.8188,39.0373,2
27.8018,39.1173,2
44.4436,38.4268,0
27.881,38.9558,0
31.1538,36.1271,2
43.195,38.6565,0
27.8696,38.9895,2
39.1558,38.4046,2
38.7668,38.3051,2
44.4236,38.4555,2
27.8413,34.9708,0
28.1281,34.9683,0
28.5933,35.688,0
38.6566,38.2525,0
27.8566,35.2038,0
27.5108,35.1493,2
28.397,36.2096,2
44.3518,38.4021,2
38.7696,38.3291,0
44.365,38.466,0
44.6246,38.8538,2
44.4881,38.5073,0
29.4598,37.8606,2
44.4733,38.4681,0
44.6165,38.4708,2
44.5198,38.3978,2
39.2316,38.4431,2
44.4885,38.4706,0
44.4333,38.4471,0
27.8591,38.9988,2
44.3645,38.3618,2
44.3865,38.4286,2
27.9291,35.2371,2
44.4475,38.3893,0
44.5251,38.4063,0
27.894,38.982,2
27.8651,39.002,2
44.6593,38.534,0
27.8648,38.9841,2
27.8691,38.9938,0
27.8766,38.968,2
44.6355,38.4743,2
27.8758,38.9896,2
27.875,38.9543,2
27.8676,38.9796,0
44.5291,38.3405,2
27.8686,38.982,2
44.5066,38.4738,2
44.6811,38.3795,2
27.8588,34.9966,0
44.6855,38.331,2
44.3746,38.3805,2
44.4708,38.3563,2
44.551,38.3756,2
44.4356,38.3936,2
44.4488,38.4153,0
39.3178,38.4788,2
44.4708,38.4393,0
27.8535,38.9938,2
44.4086,38.3735,2
44.481,38.3985,2
44.4763,38.3806,2
44.5191,38.405,2
44.5603,38.3941,2
44.5526,38.3326,2
44.4876,38.4713,0
44.4363,38.4565,0
44.505,38.4265,0
44.519,38.4465,2
44.4626,38.4525,2
44.5995,38.3995,2
44.4326,38.4191,2
44.4813,38.433,0
44.4438,38.4293,2
44.502,38.45,0
27.8395,36.9188,0
44.5781,38.426,0
27.884,38.9788,2
27.8846,38.9833,0
44.5808,38.4381,2
44.7456,38.4641,2
44.6296,38.4405,2
44.511,38.4746,2
44.5385,38.3775,2
44.6051,38.508,0
44.5678,38.4346,0
44.555,38.4296,0
44.6371,38.4615,0
27.8738,38.977,2
44.5046,38.402,0
44.4886,38.4476,0
44.4783,38.4163,0
44.5806,38.4523,2
44.489,38.436,0
25.8291,35.1856,2
31.476,37.3753,0
27.8108,39.0893,2
27.4338,40.7716,2
27.8518,39.034,2
27.8518,39.034,2
39.127,38.3933,2
27.866,38.9785,2
27.8773,39.1175,2
27.8478,39.0941,2
38.7461,38.2761,2
28.2556,36.984,2
43.926,39.1446,2
27.8038,39.095,2
27.8263,39.106,0
27.8293,39.101,0
44.3428,38.4101,0
27.8466,39.0945,2
27.8106,39.0955,2
27.8341,39.0938,2
27.8023,39.0868,0
27.8395,39.0996,2
27.8336,39.1013,2
27.8221,39.0925,2
27.8166,39.0926,0
27.846,39.081,2
27.8448,39.0818,2
27.809,39.0808,2
27.8386,39.0846,0
27.8805,38.9903,2
27.8615,38.9981,2
39.1278,38.4106,2
43.1883,38.6961,0
43.1778,38.6871,0
29.128,36.2378,2
27.9781,39.8715,2
39.115,38.396,0
27.0455,33.8328,0
26.47,39.5736,2
44.4801,38.4563,2
44.3663,38.4155,0
38.7388,38.2933,0
38.8928,38.3011,2
40.0055,39.4258,2
25.8826,40.3851,2
27.8685,35.288,2
26.9093,35.8556,0
28.0631,37.2406,2
28.8671,36.1836,2
39.3348,38.4406,2
39.3573,38.5026,2
27.8926,38.9646,0
38.7383,38.2628,2
44.0851,38.3791,2
27.8525,39.0156,1
37.155,37.4431,1
39.2485,38.4563,1
27.824,39.0983,1
39.2516,38.446,0
27.8856,38.9645,1
28.061,34.9185,1
27.851,39.0353,1
27.614,34.8026,1
27.86,38.9576,1
27.816,35.0393,0
38.892,38.3475,0
30.2833,36.5968,1
42.5488,38.1235,1
27.8173,39.074,1
41.3845,39.0468,1
44.7691,38.6825,0
39.3158,38.4801,1
38.9338,38.291,1
27.8766,38.982,1
27.8633,39.0075,1
28.905,36.2515,1
27.9215,35.061,1
26.8876,37.6381,1
27.8685,39.0315,0
26.136,39.6546,1
27.8325,39.0805,0
39.202,38.43,1
39.185,38.4413,1
39.2,38.4288,0
27.866,34.964,1
27.431,35.599,1
27.8243,39.094,1
27.873,38.9698,1
27.8781,38.9768,1
27.873,39.0066,1
27.8705,39.0146,0
38.8096,38.2955,0
27.8035,39.098,0
27.8473,39.0213,1
39.3103,38.4938,1
27.8216,39.1028,1
27.8396,39.02,1
27.8515,38.87,1
27.8396,34.9423,1
39.0798,38.3703,1
27.8616,39.0033,1
27.8991,38.993,1
27.8668,38.9893,0
27.8701,38.9906,0
27.846,39.0916,1
27.8453,39.0933,0
28.6811,36.489,1
27.8845,38.9728,1
27.8783,38.985,0
25.363,38.5035,1
39.2326,38.4368,1
25.5145,38.6211,1
39.1163,38.399,1
27.8415,39.0748,1
39.2531,38.41,1
27.8675,38.9823,1
27.8746,38.9665,1
27.8526,38.9923,1
27.8733,38.9946,1
27.8681,38.9871,0
27.8788,38.9821,1
39.06,38.3813,1
39.144,38.3998,1
39.1543,38.3986,0
27.7543,35.0865,1
27.8573,39.0051,0
38.8733,36.9281,1
27.8836,38.9671,1
39.2301,38.4283,1
27.8711,38.9851,1
39.0865,38.3746,1
27.862,38.9843,1
38.7975,38.2823,1
27.8565,38.9933,1
37.143,37.4658,0
27.8618,38.9901,1
42.8271,38.3176,1
27.8748,39.0,0
27.8565,39.0858,0
27.8125,39.0923,0
27.8045,39.0696,0
27.956,35.169,1
28.1978,40.8353,1
27.861,39.0053,1
27.873,39.0065,0
39.2703,38.473,1
38.798,38.3263,1
38.7961,38.3326,1
25.5426,38.9931,1
39.2138,38.442,1
27.8441,39.0663,1
27.8308,39.075,1
25.4176,38.9868,1
38.9513,38.33,1
39.3466,38.4816,1
39.2505,38.4511,0
27.2816,34.8456,2
39.3286,38.4916,0
38.804,38.3228,2
38.819,38.319,2
39.177,38.4126,0
27.782,34.9403,2
38.8225,38.254,2
28.2525,35.0266,2
27.839,39.0178,2
27.618,34.852,2
39.2806,38.4963,2
39.2846,38.4996,2
39.2806,38.4963,2
27.554,35.123,2
26.6198,35.0816,2
39.43,38.5406,2
27.7756,35.018,2
27.8263,39.0281,2
27.7341,35.1288,2
27.8191,35.0363,2
27.849,39.098,0
39.3451,38.4916,0
39.2493,38.4611,2
27.8328,34.9573,2
27.8401,34.9753,2
27.755,34.98,2
27.8755,35.0953,0
39.1533,38.3921,2
27.8466,38.9951,2
27.8315,39.0243,0
27.804,34.7796,2
27.8193,35.1805,0
27.881,35.1806,2
27.9645,35.1775,0
27.2465,34.9421,2
27.8,35.0176,2
27.9568,35.2131,2
27.8535,35.2096,2
27.8426,35.1563,0
27.89,35.0551,0
27.7976,35.228,0
45.1606,37.1345,0
27.7883,35.0851,2
27.8278,39.0988,2
44.8473,37.1443,0
39.468,38.5141,2
27.9855,35.6096,0
33.3128,40.1256,2
27.7848,39.0481,2
27.814,35.164,0
28.011,34.953,2
28.001,34.978,0
39.296,38.4601,2
38.7748,38.2871,2
39.2881,38.4533,2
38.729,38.27,2
38.73,38.2721,2
28.011,35.1071,2
28.003,35.175,0
42.6176,40.1478,2
27.87,39.0131,0
38.7511,38.3063,2
27.862,39.0513,2
27.96,34.9918,2
27.947,35.273,0
27.8558,39.1063,2
27.8295,39.0831,0
27.8353,39.1121,2
27.8325,39.0883,2
27.8346,39.0798,2
27.8518,39.0696,0
27.8358,39.0886,2
27.8411,39.1001,0
39.168,38.4986,2
27.842,39.0203,2
28.9285,40.0935,2
39.1293,38.4125,0
27.8605,39.0035,2
27.8593,38.9916,2
39.285,38.493,2
39.078,38.3895,2
39.1843,38.3891,2
27.8388,39.0541,2
27.8148,39.0663,2
38.6778,38.1528,2
39.1978,38.4936,2
38.8045,38.2655,2
39.1655,38.4203,2
39.1251,38.3868,2
39.212,38.4353,2
39.2143,38.4173,2
38.7628,38.2505,2
39.2355,38.4303,2
39.1333,38.395,0
27.8406,39.0796,2
33.2736,40.1081,0
39.1103,38.4158,2
27.8288,39.0551,2
39.3746,38.5063,2
24.8801,34.9278,0
26.5981,34.548,0
39.2728,38.4681,2
39.2546,38.451,2
38.851,38.2543,2
27.809,39.1176,2
39.1423,38.4108,2
39.186,38.4085,2
38.852,38.2571,2
38.7906,38.245,2
39.2325,38.4415,2
27.8681,38.988,2
39.2548,38.4268,2
27.8546,39.0173,2
38.7563,38.2648,0
27.8316,39.0568,0
39.153,38.4111,0
39.1746,38.4596,0
38.7658,38.2621,2
38.961,38.2658,2
27.8258,39.0811,2
27.8588,39.0041,2
39.0771,38.3488,2
39.2305,38.4371,2
38.9125,38.277,2
39.2476,38.4466,2
38.7878,38.2623,2
39.2396,38.4383,0
38.8013,38.244,0
39.2558,38.4286,2
27.8616,39.008,2
39.2325,38.4185,2
39.233,38.42,2
39.1098,38.4016,2
27.8226,39.0598,2
27.8473,39.005,2
27.8496,39.0203,0
27.8485,39.0195,2
27.848,39.0096,2
39.2736,38.4356,2
27.8766,39.0036,2
39.199,38.3775,2
39.129,38.4073,2
