EventID,Enlem,Boylam,Derinlik,Rms,Büyüklük,İl,Gün,Ay,Yıl,Saat,Dakika,Saniye
517030,37.806,26.171,5.64,0.55,2.0,70,3,12,2021,03,49,23
517028,38.2431,40.9181,6.9,0.77,1.5,43,3,12,2021,03,45,38
517029,37.156,28.648,6.98,0.7,1.4,100,3,12,2021,03,24,51
517031,38.9531,26.9318,13.98,0.54,1.7,70,3,12,2021,03,22,16
517032,40.7343,31.4871,7.0,0.46,1.0,33,3,12,2021,03,22,07
517026,39.9436,41.8728,7.01,0.2,1.1,51,3,12,2021,03,08,58
517027,41.1251,43.7155,7.06,0.83,1.5,105,3,12,2021,03,04,27
517024,39.4333,28.2035,7.0,0.52,1.9,26,3,12,2021,02,49,30
517025,41.5505,33.6206,6.93,0.38,1.2,76,3,12,2021,02,10,07
517023,40.481,35.2876,15.1,0.59,1.3,144,3,12,2021,01,46,11
517020,38.4826,39.3455,7.0,0.43,1.0,49,3,12,2021,01,43,11
517022,37.0791,28.3515,7.0,0.53,1.3,100,3,12,2021,01,42,05
517021,36.9785,28.2221,7.0,0.69,1.2,100,3,12,2021,01,29,25
517019,39.8383,41.8305,7.0,0.41,1.3,51,3,12,2021,01,06,35
517017,37.7896,26.1166,34.01,0.65,2.4,70,3,12,2021,00,52,16
517018,37.9203,27.1361,7.0,0.77,1.4,70,3,12,2021,00,49,30
517015,40.0696,35.069,6.98,0.6,1.4,144,3,12,2021,00,38,43
517016,35.8995,26.8528,37.33,128000.0,2.6,100,3,12,2021,00,34,06
517014,38.5631,44.2068,7.02,0.49,1.4,135,2,12,2021,23,44,31
517013,39.6186,42.7861,7.0,0.36,1.3,6,2,12,2021,23,23,41
517011,39.83,33.2573,7.0,0.69,1.0,14,2,12,2021,22,48,34
517010,38.8676,43.5236,17.62,0.54,1.3,135,2,12,2021,22,34,34
517009,38.6708,31.367,6.72,0.36,0.9,5,2,12,2021,22,30,37
517007,37.7126,26.2166,7.04,0.51,2.0,70,2,12,2021,22,06,12
517001,40.3225,41.5923,7.0,0.56,1.2,51,2,12,2021,21,55,16
517003,37.8306,32.0701,7.0,0.5,1.1,87,2,12,2021,21,42,44
517004,39.542,33.89,12.0,0.27,1.2,85,2,12,2021,21,40,41
517002,36.5443,27.1805,16.61,0.45,2.3,100,2,12,2021,21,33,57
517006,38.229,38.8193,6.83,0.17,1.0,94,2,12,2021,21,02,38
516999,37.8598,27.6383,7.06,0.32,1.3,22,2,12,2021,20,54,14
516998,37.8685,27.6296,7.0,0.3,1.3,22,2,12,2021,20,52,36
516997,37.8915,27.6145,7.17,0.53,1.6,22,2,12,2021,20,45,24
516996,37.8625,27.6558,7.0,0.59,1.4,22,2,12,2021,20,45,00
516994,40.1826,42.9983,7.01,0.44,1.2,75,2,12,2021,20,44,49
516993,40.183,43.0031,6.99,0.55,1.4,75,2,12,2021,20,43,41
517000,37.8791,29.2583,11.8,0.53,1.4,41,2,12,2021,20,36,57
516995,38.1405,34.955,7.02,0.76,1.1,104,2,12,2021,20,30,17
516992,39.93,44.1546,2.01,0.51,1.9,66,2,12,2021,20,10,26
516991,38.9018,43.5831,14.75,0.35,2.0,135,2,12,2021,19,58,18
516990,39.6131,43.8318,7.97,0.4,1.4,6,2,12,2021,19,08,32
516989,39.018,42.162,7.0,0.58,1.2,101,2,12,2021,18,47,35
516986,39.5908,28.8846,6.86,0.34,1.2,26,2,12,2021,18,28,02
516987,39.627,28.473,16.3,0.76,1.3,26,2,12,2021,18,17,53
516985,36.6211,27.1878,7.43,0.56,2.0,100,2,12,2021,18,11,06
516988,39.4425,31.526,7.02,0.62,1.6,52,2,12,2021,18,08,38
516984,39.6268,41.4033,7.0,0.1,1.1,51,2,12,2021,17,47,52
516981,38.8691,43.544,15.66,0.63,2.0,135,2,12,2021,17,28,50
516983,36.6088,33.3738,7.0,0.44,1.2,98,2,12,2021,17,28,32
516982,39.4373,33.9981,9.43,0.23,1.0,85,2,12,2021,17,18,27
516980,39.516,28.8573,6.98,0.38,2.4,26,2,12,2021,16,53,37
516979,37.7111,26.0203,7.01,0.34,2.7,70,2,12,2021,16,26,34
516978,38.1893,38.6858,7.0,0.4,1.4,94,2,12,2021,15,44,56
516977,40.4321,37.3123,7.0,0.2,1.4,130,2,12,2021,15,25,15
516976,37.668,26.0095,6.86,0.47,3.9,70,2,12,2021,15,08,58
516975,37.7161,26.0456,12.87,0.5,2.6,70,2,12,2021,13,21,53
516974,36.6341,29.5338,7.26,0.4,1.6,100,2,12,2021,12,53,32
516973,38.6786,39.5926,10.55,0.44,2.5,49,2,12,2021,11,28,59
516972,36.4521,35.7473,13.38,0.42,2.6,63,2,12,2021,11,11,18
516971,37.9143,29.285,7.0,0.56,1.4,41,2,12,2021,09,56,25
516970,36.3816,29.0995,26.33,0.8,1.8,100,2,12,2021,09,41,36
516969,37.6723,25.9743,7.03,0.29,2.1,70,2,12,2021,09,03,47
516968,37.918,29.242,17.08,0.36,1.6,41,2,12,2021,08,37,24
516967,37.8985,29.2721,7.1,0.47,1.5,41,2,12,2021,08,29,19
516966,37.7315,26.0931,3.89,0.58,2.5,70,2,12,2021,08,13,33
516964,37.933,29.279,7.01,0.47,2.3,41,2,12,2021,08,04,28
516965,39.4818,28.9785,7.0,0.54,1.5,89,2,12,2021,07,56,20
516963,40.0848,33.332,11.8,0.41,1.3,14,2,12,2021,07,35,35
516959,39.4206,27.7531,11.05,0.51,2.0,26,2,12,2021,07,26,48
516960,39.4641,25.9435,19.51,0.37,2.2,142,2,12,2021,07,23,50
516962,36.4828,41.2035,31.23,0.4,2.5,10,2,12,2021,07,16,54
516961,36.1598,27.7775,7.03,0.29,1.6,45,2,12,2021,07,15,17
516956,37.8451,26.9273,7.0,0.2,1.4,22,2,12,2021,05,52,03
516958,36.5055,27.0781,7.13,0.12,1.9,100,2,12,2021,05,50,02
516957,37.6905,26.0856,6.86,0.47,1.6,70,2,12,2021,05,46,10
516955,35.6308,26.9341,11.89,0.51,2.0,139,2,12,2021,05,39,50
516954,38.468,31.7835,7.0,0.29,1.3,87,2,12,2021,05,34,48
516950,37.9155,27.1468,6.99,0.74,1.7,70,2,12,2021,02,37,51
516951,37.9006,27.619,7.0,0.47,1.5,22,2,12,2021,02,36,12
516952,39.5496,27.8163,7.0,0.23,1.1,26,2,12,2021,02,31,56
516953,37.6583,26.0688,7.17,0.73,2.0,70,2,12,2021,02,31,52
516949,37.7066,26.129,7.18,0.47,2.0,70,2,12,2021,02,15,33
516947,38.9858,42.0391,7.01,0.43,1.9,101,2,12,2021,02,12,28
516948,37.7703,26.1561,6.89,0.44,2.0,70,2,12,2021,02,04,51
516946,38.8928,43.5591,12.37,0.23,3.2,135,2,12,2021,01,15,13
516944,38.8963,43.6491,8.86,0.36,3.6,135,2,12,2021,00,38,29
516945,36.9991,29.0831,7.0,0.31,1.2,100,2,12,2021,00,03,19
516942,38.2461,38.7991,6.88,0.37,1.5,94,1,12,2021,23,09,10
516941,40.1016,40.9661,6.5,0.33,1.4,51,1,12,2021,23,05,27
516940,40.0745,40.9685,7.96,0.29,1.7,51,1,12,2021,23,04,18
516939,40.098,40.9818,7.11,0.39,1.3,51,1,12,2021,23,03,19
516943,38.7231,27.9006,5.38,0.29,1.5,96,1,12,2021,21,26,01
516938,38.5651,43.1496,10.57,0.49,2.1,135,1,12,2021,18,12,30
516937,37.8836,29.4911,7.0,0.8,1.5,41,1,12,2021,17,11,26
516936,37.677,26.0321,6.93,0.71,1.7,70,1,12,2021,17,03,15
516935,37.891,29.4906,7.0,0.18,1.6,41,1,12,2021,16,26,37
516933,37.6723,26.0488,7.0,0.19,1.5,70,1,12,2021,15,55,43
516932,37.5683,26.0685,7.0,0.54,1.5,115,1,12,2021,15,50,55
516934,38.0211,32.3218,6.98,0.82,1.2,87,1,12,2021,15,46,53
516930,37.7596,25.9346,4.99,0.85,2.2,70,1,12,2021,15,36,23
516931,37.6956,26.1403,7.0,0.44,1.6,70,1,12,2021,15,35,10
516929,37.9163,30.6451,7.0,0.59,1.0,67,1,12,2021,15,27,53
516928,36.9873,29.0923,7.0,0.76,1.3,100,1,12,2021,15,17,26
516927,36.3111,28.5163,7.01,0.39,1.3,100,1,12,2021,15,14,31
516923,36.6256,28.6856,7.0,0.72,1.5,100,1,12,2021,15,12,28
516922,36.2635,28.4675,7.62,0.59,2.9,100,1,12,2021,15,11,42
516925,38.5603,43.1003,7.0,0.52,1.8,135,1,12,2021,15,07,58
516924,37.6301,26.1008,7.0,0.34,1.7,115,1,12,2021,15,05,00
516926,38.9428,42.0063,7.0,0.22,1.6,101,1,12,2021,15,03,14
516918,37.684,26.0878,7.01,0.44,3.3,70,1,12,2021,14,29,06
516917,39.2033,28.901,7.0,0.41,1.2,89,1,12,2021,14,24,39
516916,38.1805,28.9085,7.0,0.38,2.2,41,1,12,2021,14,22,04
516919,37.8186,26.0851,6.5,0.38,2.5,70,1,12,2021,14,20,24
516921,42.662,27.211,6.2,0.36,1.6,35,1,12,2021,14,16,51
516920,41.6425,27.6775,8.07,0.53,1.1,84,1,12,2021,14,15,12
516915,37.8326,26.063,6.98,0.51,2.2,70,1,12,2021,14,05,52
516914,40.8053,31.7228,11.53,0.36,1.2,33,1,12,2021,13,41,16
516913,37.7061,26.0268,8.65,0.43,2.9,70,1,12,2021,13,32,34
516912,38.7435,38.9518,7.0,0.45,1.2,49,1,12,2021,13,09,54
516911,38.7348,38.9418,7.0,0.22,1.1,49,1,12,2021,12,51,00
516910,37.6473,26.0751,6.99,0.53,1.7,70,1,12,2021,12,50,19
516908,37.643,25.9441,7.07,0.42,2.0,70,1,12,2021,12,42,15
516909,39.3578,33.4128,7.01,0.8,1.5,14,1,12,2021,12,42,09
516907,37.8578,26.0775,7.14,0.42,2.4,70,1,12,2021,12,36,31
516906,38.2301,38.8163,7.0,0.9,1.3,94,1,12,2021,11,40,28
516904,37.7796,26.8623,7.0,0.16,1.0,115,1,12,2021,11,29,17
516905,37.8768,26.3726,7.0,0.94,1.2,70,1,12,2021,11,20,48
516903,39.1441,40.0251,6.51,0.57,2.2,31,1,12,2021,11,13,57
516902,37.6981,26.1121,7.01,0.31,2.1,70,1,12,2021,11,10,48
516901,37.2778,37.005,7.01,0.73,1.7,71,1,12,2021,10,54,26
516900,37.6753,26.0321,7.01,0.3,2.1,70,1,12,2021,10,18,51
516898,37.6388,26.0493,7.29,0.24,1.9,70,1,12,2021,09,59,04
516897,37.6911,26.0751,6.89,0.49,1.7,70,1,12,2021,09,50,18
516899,38.107,32.731,10.7,0.6,1.0,87,1,12,2021,09,46,15
516896,41.1561,43.773,7.05,0.44,1.9,105,1,12,2021,09,39,14
516895,37.4273,26.9853,7.36,0.41,1.5,22,1,12,2021,09,17,40
516894,39.8301,41.3945,10.44,0.8,1.4,51,1,12,2021,09,11,58
516893,37.7108,26.0281,7.51,0.95,1.8,70,1,12,2021,08,47,07
516892,37.6928,26.037,7.11,0.1,2.2,70,1,12,2021,07,36,32
516891,37.717,26.059,6.89,0.3,1.9,70,1,12,2021,07,34,08
516890,38.7283,43.6726,7.1,0.92,2.3,135,1,12,2021,07,05,58
516889,37.71,25.9931,6.25,0.44,1.9,70,1,12,2021,06,27,23
516888,37.6706,26.0148,6.97,0.42,2.7,70,1,12,2021,06,00,13
516887,37.7351,25.988,7.03,0.35,2.0,70,1,12,2021,05,34,23
516886,37.6921,26.032,6.66,0.16,2.0,70,1,12,2021,05,20,51
516885,41.1273,28.832,7.0,0.66,1.7,68,1,12,2021,04,24,55
516884,36.9923,28.5266,7.01,0.29,1.4,100,1,12,2021,04,22,46
516883,39.0718,41.065,18.37,0.26,2.2,31,1,12,2021,03,51,10
516882,37.6608,26.0456,5.72,0.46,2.1,70,1,12,2021,03,23,08
516881,37.6733,26.0298,7.23,0.34,2.0,70,1,12,2021,02,52,44
516879,36.9036,27.7933,7.0,0.9,1.3,100,1,12,2021,02,00,59
516880,37.5008,30.4548,7.0,0.3,1.3,34,1,12,2021,01,59,49
516878,37.6628,26.0353,7.0,0.17,2.1,70,1,12,2021,01,57,53
516877,39.5416,27.8126,7.0,0.25,1.2,26,1,12,2021,01,24,59
516875,37.9086,27.1151,7.0,0.3,1.4,70,30,11,2021,23,38,07
516874,39.5361,27.8498,7.01,0.3,2.8,26,30,11,2021,23,34,38
516873,37.7191,26.0578,7.03,0.32,2.2,70,30,11,2021,22,53,28
516872,37.684,26.0658,6.71,0.37,2.1,70,30,11,2021,22,51,07
516871,37.6911,25.9765,8.81,0.35,2.2,70,30,11,2021,22,34,50
516870,37.6996,26.011,6.56,0.29,2.0,70,30,11,2021,22,07,21
516869,39.8018,41.8543,7.22,0.37,1.6,51,30,11,2021,20,16,44
516868,37.6896,26.0455,6.73,0.15,2.2,70,30,11,2021,18,55,11
516867,37.6838,25.9831,6.73,0.37,2.3,70,30,11,2021,18,51,55
516866,37.8958,27.1106,7.0,0.4,2.4,70,30,11,2021,18,46,40
516865,38.4235,40.6168,7.04,0.25,1.9,43,30,11,2021,17,30,15
516863,37.741,25.9593,7.03,0.39,2.2,70,30,11,2021,17,23,07
516864,37.657,26.0521,7.04,0.26,2.1,70,30,11,2021,17,01,50
516862,37.942,27.8785,7.13,0.16,1.6,22,30,11,2021,16,38,14
516861,37.673,25.9523,7.1,0.71,2.7,70,30,11,2021,15,52,41
516860,37.8913,27.0885,6.91,0.32,3.2,70,30,11,2021,15,24,31
516858,37.7025,25.9971,7.0,0.28,2.4,70,30,11,2021,14,14,06
516859,40.474,40.9738,7.82,0.53,1.5,51,30,11,2021,14,10,36
516857,37.6663,26.0195,6.99,0.57,2.2,70,30,11,2021,14,09,32
516856,37.597,26.0085,20.56,0.3,2.3,70,30,11,2021,13,47,49
516855,37.6873,25.9581,7.02,0.77,4.2,70,30,11,2021,13,32,23
516853,39.6923,28.403,3.65,0.14,2.2,26,30,11,2021,13,20,44
516852,37.6983,26.035,7.02,0.23,2.6,70,30,11,2021,13,12,07
516851,37.6828,25.9635,7.0,0.27,2.1,70,30,11,2021,13,10,44
516850,37.7191,25.9635,7.11,0.19,2.1,70,30,11,2021,13,01,41
516849,39.3506,44.1028,7.0,0.12,1.9,37,30,11,2021,12,07,53
516848,36.9456,27.7538,7.0,0.37,2.2,100,30,11,2021,11,07,27
516847,37.6743,26.0736,6.93,0.17,2.9,70,30,11,2021,10,43,06
516846,37.6728,26.0726,6.92,0.25,2.6,70,30,11,2021,10,37,55
516844,37.6693,25.968,6.99,0.4,2.5,70,30,11,2021,10,22,32
516845,38.5806,30.369,7.0,0.39,1.4,5,30,11,2021,10,22,31
516843,37.6906,25.9491,7.01,0.34,2.9,70,30,11,2021,10,09,06
516842,37.7083,26.1271,6.98,0.14,2.7,70,30,11,2021,09,56,44
516841,37.7418,26.1735,7.0,0.19,2.5,70,30,11,2021,09,54,43
516840,37.6896,26.0118,6.97,0.27,3.2,70,30,11,2021,09,21,40
516839,37.698,26.0275,7.0,0.12,2.5,70,30,11,2021,09,20,37
516838,37.3581,25.5818,8.45,0.28,2.6,139,30,11,2021,09,12,54
516837,37.7321,26.068,6.9,0.4,2.1,70,30,11,2021,08,58,48
516836,39.9198,38.951,7.0,0.17,1.6,50,30,11,2021,08,49,05
516835,37.719,26.1906,7.0,0.34,2.1,70,30,11,2021,08,24,00
516834,38.7763,26.8975,7.09,0.5,2.6,70,30,11,2021,08,22,41
516831,37.6748,26.0396,7.02,0.33,2.9,70,30,11,2021,08,13,29
516832,37.6875,26.0673,6.95,0.11,2.2,70,30,11,2021,08,00,40
516829,37.6618,26.0353,7.13,0.36,2.7,70,30,11,2021,07,57,09
516830,37.6706,26.0165,7.06,0.32,2.1,70,30,11,2021,07,45,42
516823,37.7311,26.1758,7.1,0.49,2.3,70,30,11,2021,07,23,48
516822,36.2061,27.767,6.23,0.58,3.3,100,30,11,2021,07,22,15
516820,37.69,25.9458,6.85,0.56,2.8,70,30,11,2021,07,11,22
516821,37.7336,26.112,7.16,0.51,4.3,70,30,11,2021,07,09,16
516819,37.7275,26.1403,3.97,0.43,5.1,70,30,11,2021,07,00,42
516824,37.4243,35.8953,7.04,0.5,3.0,2,30,11,2021,05,54,19
516833,36.9296,27.76,7.0,0.31,1.9,100,30,11,2021,05,33,18
516828,40.1455,31.786,7.2,0.39,1.5,14,30,11,2021,05,08,42
516827,36.9611,27.9988,7.01,0.5,1.8,100,30,11,2021,04,48,35
516826,41.085,43.7503,7.06,0.42,2.2,119,30,11,2021,04,31,46
516825,39.0116,43.5973,4.59,0.36,2.3,135,30,11,2021,04,29,51
516876,36.966,28.2558,7.0,0.19,1.4,100,30,11,2021,03,06,34
516818,36.963,28.253,7.0,0.39,1.6,100,30,11,2021,02,18,39
516817,39.7418,40.7521,7.01,0.34,2.0,51,30,11,2021,01,59,39
516816,37.8961,26.9405,7.0,0.44,1.7,70,29,11,2021,23,55,03
516815,38.1656,38.6808,7.85,0.27,3.5,94,29,11,2021,23,04,13
516814,37.9165,27.1856,7.0,0.54,1.4,22,29,11,2021,22,31,05
516813,36.8418,27.979,7.0,0.2,1.7,100,29,11,2021,22,06,38
516812,39.128,28.5436,7.19,0.32,2.3,96,29,11,2021,21,26,50
516811,39.8346,41.7671,6.91,0.55,2.1,51,29,11,2021,20,56,13
516810,41.1018,43.8008,7.06,0.43,2.4,119,29,11,2021,20,35,51
516809,35.8415,30.6141,27.74,0.23,2.3,15,29,11,2021,19,53,52
516808,36.8425,29.2368,6.93,0.33,2.7,100,29,11,2021,19,32,48
516806,38.7475,43.5805,7.06,0.66,2.1,135,29,11,2021,19,29,58
516807,38.7256,43.599,7.01,0.39,2.0,135,29,11,2021,19,25,29
516805,40.027,43.3131,7.0,0.59,1.3,66,29,11,2021,19,15,08
516803,40.9395,43.4581,6.69,0.34,1.5,75,29,11,2021,18,53,34
516804,37.0115,28.4445,6.93,0.62,1.8,100,29,11,2021,18,44,58
516802,38.1408,27.5878,7.0,0.37,1.6,70,29,11,2021,18,13,08
516801,37.8655,27.141,7.0,0.31,1.7,22,29,11,2021,17,04,18
516800,40.0078,33.1081,7.0,0.47,1.5,14,29,11,2021,15,15,52
516799,37.0491,28.3551,7.06,0.64,2.1,100,29,11,2021,13,20,08
516798,37.9,26.9026,7.0,0.24,1.7,70,29,11,2021,13,14,34
516797,39.8446,41.7965,7.0,0.51,1.5,51,29,11,2021,12,58,03
516796,37.0878,38.6605,7.08,0.63,2.0,117,29,11,2021,12,08,40
516795,39.4928,26.8288,7.0,0.44,1.9,26,29,11,2021,11,40,20
516794,39.8811,28.7805,7.76,0.78,2.0,36,29,11,2021,10,53,09
516793,38.5706,42.9736,7.09,0.45,1.6,135,29,11,2021,10,36,26
516792,40.5408,35.2756,7.0,0.14,1.3,144,29,11,2021,09,58,35
516791,39.7805,41.7673,6.97,0.6,2.7,51,29,11,2021,09,40,21
516790,40.1336,31.7328,7.08,0.95,1.6,14,29,11,2021,08,43,15
516789,35.09,26.168,15.0,0.9,2.9,90,29,11,2021,07,46,01
516788,40.7031,29.8585,11.46,0.4,1.8,86,29,11,2021,07,00,54
516787,41.1686,34.581,9.95,0.59,1.3,144,29,11,2021,06,42,54
516785,38.8416,39.3388,7.0,0.82,0.9,133,29,11,2021,06,37,48
516786,40.0801,40.7748,7.0,0.4,1.2,51,29,11,2021,06,29,06
516784,41.1983,43.8188,7.0,0.43,1.4,105,29,11,2021,06,08,31
516778,40.7701,27.9761,15.67,0.6,2.7,127,29,11,2021,05,55,41
516783,39.6418,38.2083,6.86,0.64,1.5,124,29,11,2021,05,47,02
516781,39.902,40.7623,7.0,0.37,0.9,51,29,11,2021,05,46,26
516779,37.9078,28.8046,7.04,0.48,2.1,41,29,11,2021,05,43,36
516782,39.6676,41.7335,7.0,0.9,1.0,51,29,11,2021,05,35,37
516780,37.8881,27.2075,7.05,0.7,1.6,22,29,11,2021,05,27,57
516776,38.2643,44.56,6.79,0.65,1.5,114,29,11,2021,04,53,56
516777,35.1213,27.3521,7.3,0.71,3.0,139,29,11,2021,04,36,47
516775,38.2946,30.2828,7.0,0.33,1.4,5,29,11,2021,03,57,26
516773,39.7183,37.6686,7.02,0.82,1.2,124,29,11,2021,03,43,41
516772,39.964,38.534,7.1,0.5,1.1,50,29,11,2021,03,35,04
516774,39.4685,33.9873,11.75,0.27,0.9,85,29,11,2021,03,31,42
516771,40.569,30.5776,7.03,0.54,1.3,113,29,11,2021,02,16,09
516765,37.4415,35.9316,34.2,0.42,3.1,2,29,11,2021,02,04,33
516770,40.0918,43.2368,7.0,0.22,1.4,75,29,11,2021,02,02,37
516769,38.4453,31.8173,7.0,0.64,1.3,87,29,11,2021,01,39,59
516768,36.4993,27.1821,8.24,0.53,1.8,100,29,11,2021,01,33,09
516767,37.6976,26.1166,15.86,0.46,2.4,70,29,11,2021,01,16,37
516766,38.9358,27.8778,10.03,0.47,2.1,96,29,11,2021,01,00,32
516764,38.9963,43.6296,10.15,0.38,1.5,135,29,11,2021,00,59,40
516761,40.1096,31.7716,6.85,0.69,0.9,14,29,11,2021,00,42,46
516760,36.5236,27.2363,11.14,0.27,1.7,100,29,11,2021,00,34,14
516763,38.616,43.1386,6.98,0.62,1.0,135,29,11,2021,00,27,45
516762,37.1276,42.7563,15.18,0.34,2.3,140,29,11,2021,00,20,44
516757,38.6311,43.1516,7.01,0.56,1.5,135,28,11,2021,23,20,33
516756,39.849,41.7411,7.0,0.62,1.1,51,28,11,2021,23,19,38
516759,39.1126,28.4466,7.01,0.52,1.6,26,28,11,2021,23,19,01
516758,36.9343,35.8311,7.02,0.76,1.0,2,28,11,2021,23,15,36
516755,37.1141,31.0711,94.19,0.66,1.6,15,28,11,2021,22,49,52
516754,37.7631,31.9226,7.0,0.59,1.2,87,28,11,2021,22,48,40
516752,38.574,43.1626,16.7,0.26,3.6,135,28,11,2021,22,13,28
516753,39.6985,39.5318,7.0,0.89,0.9,50,28,11,2021,21,57,44
516750,38.3255,38.8668,7.0,0.39,1.0,94,28,11,2021,20,20,55
516751,39.8223,41.7991,6.96,0.62,1.6,51,28,11,2021,20,20,08
516749,37.2275,28.4201,2.75,0.43,1.4,100,28,11,2021,19,41,13
516746,39.6175,38.1975,7.08,0.35,1.3,124,28,11,2021,19,20,35
516748,37.8593,29.5193,7.0,0.42,1.2,41,28,11,2021,19,18,16
516744,39.9718,41.795,33.88,0.61,1.1,51,28,11,2021,18,03,53
516745,38.127,34.6783,6.39,0.53,1.0,104,28,11,2021,17,45,42
516743,40.7546,31.5055,7.03,0.28,2.3,33,28,11,2021,17,33,29
516742,38.2595,38.8221,7.1,0.18,1.5,94,28,11,2021,16,44,29
516741,38.2926,42.3118,6.99,0.28,2.3,32,28,11,2021,15,29,17
516740,39.5856,28.8836,7.0,0.91,1.5,26,28,11,2021,15,13,52
516738,39.5146,40.9375,6.82,0.2,2.6,51,28,11,2021,14,29,16
516737,37.8783,26.933,5.96,0.16,2.2,70,28,11,2021,13,49,25
516736,38.017,27.0706,7.0,0.37,1.0,70,28,11,2021,13,28,34
516734,37.8916,26.9155,7.0,0.18,1.4,70,28,11,2021,12,50,58
516735,35.7911,27.9796,7.0,0.34,2.3,100,28,11,2021,12,37,42
516733,37.9971,27.1593,7.0,0.47,1.5,70,28,11,2021,12,30,47
516732,38.5723,43.1386,6.91,0.49,2.3,135,28,11,2021,11,53,52
516729,38.2711,42.4186,6.96,0.69,2.5,32,28,11,2021,09,04,34
516731,42.486,43.393,19.0,0.39,2.7,106,28,11,2021,08,54,22
516728,38.2598,38.792,6.98,0.36,1.3,94,28,11,2021,08,01,03
516727,37.8415,26.901,7.0,0.17,1.8,22,28,11,2021,07,18,54
516726,39.8463,41.9208,6.98,0.38,1.2,51,28,11,2021,04,22,31
516725,38.8041,40.902,7.64,0.28,1.2,31,28,11,2021,04,21,15
516723,37.784,25.904,14.6,0.9,2.5,70,27,11,2021,23,55,36
516722,37.8291,27.6075,7.0,0.59,1.7,22,27,11,2021,23,48,37
516721,38.1365,38.6056,6.97,0.24,1.8,94,27,11,2021,23,13,26
516720,38.5986,43.1693,6.98,0.52,2.5,135,27,11,2021,22,31,13
516719,38.5828,43.1515,15.75,0.32,3.7,135,27,11,2021,22,20,09
516718,35.6943,29.3243,52.55,0.55,2.3,15,27,11,2021,20,07,55
516717,36.535,27.335,87.6,0.8,2.4,100,27,11,2021,19,16,56
516716,36.8566,35.8458,7.01,0.68,2.2,2,27,11,2021,18,40,03
516715,39.8078,41.8338,6.92,0.7,2.3,51,27,11,2021,17,37,34
516713,40.1825,40.5426,7.0,0.72,2.1,29,27,11,2021,17,20,32
516714,40.342,30.1663,7.0,0.84,1.3,30,27,11,2021,17,15,45
516712,37.8923,27.1058,7.0,0.2,1.2,70,27,11,2021,16,35,23
516711,39.6531,28.5296,11.92,0.35,2.1,26,27,11,2021,15,48,21
516710,39.656,28.534,11.21,0.18,2.0,26,27,11,2021,15,42,38
516709,41.1373,40.9813,7.08,0.4,2.4,111,27,11,2021,14,49,49
516708,40.4565,42.6681,7.04,0.32,2.0,75,27,11,2021,13,55,03
516707,39.624,29.4725,7.0,0.1,0.7,89,27,11,2021,13,25,51
516705,36.9965,30.308,12.41,0.68,2.4,15,27,11,2021,13,20,54
516706,38.9405,27.6741,8.91,0.61,1.2,96,27,11,2021,13,18,32
516704,36.5681,27.06,7.25,0.2,1.7,100,27,11,2021,12,22,39
516703,38.2273,38.856,6.88,0.69,1.7,94,27,11,2021,12,08,34
516702,39.3031,34.2168,7.0,0.33,1.5,85,27,11,2021,11,43,42
516701,40.1921,27.2595,7.0,0.93,1.8,142,27,11,2021,11,30,39
516700,39.7541,41.2881,3.26,0.17,2.0,51,27,11,2021,11,25,35
516699,38.5773,30.3595,6.99,0.38,2.2,5,27,11,2021,11,19,20
516698,38.262,38.8023,7.01,0.17,2.0,94,27,11,2021,11,15,38
516696,37.0841,35.89,7.0,0.35,1.4,2,27,11,2021,10,32,31
516697,37.61,29.1978,6.41,0.4,1.4,41,27,11,2021,10,31,19
516695,39.8838,28.823,8.56,0.35,1.7,36,27,11,2021,10,12,42
516694,39.0975,37.3503,7.0,0.49,2.2,124,27,11,2021,08,57,25
516693,37.75,25.927,6.9,0.27,2.1,70,27,11,2021,08,48,13
516692,34.3606,26.2773,6.15,0.81,4.4,7,27,11,2021,08,14,10
516688,38.9881,43.6225,9.13,0.47,3.9,135,27,11,2021,06,59,29
516689,39.6833,28.4175,6.7,0.6,1.2,26,27,11,2021,06,49,25
516690,39.4906,39.948,6.88,0.58,1.2,133,27,11,2021,06,48,25
516691,37.1718,35.9081,6.85,0.72,1.5,2,27,11,2021,06,07,46
516686,37.9173,27.08,7.0,0.2,2.3,70,27,11,2021,03,44,47
516687,36.1541,28.7945,7.05,0.23,2.1,100,27,11,2021,03,42,46
516685,39.6611,28.423,12.01,0.31,1.8,26,27,11,2021,03,33,13
516684,37.164,28.645,7.0,0.38,1.5,100,27,11,2021,03,29,52
516681,38.9591,24.355,8.45,0.72,3.4,139,27,11,2021,01,46,15
516680,40.1175,41.0601,7.0,0.38,1.1,51,27,11,2021,00,48,38
516682,41.1705,43.8853,5.97,0.32,1.7,105,27,11,2021,00,18,57
516683,41.1581,43.8303,7.04,0.22,1.7,119,27,11,2021,00,08,38
516679,40.6181,36.7553,10.04,0.3,1.9,130,26,11,2021,23,11,47
516678,40.7053,32.7996,7.0,0.23,1.1,143,26,11,2021,19,40,27
516677,37.0596,35.5416,6.95,0.69,1.7,2,26,11,2021,19,11,13
516674,39.3836,40.6621,4.27,0.36,2.2,31,26,11,2021,17,10,24
516675,38.854,43.799,5.64,0.45,1.3,135,26,11,2021,17,01,59
516676,38.9631,33.6475,6.82,0.42,0.0,14,26,11,2021,17,01,47
