@relation afad_deprem_listesi_-_Kopya_-_TR_2

@attribute Enlem numeric
@attribute Boylam numeric
@attribute Derinlik numeric
@attribute Büyüklük numeric

@data
39.0838,27.5338,6.98,1.4
40.0358,27.8593,15.07,1.9
40.9435,42.6215,7,2.1
36.8353,27.7701,7,1.4
39.8871,39.6441,7,1.6
40.17,31.705,7,1.2
37.4648,35.3206,6.98,1.2
39.8846,39.6521,6.96,1
40.108,31.739,7,1.5
39.1506,41.5248,46.52,1.2
39.5656,28.7778,6.95,1.6
39.729,27.5815,2.34,1.2
38.6616,43.1953,6.98,2.6
36.3963,29.9683,7,1.2
39.0823,29.4891,7.07,1.3
40.8625,39.7356,13,1.7
37.6521,36.286,7.44,1.3
40.061,40.0176,7,1
40.874,31.6901,7,0.9
37.2313,28.6735,6.99,2.1
39.2741,29.1983,7,1.4
40.7061,33.9421,14.62,1.5
37.3366,36.2711,6.94,2.8
38.4945,39.2326,6.95,1.9
37.8225,29.3866,7,1.8
39.5146,27.1073,13.69,1.9
37.3436,36.4126,6.78,2
39.1475,37.827,7.05,2.6
37.5675,29.2081,7,1.8
41.254,41.629,25.9,1.4
39.339,33.368,19.6,1.4
37.798,26.991,13.8,1.5
38.491,30.6963,6.99,2
38.3428,38.8006,6.99,2.3
37.801,29.6311,7,1
37.8766,27.1496,7,1.7
37.215,28.6841,7.06,1.1
38.3813,27.685,7,1.2
37.8408,29.6945,7.02,2
37.8025,29.6411,6.82,1.2
40.113,28.6118,7,1.2
37.8036,29.6401,7,1.6
37.8135,29.6593,7,1.7
37.8106,29.6361,7,3.1
37.3491,27.9806,7,1.2
38.2638,28.1985,7,1
38.6721,43.162,7.02,4.1
38.6791,43.1348,7,3.8
38.2583,38.892,6.98,1.5
38.2563,38.8118,7,1.9
38.265,38.829,7.9,2.1
36.956,27.6611,6.99,1.8
39.6985,28.3831,3.07,1.8
37.816,29.6295,7,1.1
37.9638,27.161,7,1.3
37.8138,29.6356,7.16,1.3
37.844,27.5898,6.96,1.4
37.807,29.625,7.04,2.3
37.2838,32.3466,6.84,1.9
37.1548,36.2563,7,1.8
39.776,41.8706,7,1.8
39.9308,39.682,7.04,1.9
40.4233,26.2521,7.15,2.2
38.4765,31.8385,7.07,1.9
37.2006,37.1765,7,1.8
36.6555,36.1003,7.02,1.4
37.2608,36.9648,7,1.4
37.0593,39.3413,7.4,1.5
36.9841,27.6013,6.89,1.5
41.88,33.6756,7,1.4
39.332,33.4048,7,1.3
37.5805,29.2075,7,1.1
39.2425,27.7698,13.04,1.3
38.7435,43.1051,6.94,2.3
37.5025,35.9643,7,1.5
36.5885,29.4448,32.06,1
38.6868,30.766,7,1.2
40.9331,26.5735,7.32,1.6
38.6725,31.635,7,1.1
38.6608,31.6386,7,1.2
39.6445,38.2613,7,1
40.2051,31.7683,7,1.2
37.8391,29.5818,7,1.5
38.3846,33.9281,6.95,1
38.0738,27.3078,7,1.7
40.1751,31.7763,7.11,2
37.1976,35.9713,6.93,2
38.6945,43.3121,7.23,1.3
39.7725,41.0831,7,1.9
36.2665,35.8341,7.49,1.7
39.4521,27.906,10.76,1.6
36.6371,36.1256,7.05,2.4
38.6415,43.242,6.83,2.2
38.4798,37.0746,7,2
37.0115,29.0923,7,1.6
37.5461,38.6268,7,1.8
37.0061,34.3746,7.13,2
36.327,29.2433,3.78,1.5
40.4235,42.446,7,1.9
40.0961,40.9451,7.01,1.6
37.8008,27.1741,4.99,1.6
40.8326,31.5481,13.14,1.8
38.01,27.1648,7,1
39.9805,28.1915,7.03,1.6
39.807,41.422,15.44,1.7
37.066,28.3831,7,1.1
40.1343,41.1101,7,1
39.4618,33.0725,10.9,1.3
39.126,36.0131,7.01,1.3
36.6966,27.4018,6.15,1.1
40.4868,34.3445,6.97,1
39.2985,27.8908,10.75,3
37.0678,27.7078,7.03,1.2
38.7135,34.219,7.01,1.3
39.6905,38.728,7,0.9
37.0838,28.5601,7.12,1.5
38.1661,29.7178,7,1.2
39.2855,27.6875,11.32,1.2
37.7838,29.6618,7,1
38.9408,42.0356,6.93,1.2
40.5461,35.7743,7.46,1.2
39.2805,27.6991,12.64,2.1
37.8066,29.6433,7.24,1.1
38.2068,27.274,7.23,1.1
36.9686,36.7453,7.84,3.5
40.9326,42.655,7,1.7
40.5666,34.135,6.81,1.1
38.9218,29.9958,6.99,1.5
38.3406,38.3656,18.39,1.2
37.8201,27.4471,1.81,1
37.8448,27.4538,3.12,1
37.2066,36.573,7.5,1.1
39.3071,27.9081,7.07,1.4
40.8116,31.4573,7,1.1
39.8318,29.3043,6.99,3
36.9778,28.7455,7,1.3
37.8383,30.2475,7,1.3
39.2846,27.7143,6.99,1.3
40.9345,42.649,7,2.2
40.1566,31.9165,4.66,1.3
37.7316,29.118,7,1.4
39.3446,37.9053,6.96,2.8
40.9378,42.6443,7.17,3.2
39.3553,37.8978,6.91,3.2
38.4216,39.2265,9.8,1.1
38.8696,31.0838,7,1
40.4466,33.2601,7.2,1
37.0915,28.6356,7,1.5
39.7376,30.1868,7,1.2
37.8215,27.0403,7.01,1.8
40.0611,30.4196,7,2
39.9598,28.7601,6.66,1.7
39.6348,30.045,7,1.2
37.9163,27.1721,7,1.3
37.3086,37.0956,6.98,1.7
38.2958,31.0665,7,1.3
37.3173,35.3548,7,1.7
38.922,41.018,5,2.2
40.2251,31.7056,7,1.5
38.2631,38.7873,7,2
38.9016,41.0336,7,1.1
37.928,26.94,7,1.5
39.3953,40.8093,7,1.5
39.2461,40.1546,7.07,1.2
37.0858,32.0553,6.98,1.5
40.0838,34.4361,7,1.5
38.6526,30.8908,11.65,1.6
38.6981,34.194,7,1.9
39.9028,40.6403,7.03,1.2
38.7508,43.487,7.01,1.7
38.844,31.5233,7,0.8
40.2921,38.4303,7,1.1
36.6623,31.4426,6.94,1.3
41.3896,34.4018,7,1.2
39.0311,32.7963,6.94,1.4
39.986,28.6805,9.15,1.4
39.8621,28.8906,7.51,1.7
37.8645,26.9476,7,1.8
39.7078,30.9473,7,1.2
39.9055,28.7978,7.75,1.9
39.637,29.4455,7.09,1.5
39.0363,43.8545,7,1.5
38.9373,42.0425,7,1.8
39.5795,26.3983,7,2
37.8843,29.3028,7,1.1
38.1186,42.8855,7.03,1.7
38.4016,29.9633,7.02,1.8
38.5793,31.6461,7.02,1.6
37.9303,32.4363,6.92,1.1
37.8108,26.9713,7,1.4
39.102,33.4595,7,1.1
38.175,31.0368,7,1.1
39.9213,41.5021,7,1.2
38.495,39.2636,7.01,0.9
37.5656,32.0438,7,1
37.5293,38.6115,3.59,2.4
38.4665,39.5713,7,1.2
40.9545,33.5788,13.97,1.8
40.2708,31.924,7.04,1
38.4548,40.1686,6.95,1.1
39.0441,27.854,7,1.6
38.8716,28.1741,7.01,1.2
39.01,30.1416,7.02,1.2
38.0888,43.0548,10.5,1.4
37.2706,31.1683,10.3,1.9
38.9765,31.112,6.77,1.2
36.991,31.047,94.2,1.5
37.9508,27.0581,7,1.3
38.4675,31.7996,7,1
37.446,30.394,7.01,1.9
39.9175,40.8255,7,1.2
37.6595,38.5961,7,1
39.982,27.3161,8.09,1.3
38.6156,43.1306,16.15,2.8
37.9791,35.599,7,1.2
36.9543,28.0543,7.01,1.3
39.0506,27.8493,6.99,1.8
37.4543,30.3993,7.02,1.5
38.5058,39.5725,5.06,2.7
37.4481,30.3953,7.03,1.8
38.7946,27.5623,7.01,1.6
37.1998,31.0378,12.33,1.2
38.1505,38.4851,7.02,1.4
40.2838,29.4248,7.5,1.3
37.4253,36.8658,12.11,1.7
38.5675,43.809,7.1,1.8
38.0575,29.0513,7.03,1.2
37.724,30.081,2.5,1.4
39.9878,39.5671,6.66,1.5
39.9388,28.7635,7,1.5
38.8936,35.1971,7.27,1.1
39.2255,41.3565,7,2.4
39.0596,28.7133,7,1.1
38.4566,29.279,7,1.2
41.23,41.5993,7,1.2
39.3576,27.6253,5.14,1.1
37.0416,28.134,7,1.6
37.8606,29.676,7,1.2
38.3725,38.677,7,1.3
39.866,28.7035,7,1.6
37.0393,28.1373,7,1.6
40.4448,29.32,7.24,1.1
39.6541,30.073,7,1.2
39.9871,28.1855,7,1
36.9605,27.7166,6.96,1.5
38.3931,29.9446,6.99,2.2
37.1066,36.8331,5.1,1.7
39.0345,30.1343,7.01,1.6
38.6428,43.159,7,2.2
38.8585,41.9486,6.99,1.6
39.775,39.0725,7.09,1.9
38.2851,38.765,8.9,3.2
40.8005,31.0756,7,1.3
39.9816,28.184,7,1.3
37.9848,27.6615,5.24,1.8
40.8378,39.8865,7,1.3
37.0061,30.3016,7.21,2.3
39.4445,39.7345,7,1.3
36.9738,27.7575,7,1.3
39.0621,26.891,10.74,2.5
40.0996,30.0651,7,2.8
40.6553,29.1656,10.37,2.4
36.9465,27.6886,7.01,1.9
38.288,38.832,9.4,2.3
39.8855,28.849,7.05,1.8
39.4641,28.1563,7,1.1
37.3796,38.581,7,1.8
37.883,26.955,20.3,1.4
36.9428,27.7055,7,1.5
38.3293,38.7506,7,1.9
37.8961,27.6413,7,1.7
37.9036,27.6598,7,3.3
40.6538,30.4035,7,1.1
40.8571,31.5755,7,1.2
38.3693,27.7338,7,1.5
38.8355,27.614,7,2.8
40.7643,32.9605,7,1.6
36.9431,28.752,7,1
38.6771,43.1346,7,2.2
36.9398,27.7138,7,1.7
37.8018,29.826,7,1.2
38.7595,27.813,7.02,1.6
38.007,35.1645,5.27,1.6
37.4843,30.4628,7,1.4
39.1386,27.244,7,1.4
40.5708,29.184,12.81,1.5
41.702,32.5448,7,1.7
37.8598,26.9843,7,2
39.0803,40.4856,18.05,2.6
38.7705,31.3043,7.52,2.1
38.757,38.1565,7,2.5
39.0781,27.557,6.94,1.7
38.9296,42.5288,7.22,1.7
36.9365,27.6908,7,1.5
41.3065,33.3583,4.35,0.8
38.86,43.47,3.1,2.8
38.6481,43.1635,7.03,2.1
37.8498,26.9556,7,1.5
36.4151,29.3266,34.16,1.8
37.455,30.3943,7.05,1.5
39.0821,31.0636,10.66,1.9
37.4206,30.3868,5.25,2.4
38.6606,39.8381,17.88,3.1
36.642,36.3008,7,1.8
37.883,26.9645,7,1.7
37.128,38.6858,6.97,1.5
36.885,34.7248,5.75,1.6
38.0085,29.1386,11.07,1.4
38.8098,27.0913,7,1.4
40.073,39.7198,7,1.4
38.7135,43.1853,7,1.3
37.565,29.195,5,1.1
38.652,43.1345,6.97,2
40.1941,35.639,11.54,1.5
38.7205,27.6873,7,1.7
38.9808,42.0811,6.97,2.7
37.8948,26.929,7,1.6
40.8195,31.5378,7,1.2
37.0323,29.055,7,1.8
37.4223,27.6581,7,1.5
37.4158,27.6495,7,1.3
40.409,35.0045,9.27,2
37.4228,27.6556,7,1.6
37.4633,27.66,7,1.3
37.1595,29.422,12.02,1.1
37.9111,27.1176,7,1
37.4495,27.6668,7,1.8
37.4488,27.6648,7,3
38.7945,27.7523,6.84,1.7
37.0265,27.7613,7,1.1
38.9616,30.1031,7.15,1.5
38.1113,29.238,7,1.2
38.7606,27.7456,6.98,1.6
38.759,27.7431,6.87,2.5
38.813,27.737,6.78,1.4
38.6423,43.17,7,1.2
38.25,42.8865,7,1.7
38.6593,43.186,7,1.8
38.64,43.1275,7.01,2.9
38.6378,43.153,7,2.6
38.6505,43.1916,7,1.7
39.9328,35.4771,7,1.2
38.634,43.1113,7,1.9
38.6321,43.1626,6.99,3.5
38.6241,43.1535,7.01,3.4
37.4585,27.6341,7,1.4
37.8353,27.0378,6.98,2.9
37.4561,27.6598,7,1.3
38.6431,43.1238,6.96,3
36.8701,28.9561,10.14,2.1
38.9623,42.0288,6.8,2.9
37.4466,30.4131,7.02,2.1
37.8463,27.0451,7,2.7
37.3501,28.104,7,1.8
37.4563,27.6701,7,1.3
37.591,29.9545,7,2.3
37.099,28.208,7,1.4
37.459,27.671,7,2.1
37.1036,28.5961,7,1.1
39.5305,26.3798,7.02,1.6
36.9175,28.1136,7.02,1.8
37.435,30.3928,0.17,2.2
37.2173,29.0656,7,1
39.4601,36.7105,15.36,2
38.644,43.172,6.94,2.1
38.6615,43.16,7,2.1
38.6403,43.164,6.94,1.9
38.659,43.1608,6.98,2.2
38.6391,43.16,7.01,2.6
38.6486,43.1198,7.03,3.4
37.5475,30.0286,7.01,1.6
37.4021,36.2913,11.78,3.3
36.9305,34.4246,7,2
37.5023,30.4203,7,0.9
38.3811,39.0698,7,1.5
38.9873,43.1691,6.84,1.7
40.2706,43.0271,7.05,1.4
37.4613,27.6571,7,2.9
37.4703,35.835,6.9,1.8
38.3415,26.7263,7.62,2.2
38.3368,26.7336,7,1.4
38.3473,26.7231,6.08,1.7
37.4346,35.865,36,3.3
39.4633,31.4866,3.64,1.7
38.3546,43.1603,6.96,1.5
38.3181,38.738,7,2.2
38.9105,37.9896,11.7,1.4
39.794,30.1585,7,1.1
37.3818,36.7623,7,1.1
38.3833,38.7391,7,1.9
38.9933,35.0116,6.9,1.3
37.9706,26.9403,7.63,1.3
37.1996,37.4756,6.98,1.6
37.235,36.9855,7,1.4
37.0555,27.6655,7.06,1.9
37.9878,29.468,7,1.3
39.4506,33.5058,7.01,1.7
37.7675,27.337,7.05,1.3
39.7298,30.7086,6.26,1.6
36.9746,30.3465,17.08,1.2
39.9576,33.5143,7,1
38.8943,34.861,6.89,1.2
40.6468,36.8336,6.64,1.8
39.5078,35.2545,7,0.7
39.8498,39.0265,6.99,1.8
37.8216,26.9656,6.89,1.3
37.8488,26.9918,6.99,1.7
37.1601,37.1786,6.94,2
38.6175,31.0616,7,1
38.624,31.0691,7,1
38.3946,38.7391,7,1.7
37.9685,27.6231,4.6,1.3
37.9128,27.6223,7,1.1
37.9511,27.6185,7,1.2
37.8276,26.9893,7,1.6
37.6933,29.222,7,1.2
37.5173,38.693,7.02,1.8
39.829,39.0393,7,1.8
39.8303,39.057,14.31,2.5
38.0525,35.1655,9.46,2.3
37.8815,27.7008,7.47,1.4
37.9251,27.5896,7,1.2
40.4955,30.4663,7,1
36.682,27.5318,6.68,1.5
36.8953,27.6746,7,1.5
38.9081,42.0315,7,1.5
37.259,31.215,96.2,1.6
38.2546,38.8531,6.99,1.6
36.5446,28.9296,6.98,1.5
40.3881,34.8205,6.99,1.4
37.8805,27.723,7,1.2
38.6526,43.226,7.06,1.9
36.9995,27.8785,7.01,1
38.9513,42.0081,7,2.3
37.8808,27.1345,7,1.6
38.9693,42.0056,6.98,2.5
37.9918,28.4176,7,1.5
40.0066,42.9826,7,1.5
39.7906,41.3803,7,2.3
38.478,26.6905,7,1.4
39.5776,33.5561,8.3,0.8
40.6795,42.9793,6.94,1.2
40.3371,27.0033,7.12,1.7
39.8416,28.9066,7,1.7
37.822,27.0143,7,2.2
38.358,38.7476,7,1.5
38.0635,42.822,6.97,2.1
37.0921,28.5123,7,1.8
37.4746,30.4366,7.01,2
37.9251,28.8143,7,1.5
40.0913,35.5551,8.69,1.4
37.12,27.259,7,1.4
36.8253,31.783,7.16,1.3
37.5586,44.5371,7.01,1.7
38.4803,43.9626,7.05,1.5
39.1375,28.9886,10.88,1.7
37.8136,26.9913,7,1.6
38.3755,39.1301,7.05,1.8
38.0371,27.099,7,1.3
37.811,29.5888,6.23,1.4
39.1301,29.005,11.07,1.1
38.6753,30.7788,7,1.5
38.0641,27.4858,7,1.6
39.208,29.171,7,1.3
38.564,39.5428,7,1.6
37.7795,27.103,7,1.4
39.5346,26.2136,6.82,2.1
37.6926,30.1603,7,2.4
39.3225,33.3541,7,1.1
39.0148,27.8591,7.04,2.1
40.1585,38.2546,11.37,2.3
37.9805,35.165,7,1.7
40.3513,40.1731,2.21,1.4
39.1976,29.1576,7,1.2
39.9898,33.1818,7,1.3
38.987,30.209,4.5,2.2
37.81,28.792,12.9,1.9
38.4193,27.1796,14.35,1.8
39.2005,29.1666,10.09,2.9
39.0795,27.5316,6.99,1.6
37.5351,30.5406,7,1.6
40.1043,28.586,7,1.5
37.4513,30.3925,6.99,1.5
38.3445,38.188,7.05,1.4
37.443,30.3955,7.13,1.2
37.4923,30.6133,7,1.1
37.455,30.4023,7.15,1.2
37.449,30.4103,7.03,1.6
40.5365,34.3731,7.03,1.1
38.2565,38.6321,7.04,1.4
39.0155,27.857,10.27,2.9
37.8593,29.3273,10.1,2.4
36.9423,37.242,7,1.4
38.4356,31.8038,7,1.2
36.6486,36.5425,4.87,1.6
37.8326,27.3076,7.21,1.1
37.8538,27.0255,7,1.6
39.1405,29.04,11.02,1.2
38.902,38.2365,7,1.1
38.432,38.838,7.04,1.4
36.4865,29.0273,7.03,1.7
39.1618,36.048,7.02,1.1
39.1258,36.0306,6.9,1.2
38.3901,33.1875,7.06,1.1
39.257,40.8005,7,1.2
37.9948,38.173,7.01,1.5
36.7028,27.5728,8.42,1.2
36.7081,27.4246,9.73,1.5
39.4766,32.7125,6.9,1.5
38.4531,33.8816,7.01,1.4
37.0283,28.3303,7,1.2
37.0573,36.6438,7.05,1.4
40.4981,37.0621,7.19,1.6
38.9395,28.9751,7,1
37.903,29.1628,1.4,1.3
39.756,30.1798,7,1.1
37.8663,27.2705,7.62,2
41.3486,41.6596,6.57,1.2
37.8826,27.2925,7.61,1.1
40.0973,39.9288,7,1.3
38.328,38.7318,7,1.6
37.8885,26.9815,7,1.3
39.1101,28.1696,7,1.4
38.1815,31.078,17.77,1.4
39.872,28.8498,7.12,1.7
37.444,30.4066,6.99,3
40.7935,32.9135,7,1.2
38.9838,29.836,7.02,1.2
36.7891,27.6025,7,1.2
36.8548,28.0016,7,1.3
37.9018,27.1741,7.02,1.7
39.3103,29.0183,7.02,1.3
36.6958,27.5128,9.7,1.5
37.4478,30.3816,7,2
37.7871,32.1996,18.47,1.4
37.8325,32.193,6.9,1.4
40.4418,42.3311,6.94,1.3
38.9743,30.204,6.98,2
38.4711,39.3133,7,2.2
38.0698,26.8616,8.27,1.1
36.6838,27.4003,9.88,1.4
39.1186,32.3251,6.94,2.1
41.1093,34.9113,7.62,1.5
37.1546,28.3716,13.54,2.3
37.1485,28.3728,7.47,1.8
38.5278,26.9086,7,1.7
37.8405,27.3365,14.73,1.2
39.653,42.248,9.9,2.8
38.3296,38.7423,7,1.2
38.3111,38.7351,7,1.5
39.4426,38.2313,7.12,1.9
38.8126,27.0451,7,3
39.4995,28.8186,7.01,1.3
39.3353,33.3536,7,1
39.8618,28.8466,7.05,1.6
39.9938,28.6223,7,1.6
40.3171,28.8121,7.06,1.7
37.4803,30.4633,7,1.4
38.963,42.0226,6.99,1.8
37.3766,38.59,7,1.5
37.367,36.1103,7,3.3
37.8526,27.1431,7,1.2
37.4716,27.6646,7,1.9
37.6766,29.3243,7,1.2
37.616,38.468,7,1.2
38.9308,41.9893,7,1.7
40.6923,32.3673,7,1.5
38.6286,39.4653,6.86,1.9
41.574,32.4995,6.95,2
40.0765,28.5171,8.18,1.9
39.8765,28.8401,7.21,1.7
37.1495,37.2023,7,1.8
37.8608,26.9895,7,1.6
39.0281,27.8631,7.02,1.6
37.2168,36.9701,7,1.7
37.4631,30.421,7.08,2.7
37.5048,30.4801,7,1.8
37.4488,27.6595,7,1.6
38.0898,27.1035,7,1.7
37.4205,30.3865,7.1,1.8
38.9308,42.0241,7.13,2.6
40.4331,29.0523,7,1.3
37.509,30.5031,7,1.2
39.0708,29.5448,11.96,1.6
36.9996,30.3281,6.42,1.9
39.013,29.4996,8.67,1.7
37.445,30.3996,7,1.7
39.4021,28.4711,7,1.3
37.4676,30.4108,6.66,2.5
37.4546,30.4105,6.73,3.1
37.4513,30.3841,7.02,3
37.4386,30.3778,7,1.5
37.6756,29.3671,7,1.4
37.4566,30.398,7.04,1.5
39.731,27.7201,16.93,1.5
37.4463,30.3791,7,3.1
37.4363,30.404,7.07,1.7
39.0195,29.479,8.51,1.8
37.9171,26.9438,7,1.3
37.9305,26.9503,7.67,1.6
37.9088,26.9261,7,1.5
37.9221,26.9241,5.95,1.7
40.1313,31.7801,7.14,1.7
37.4353,30.3866,7.02,2.3
39.093,29.0295,9.35,1.1
37.4468,30.3833,7,1.2
37.4438,30.389,7,1.2
39.0478,40.239,7.06,1.7
40.3656,26.8285,16.57,1.8
37.4368,30.3941,7.03,1.7
37.4383,30.3981,6.99,1.6
40.8391,33.7576,7.02,1.5
36.928,27.7208,7.02,1.4
37.4415,30.375,7,1.1
37.4675,30.4393,7,1.2
37.4823,30.4145,7.25,1.5
37.2436,39.0351,7.81,2.8
37.4623,30.3281,7,1.2
37.9218,26.9371,7.09,2.2
37.4453,30.3725,7,1.5
37.4525,30.3925,7.06,1.6
37.4191,30.3855,7.02,2.5
37.4338,30.3725,7,1.1
37.4416,30.3763,7.01,1.7
37.4143,30.3421,7,1.3
37.432,30.3698,11.74,4.2
37.8821,29.4401,7.03,2.5
37.8185,29.2301,7,1.3
37.8425,29.2643,7,1.7
37.4568,27.6331,7,1.4
37.4056,27.5663,6.98,1.7
37.472,27.6623,7,1.8
37.4525,27.6466,6.98,1.4
36.9105,29.4246,7,1.8
38.762,43.5028,6.95,2.1
37.465,27.66,6.95,2.1
39.2661,27.8503,6.95,1.6
38.4638,39.0748,17.8,2
37.3785,31.6473,5.02,1.7
38.9295,27.591,7,1.6
37.5518,29.8006,7.01,2.4
37.4715,27.633,7,1.5
36.6868,27.4761,6.94,1.6
36.9415,28.9073,7,1.4
38.2616,42.8641,7,1.8
38.5841,40.9705,7.02,2.7
37.9731,27.2596,7.02,2.2
40.1921,41.0573,7.13,2.3
38.4963,39.1495,7.54,1.1
40.708,30.6445,6.99,1.7
38.6425,27.5358,7,2
38.751,30.8585,1.48,1.3
37.3455,30.2213,98.83,2.1
37.8033,28.8175,7,2.1
38.5568,39.2478,7,1.9
38.1016,36.6228,6.75,2.2
36.378,29.1565,25.39,3.5
38.1571,38.0945,7,1.6
39.9991,28.2086,6.98,1.5
37.1788,39.2196,10.22,1.7
40.7698,40.4848,2.35,1.3
37.2995,28.0221,7,1.3
39.7681,27.6236,9.87,3
37.8881,27.1425,7,1.4
37.895,27.149,7,1.8
37.84,27.0083,7,1.6
38.8278,40.3098,6.98,2.1
39.1795,41.7038,7.06,2.1
39.21,41.6601,25.17,2.3
38.8566,37.8336,15.83,2
38.2798,38.9476,7,1.8
39.9888,27.3926,7,1.4
38.158,27.4166,8.34,1.8
37.9165,26.9665,7,1.9
37.874,27.174,7,2
39.1166,36.0301,7.01,1.8
37.6798,29.3628,7,1.4
39.1346,36.0165,7.11,1.5
40.1933,31.8693,6.62,2.1
39.963,40.5868,13.17,1.9
38.1795,27.433,12,1.6
38.3703,38.753,7,1.4
37.9986,38.1638,7,1.3
36.6633,29.2531,6.97,2.1
38.9586,42.0291,7.01,3.3
37.4653,27.6611,7,2.1
39.1818,40.1615,7.03,1.9
37.6811,29.3621,9.29,2
37.6826,29.3308,7.02,1.5
37.6863,29.336,7,1.8
37.6613,29.3688,7,1.5
39.2121,29.16,7.03,2.7
37.5761,29.4168,7,1.2
37.659,29.3581,7.17,3.6
37.6666,29.3733,7,3.2
37.9971,38.1683,7,1.4
37.5503,29.8093,7.01,2.7
40.8033,31.725,3.75,1.5
39.978,33.163,7,1
38.5181,39.0985,15.26,2.5
40.6065,34.8851,6.28,1.5
38.0021,38.122,7.21,2
39.0816,29.4965,12.08,1.2
36.903,27.5408,7,1.4
37.6931,29.3493,7,1.4
37.9115,27.145,7,1.4
36.7828,27.5813,75.72,1.8
41.1541,36.9076,7.05,1.7
38.0016,38.1636,7,1.2
39.5003,26.3303,6.26,2.5
37.8046,33.0056,7.01,1.7
37.6806,29.335,7,1.1
40.0911,31.8246,7.06,1.5
38.2668,42.8408,7.1,1
36.8436,30.335,7.08,1.3
39.4763,26.3765,7.08,2
36.7225,27.4253,10.19,1
40.1678,31.7606,3.16,1.8
37.3576,38.5771,7,1.4
36.7501,27.46,8.8,1.4
39.8276,34.0146,7.01,1.1
37.8606,29.2931,7.01,1.3
38.0366,38.0856,7,1.4
37.984,38.0551,7,1.5
39.12,27.7863,6.99,1.7
38.0811,35.1786,8.6,1.3
40.3653,34.9376,16.55,1.2
40.4158,34.9368,6.25,1.2
40.1925,31.812,7.13,1.6
37.903,27.1458,6.99,1.5
37.8956,26.9708,7,1.3
37.102,28.1243,7,1.5
37.9198,26.9218,5.43,1.8
37.998,27.0645,7.1,1.5
36.6938,27.3835,3.41,1.5
37.4748,27.6563,7,1.7
39.0366,30.2318,7.02,1.7
37.4565,27.6491,7,1.5
38.9228,29.8521,7.04,1.5
38.9496,42.0901,7,1.6
38.005,38.1616,6.99,2.5
37.8613,29.3136,7,1.5
36.668,27.4831,15.94,1.7
37.6813,29.1453,7,1.2
40.404,35.0026,12.17,1.9
40.4125,34.9948,10.28,2
40.4016,34.894,7,1.1
38.6121,30.6823,7,1.3
40.4161,35.01,13.91,3.7
38.9558,35.0601,7,1.4
37.987,38.1468,7,1.9
39.5661,26.1215,1.44,1.8
38.9863,30.1821,7,1.4
39.0828,36.0376,7.08,1.5
39.5783,33.5728,7.3,1.2
37.8211,26.9628,7,2.1
38.9823,30.2291,6.98,2
38.6616,43.1528,7.07,2
37.867,29.3238,7,1.2
39.0096,30.183,7,1.8
38.4676,39.0528,15.86,1.6
37.9575,27.0973,7,1.4
38.407,39.0066,6.84,1.1
38.4278,39.1743,7.09,2
39.3971,28.4576,7.01,2.5
38.0976,35.7901,7,1.6
37.99,38.1613,7.03,2.3
37.9946,38.166,7.01,2.8
37.2508,36.1735,7,1.5
39.1703,29.1186,9.32,1.3
39.1258,29.479,12.25,1.7
39.1543,29.49,6.96,2.2
39.1338,33.2816,7,1
41.2471,41.6001,6.95,1.2
37.7685,29.2631,7,1.1
38.2293,38.6411,6.28,2.4
39.7183,42.6413,7,1
38.9738,42.0078,7,2.2
37.9168,27.1641,7,1.3
39.7628,42.2851,7,1.8
39.0718,27.5706,7,1.7
38.9365,42.032,7,1.9
39.4468,33.0791,7.13,1.2
40.3538,33.4388,7,2.1
39.9501,35.9055,7,1.2
40.3386,33.3928,7,1.2
36.947,27.9193,7,1.3
36.9296,27.9033,6.97,1.7
38.654,31.4826,6.82,1.3
37.6605,29.4076,7.02,1.5
38.9511,42.0098,7,1.5
38.9555,42.0133,6.99,2.8
40.3743,42.2466,6.99,2.2
37.0518,28.2913,7,1
36.6996,28.0568,7,1.5
37.0346,28.1163,7,1.1
37.4883,33.0876,7.05,2.4
38.6941,39.97,6.82,1.8
38.97,42.0091,7,3.6
38.2505,38.787,7,1.5
37.3003,36.4628,6.59,1.6
38.8728,28.1795,7,1.1
38.4455,43.7868,6.99,2.3
39.1393,37.3488,7,1.7
37.1108,28.4611,7,1.2
38.1786,30.9123,7.94,1.5
38.975,42.0065,7.01,2.4
37.855,27.1486,9.34,2.5
39.4525,33.4551,7.01,1.5
38.3351,38.7711,7,1.6
37.0933,28.4796,7,2.2
37.0996,28.4828,6.99,1.7
40.0248,33.3225,7,1.5
37.7043,29.1773,7,1.8
37.0658,27.9825,7,1.8
39.1973,30.517,7,1.1
37.6103,29.2011,7,1.1
39.651,29.4691,7,1.2
38.6493,30.922,10.51,1.9
39.5021,26.2738,7,2.2
38.6383,30.8795,7.05,1.6
38.3263,31.0545,7,1.7
38.978,27.6518,7,1.3
38.9008,33.5456,7.03,1.8
38.5286,39.6418,6.52,2.1
38.842,31.0611,10.36,1.6
37.4721,33.1048,7,1.2
38.664,43.1918,7,2.4
38.124,38.5565,7,1.7
38.5808,39.609,7,1.7
37.8631,27.0251,7,1.2
38.5385,44.1088,7.4,1.6
38.7016,34.1966,6.99,1.3
40.1828,34.13,7,1.6
37.0606,28.0305,6.98,1.5
38.456,39.216,7,2
39.233,33.3345,7,1
36.7023,27.5366,6.9,1.4
39.8898,33.0606,7,1.3
38.8663,28.1868,7,1.4
