@relation afad_deprem_listesi_-_Kopya_-_TR_2

@attribute Enlem numeric
@attribute Boylam numeric
@attribute Derinlik numeric
@attribute Büyüklük numeric

@data
39.4818,28.9785,7,1.5
40.0848,33.332,11.8,1.3
39.4206,27.7531,11.05,2
38.468,31.7835,7,1.3
37.9155,27.1468,6.99,1.7
37.9006,27.619,7,1.5
39.5496,27.8163,7,1.1
38.9858,42.0391,7.01,1.9
38.8928,43.5591,12.37,3.2
38.8963,43.6491,8.86,3.6
36.9991,29.0831,7,1.2
38.2461,38.7991,6.88,1.5
40.1016,40.9661,6.5,1.4
40.0745,40.9685,7.96,1.7
40.098,40.9818,7.11,1.3
38.7231,27.9006,5.38,1.5
38.5651,43.1496,10.57,2.1
37.8836,29.4911,7,1.5
37.891,29.4906,7,1.6
38.0211,32.3218,6.98,1.2
37.9163,30.6451,7,1
36.9873,29.0923,7,1.3
38.5603,43.1003,7,1.8
38.9428,42.0063,7,1.6
39.2033,28.901,7,1.2
38.1805,28.9085,7,2.2
41.6425,27.6775,8.07,1.1
40.8053,31.7228,11.53,1.2
38.7435,38.9518,7,1.2
38.7348,38.9418,7,1.1
39.3578,33.4128,7.01,1.5
38.2301,38.8163,7,1.3
39.1441,40.0251,6.51,2.2
37.2778,37.005,7.01,1.7
38.107,32.731,10.7,1
39.8301,41.3945,10.44,1.4
38.7283,43.6726,7.1,2.3
41.1273,28.832,7,1.7
36.9923,28.5266,7.01,1.4
39.0718,41.065,18.37,2.2
36.9036,27.7933,7,1.3
37.5008,30.4548,7,1.3
39.5416,27.8126,7,1.2
37.9086,27.1151,7,1.4
39.5361,27.8498,7.01,2.8
39.8018,41.8543,7.22,1.6
37.8958,27.1106,7,2.4
38.4235,40.6168,7.04,1.9
37.942,27.8785,7.13,1.6
37.8913,27.0885,6.91,3.2
40.474,40.9738,7.82,1.5
39.6923,28.403,3.65,2.2
36.9456,27.7538,7,2.2
38.5806,30.369,7,1.4
39.9198,38.951,7,1.6
38.7763,26.8975,7.09,2.6
37.4243,35.8953,7.04,3
36.9296,27.76,7,1.9
40.1455,31.786,7.2,1.5
36.9611,27.9988,7.01,1.8
39.0116,43.5973,4.59,2.3
36.966,28.2558,7,1.4
36.963,28.253,7,1.6
39.7418,40.7521,7.01,2
37.8961,26.9405,7,1.7
38.1656,38.6808,7.85,3.5
37.9165,27.1856,7,1.4
36.8418,27.979,7,1.7
39.128,28.5436,7.19,2.3
39.8346,41.7671,6.91,2.1
36.8425,29.2368,6.93,2.7
38.7475,43.5805,7.06,2.1
38.7256,43.599,7.01,2
40.027,43.3131,7,1.3
40.9395,43.4581,6.69,1.5
37.0115,28.4445,6.93,1.8
38.1408,27.5878,7,1.6
37.8655,27.141,7,1.7
40.0078,33.1081,7,1.5
37.0491,28.3551,7.06,2.1
39.8446,41.7965,7,1.5
37.0878,38.6605,7.08,2
39.4928,26.8288,7,1.9
39.8811,28.7805,7.76,2
38.5706,42.9736,7.09,1.6
40.5408,35.2756,7,1.3
39.7805,41.7673,6.97,2.7
40.1336,31.7328,7.08,1.6
40.7031,29.8585,11.46,1.8
41.1686,34.581,9.95,1.3
38.8416,39.3388,7,0.9
40.0801,40.7748,7,1.2
39.6418,38.2083,6.86,1.5
39.902,40.7623,7,0.9
37.9078,28.8046,7.04,2.1
39.6676,41.7335,7,1
37.8881,27.2075,7.05,1.6
38.2946,30.2828,7,1.4
39.7183,37.6686,7.02,1.2
39.964,38.534,7.1,1.1
39.4685,33.9873,11.75,0.9
40.569,30.5776,7.03,1.3
37.4415,35.9316,34.2,3.1
40.0918,43.2368,7,1.4
38.4453,31.8173,7,1.3
38.9358,27.8778,10.03,2.1
38.9963,43.6296,10.15,1.5
40.1096,31.7716,6.85,0.9
38.616,43.1386,6.98,1
38.6311,43.1516,7.01,1.5
39.849,41.7411,7,1.1
39.1126,28.4466,7.01,1.6
36.9343,35.8311,7.02,1
37.1141,31.0711,94.19,1.6
37.7631,31.9226,7,1.2
38.574,43.1626,16.7,3.6
39.6985,39.5318,7,0.9
38.3255,38.8668,7,1
39.8223,41.7991,6.96,1.6
37.2275,28.4201,2.75,1.4
39.6175,38.1975,7.08,1.3
37.8593,29.5193,7,1.2
39.9718,41.795,33.88,1.1
38.127,34.6783,6.39,1
40.7546,31.5055,7.03,2.3
38.2595,38.8221,7.1,1.5
38.2926,42.3118,6.99,2.3
39.5856,28.8836,7,1.5
39.5146,40.9375,6.82,2.6
37.8783,26.933,5.96,2.2
38.017,27.0706,7,1
37.9971,27.1593,7,1.5
38.5723,43.1386,6.91,2.3
38.2711,42.4186,6.96,2.5
38.2598,38.792,6.98,1.3
39.8463,41.9208,6.98,1.2
38.8041,40.902,7.64,1.2
37.8291,27.6075,7,1.7
38.1365,38.6056,6.97,1.8
38.5986,43.1693,6.98,2.5
38.5828,43.1515,15.75,3.7
36.8566,35.8458,7.01,2.2
39.8078,41.8338,6.92,2.3
40.1825,40.5426,7,2.1
40.342,30.1663,7,1.3
37.8923,27.1058,7,1.2
39.6531,28.5296,11.92,2.1
39.656,28.534,11.21,2
41.1373,40.9813,7.08,2.4
40.4565,42.6681,7.04,2
39.624,29.4725,7,0.7
36.9965,30.308,12.41,2.4
38.9405,27.6741,8.91,1.2
38.2273,38.856,6.88,1.7
39.3031,34.2168,7,1.5
40.1921,27.2595,7,1.8
39.7541,41.2881,3.26,2
38.5773,30.3595,6.99,2.2
38.262,38.8023,7.01,2
37.0841,35.89,7,1.4
37.61,29.1978,6.41,1.4
39.8838,28.823,8.56,1.7
39.0975,37.3503,7,2.2
38.9881,43.6225,9.13,3.9
39.6833,28.4175,6.7,1.2
39.4906,39.948,6.88,1.2
37.1718,35.9081,6.85,1.5
37.9173,27.08,7,2.3
39.6611,28.423,12.01,1.8
37.164,28.645,7,1.5
40.1175,41.0601,7,1.1
40.6181,36.7553,10.04,1.9
40.7053,32.7996,7,1.1
37.0596,35.5416,6.95,1.7
39.3836,40.6621,4.27,2.2
38.854,43.799,5.64,1.3
38.9631,33.6475,6.82,0
39.927,41.7675,6.48,1.8
39.151,36.257,7.28,2.2
38.8968,43.6248,23.57,2.6
38.4585,29.1268,7,1
36.3536,36.2593,7.03,1.6
38.661,30.8365,7.03,1.3
37.8981,27.1765,7.26,2.3
37.2495,35.9318,7,1.1
39.0285,27.3826,7.04,1.2
38.1286,28.8593,7.05,1.1
37.3303,42.444,5.49,1.8
37.1783,35.9053,6.97,1.3
38.2201,38.162,6.88,1
40.1808,38.9486,6.96,1.4
36.3076,36.4793,7.27,1.3
37.9293,29.2025,7.22,1.1
38.1068,38.064,6.95,1.3
36.7961,35.0896,7,1.3
38.013,32.8016,7,1
40.7073,32.3481,6.95,1.4
39.5691,41.4481,6.84,1.2
37.248,37.058,17.9,1.7
38.879,43.518,13.6,1.7
39.1025,27.5315,7.23,1.6
40.6225,36.757,11.81,1.8
39.0913,37.3378,7.06,1.9
37.808,32.068,5.1,1.3
40.6051,36.7633,8.76,1.8
37.8123,27.0501,7,1.2
40.9131,39.8095,17.42,2.2
39.836,41.8045,7.05,1.5
39.185,34.134,7.4,0.7
37.071,28.351,13.3,1.3
39.7768,41.8686,7.02,1.6
39.7101,27.0681,7,1.9
39.6955,27.0823,7.01,1.4
39.77,41.902,7.31,1.6
40.2623,35.4263,7,1.2
37.8665,26.9513,7,1.3
37.5176,33.6725,7.01,1.6
38.7456,35.285,7.23,1.8
39.824,41.812,7.02,2.7
38.2576,38.8243,7.01,2
39.812,41.8143,14.55,1.9
38.1683,30.0276,7,1.3
39.1838,27.4951,7,1.2
39.1665,27.4871,7.01,2.7
38.651,39.8168,17.61,1.6
37.7896,27.7551,5.67,1.4
39.6583,41.0343,7.01,1.7
39.8641,41.8661,7.01,1.5
40.1906,31.8791,13.63,1.6
36.8655,28.7466,6.95,1.4
39.5708,38.1123,7.02,1.5
40.3301,42.186,7,1.3
37.8556,30.5936,6.94,1.5
37.8808,30.5746,7,2
39.7441,42.5285,7,1.3
40.367,41.4823,7,1.8
37.0415,28.3683,7,1.1
39.9763,33.5146,7.18,1.3
38.46,29.1308,7,1.1
38.4636,29.1596,7,1
38.0333,27.1383,7,1.5
39.109,29.0275,10.76,2.1
36.9615,27.5978,11.5,2.1
41.9638,33.681,7,1.3
39.9738,28.7,6.03,1.7
39.4085,40.5101,6.95,2.1
38.4055,29.0771,7,1
37.1076,34.8981,7,1.2
39.8316,42.5863,6.95,1.6
40.525,41.9885,5.08,1.6
40.2921,34.554,7.01,1.2
37.9005,27.1013,7,1
37.0071,28.1433,7,1.1
39.8246,41.7626,7,1.4
37.8121,27.1408,7,2
37.8116,27.1443,7.08,2.4
37.8858,27.1201,6.98,1.6
37.1355,28.67,7.01,2.6
37.8741,27.1056,7.02,2.4
38.2726,38.7453,7.06,2.1
37.7985,26.9723,7.01,1.9
38.5865,30.3863,6.96,1.9
40.8165,31.9795,10.02,2.3
38.2498,38.81,6.91,1.5
37.8846,27.1145,7.01,2.1
38.718,43.1515,6.78,2.4
36.3306,29.3291,7,1
40.7608,31.4941,7,1.3
36.9273,28.023,7,1.1
36.4768,35.9198,6.99,1.6
38.5636,33.784,9.88,1.7
37.8373,32.1011,7.04,2.3
38.144,34.2698,3.84,1.4
37.9086,27.0278,7.03,1.6
38.5991,30.358,6.99,1.7
39.7533,27.5916,3.19,1.6
38.4791,29.1395,7,0.9
38.2761,38.8046,7.02,2.5
39.6168,39.7103,5.46,1.2
39.8163,41.838,6.95,2.9
37.0115,37.4043,6.94,1.4
39.1213,37.3135,7,1.3
36.33,36.5638,7.62,1.2
38.4788,39.2408,7,1.6
37.7841,27.4213,7.19,1
38.4348,28.1266,7,1.4
38.059,42.5538,3.15,2.7
38.4673,39.2021,7,1.2
40.8905,27.219,7,1.4
36.3253,36.3978,7.15,1.6
39.0578,37.3283,7,1.4
39.2508,28.0658,6.98,1.3
39.1031,29.0345,11.27,1.7
39.4198,31.5408,3.85,1.3
38.0123,27.1163,7,1
37.274,37.4805,7.06,1.4
39.9283,41.7718,14.29,1.5
39.8248,41.7931,7,1.6
38.4541,27.0038,7,1.4
38.5691,43.915,7.76,1
39.099,30.091,7,1.2
40.181,31.8513,9.71,1.4
39.822,41.886,7.03,1.3
38.9241,42.0318,6.98,1.6
37.2478,29.4511,8.8,1
40.8015,31.057,7.12,1.3
40.2231,31.6436,7,1.1
38.2731,38.8005,7,1.4
38.5555,39.5455,7,1.4
39.8306,41.7951,7,1.5
37.445,38.0436,7,1.2
37.8661,26.9446,8.27,1.3
38.8015,38.1953,6.9,1.2
39.4376,28.2071,7.77,2.3
40.1456,27.3031,7,1.5
38.6455,27.4653,7.15,1.2
38.6628,27.507,6.98,1.9
40.6863,36.627,3.96,1.6
38.7838,31.3123,10.7,1.1
39.884,41.8536,6.96,1.5
40.5248,35.4415,6.97,1.3
37.164,36.2805,5.8,1.9
40.7131,32.9846,7,1.2
38.1881,38.5963,7,1
39.783,41.7768,7,1.3
38.7675,38.7226,7,0.8
39.369,33.9748,7.71,0.9
39.5983,40.9403,6.81,1.4
39.7801,41.8648,6.95,2.1
39.5675,41.2548,7,1.5
39.8091,41.826,7,2.4
40.2686,40.8098,8.68,1.3
38.0123,37.682,7.02,1.7
37.817,27.6741,7,1.2
39.6568,37.3516,8.26,1.7
37.8816,27.5716,7.21,1.8
38.274,38.7845,7.03,1.5
39.6861,28.4391,11.96,1.5
38.4551,31.7193,7.02,1.2
40.2033,31.9121,7.08,1.2
37.9616,26.93,6.99,0.9
39.0293,30.0561,7.08,1
36.9101,32.5663,7.06,1.4
40.065,27.7156,7,1.1
38.5966,39.8488,7,1.1
38.9511,27.8883,7,1.2
39.7815,26.171,5.23,1.4
40.3321,39.6468,7.05,1.2
37.9708,29.2296,4.48,1.2
41.1093,28.5225,7.01,1.3
40.805,31.7266,4.9,1.3
38.2526,38.8108,6.97,2.3
39.7325,28.7681,6.63,1.4
39.4636,40.932,7,1.8
39.4316,27.9373,7.02,1.7
39.8173,41.7978,6.83,1.5
39.8098,41.8358,7,1.8
40.9886,39.0628,6.87,2.1
38.2768,38.778,7.58,2.6
40.817,31.0468,7,1.5
40.1296,34.1808,10.55,1.5
37.5028,38.8343,7.07,1.6
39.0911,27.5271,6.99,1.6
40.701,31.5965,12.81,2.2
39.5115,40.9213,4.19,1.3
39.6008,40.9063,6.03,1.4
39.5313,40.9461,7,3.4
38.437,39.2485,7,2.2
38.6843,30.7643,7,1.1
38.6805,30.7708,7,1.1
38.8786,43.475,7.5,1.3
39.115,29.0438,7,2.1
38.7213,43.1475,7.03,1.7
39.8121,41.8371,6.73,2.9
39.8191,41.8303,6.69,1.3
37.8581,27.5726,7,1
37.9081,27.2111,7,1.1
39.8031,41.8071,7,1.5
40.7895,30.9561,7.31,0.6
39.087,28.9971,6.95,1.1
39.8108,41.8411,7,1.2
39.799,41.8135,7,1.1
39.9228,41.8701,7,1.4
36.8845,34.924,7,1.1
39.8058,41.8391,6.99,2.1
37.138,37.208,7.11,1.7
38.4585,29.1726,7,1.2
39.7813,38.9603,7,1.1
39.815,41.7991,7,1.4
39.655,29.48,7,1.1
40.4215,26.3501,6.98,1.5
40.0213,33.1238,7.02,1
39.4156,38.2226,7.01,2.2
39.8936,28.8283,7.01,1.7
37.4301,37.0361,3.74,1.4
39.811,41.9021,6.8,1.3
39.9545,28.779,7,1.6
38.0633,32.7655,7,1
39.3368,33.3825,7.01,1.2
39.8026,41.808,7,1.3
39.8318,41.851,7.07,2.5
37.1076,38.699,7,2
39.7963,41.8023,6.91,1.2
39.7766,41.789,6.96,1.8
39.8161,41.8485,6.9,4.7
37.9845,35.6263,7,1
39.8056,34.0593,7,1
39.8446,41.8011,7,2.9
37.9448,27.1078,7,1.7
39.0916,29.044,7.82,2.1
37.4491,30.4243,6.91,1.5
38.2683,38.8085,10.56,2.1
39.0698,27.8248,6.99,1.6
37.3776,35.056,7.04,1.4
36.8528,27.689,7.04,1.7
37.8673,26.9563,6.96,2.1
40.4805,35.4081,6.97,1.7
40.4881,35.4148,6.9,3.2
37.8685,29.3833,6.97,1.5
39.8278,41.8266,7.02,2.8
40.5995,36.7506,8.88,2.7
37.1238,27.7668,7,1.7
37.372,35.0255,6.98,3.2
39.4855,41.8053,7,1.6
40.7721,31.5111,7.24,1.6
37.1828,27.3811,7,1
37.5231,29.222,6.62,1.6
40.96,36.6906,7,2
37.3303,35.6738,7,1.6
37.532,35.5528,7,1.8
38.248,38.7618,7.03,1.9
38.8595,43.5513,15.83,2.5
39.8635,41.8211,7.14,1.6
36.854,28.2428,6.99,1.4
38.9966,42.021,6.92,1.7
40.698,29.7991,7,1.4
39.7006,28.4058,7,2.1
36.4503,29.5628,7,1.4
38.4018,26.8671,7,1.5
40.434,42.3135,7.03,1.5
39.7046,41.0618,29.85,1.8
40.6178,36.7146,12.91,1.9
36.5803,31.7255,10.04,2.5
39.8271,41.8256,6.99,2
40.8865,41.8841,12.72,2.7
38.8968,43.4591,7,1.5
40.6376,36.1263,6.99,1.5
38.8606,43.4883,15.69,3.2
38.3518,38.7501,7,2.6
39.8293,41.8275,6.99,1.9
40.1028,43.2645,6.99,2.2
39.4533,33.4528,7,1.6
38.3623,39.075,13.05,2.4
40.2826,43.0945,7,1.7
40.0955,43.2906,6.91,3.5
40.7065,36.607,7.37,2.1
40.6263,36.7245,10.88,3.3
40.5966,36.7481,7.01,2
40.5483,36.6118,7.02,2.2
40.6186,36.7448,9.93,3.5
40.624,36.7538,12.37,4
37.8843,26.9728,7.06,1.6
38.0216,26.8846,5.46,1.4
38.4731,32.2646,7.01,1.5
40.1106,41.8768,39.03,1.2
39.1413,39.026,7.01,1.5
40.0365,41.7953,7.01,1.2
39.83,41.8431,7,1.5
36.2951,36.0713,7.48,1.6
39.8646,41.8283,6.96,1.4
40.6145,29.1498,11.19,1.3
39.8481,41.9298,7,1
39.829,41.7933,7,1
38.9993,35.7848,11.54,1.6
37.6886,27.0805,9.4,1.6
39.848,41.8503,6.98,1.5
37.0475,28.3683,7.01,1.7
39.877,41.4145,3.77,1
37.948,28.7885,7.47,1.5
37.9358,28.759,7,1.2
37.9555,28.7875,9.76,1.8
38.6821,27.4821,7,1.4
40.3088,34.3585,19.54,1.7
40.8885,31.939,7,0.9
39.8303,41.8146,7,1.2
39.7876,41.4853,6.82,1.1
39.8095,41.7745,7.02,1.2
37.2953,30.3336,7,1.4
39.8403,41.8246,7,1
39.8238,41.2831,8.09,1
39.8431,41.8125,7,1.1
39.841,41.8136,7,1.1
40.857,35.9966,18.77,1.5
39.829,41.8121,15.16,1.4
39.8981,41.8346,19.1,1.5
39.694,28.4118,7.49,1.6
40.2033,38.9775,6.94,1.3
37.8526,32.0706,7,1
36.8198,29.1838,7,1.5
39.8535,41.8196,7,1.6
38.296,38.9913,7,0.9
37.926,42.4476,15.42,1.1
37.5306,35.5183,10.81,1.6
39.8401,41.8266,7,1.6
39.8268,41.7731,7,1.2
39.7191,27.97,10.6,1.2
39.8081,41.795,7,0.9
38.8641,31.0646,7.03,1.4
39.791,41.7751,7,1.2
39.7863,41.8063,7.02,2.4
39.8248,41.7763,7,1.2
39.8588,41.8436,7,1
37.6533,30.1453,2,1.4
39.7953,41.7703,7,1.2
39.8466,41.7955,6.99,1.6
39.8125,41.8065,7,1.1
39.2988,26.8873,7.05,1.2
39.8608,41.8161,7,1
39.8325,41.8078,7,1
38.2066,27.2778,7.11,1.5
39.8696,41.8406,7,1.4
38.2838,38.777,7,1.3
40.1803,29.1533,8.47,2.2
39.8216,41.7833,7,1
38.3343,38.7441,7.55,0.9
40.8008,31.0736,7.03,1.3
39.6973,30.2106,7.01,1.2
39.8291,41.855,7.01,1.8
40.8786,41.447,7,0.8
39.937,41.8141,22.58,1
39.083,41.6735,7.53,1.3
39.8821,41.8456,7,1.4
39.9015,41.8481,6.98,2
39.8071,41.8451,6.56,1.5
39.8463,41.8278,6.96,2.2
39.8091,41.8356,6.82,1.8
40.4763,29.2155,9.92,1.6
39.8911,41.7998,7.04,1.7
39.8208,41.868,5.18,5.1
39.4845,28.7778,7,1.1
41.2751,33.4743,7.53,2.7
40.4258,29.2455,5.41,1.1
38.8831,27.8206,12.76,2.8
39.0873,28.1756,7,1.3
36.6443,36.3558,6.34,1.6
37.0343,36.99,5.78,2
38.3985,26.8478,7,1.3
40.0565,28.6571,22.2,1.8
38.2063,38.7666,6.91,1.2
40.9688,28.7978,7.02,1.5
38.1048,27.2086,7,1.6
39.9938,27.3995,7,2.1
40.255,29.1541,10.9,1.4
38.1083,27.2095,7,1.2
38.2653,38.8443,7.01,2.5
37.7963,27.051,7,1.1
37.7378,27.0031,7,1
38.6931,39.9533,10.07,2.2
37.9988,31.1993,7,1.3
37.6631,29.3563,7,1
38.0478,31.1936,7.01,1.4
38.9078,42.0033,6.97,2.2
38.9421,42.0053,7.05,2.2
36.9386,27.6431,6.98,2.7
37.393,34.3913,6.99,1.3
38.2471,38.8433,7,1
40.0771,28.5596,6.7,1.5
37.9256,27.1251,6.97,1.2
38.28,38.7778,7,1.8
40.5155,36.8298,6.87,2
37.5525,30.5791,6.5,2.8
37.8963,29.0611,7,1.2
38.903,28.002,7,1.2
36.9135,27.704,7,1.1
41.3521,41.4063,7,1
38.8446,43.7395,7,1.3
39.1148,37.3018,7,1.8
40.3068,30.7253,6.56,1.3
40.0756,29.3423,7,1.3
39.323,33.3708,7,1
39.2733,27.8301,12.94,1.8
39.133,33.9205,7,1.1
40.8151,41.4758,7,1
37.5498,29.3056,7.06,1.2
39.129,37.8351,6.96,1.3
39.8698,28.8733,7.17,2.1
37.447,30.4361,7.94,2.2
37.4688,30.4276,7,1
37.3018,28.261,7.3,1.6
38.44,39.2123,7.27,1.9
39.7365,41.2423,3.89,0.8
40.7898,31.0123,7,0.9
40.7463,30.92,7,1.1
40.765,30.5261,7,1
40.7866,31.047,7.03,1.3
39.6093,26.4393,7,1.9
40.29,33.3688,7,1
40.9958,30.5995,7,1
40.7858,31.0385,7.02,1.1
37.1035,28.7146,7,1.2
38.8591,31.0886,7,0.9
39.4856,28.1893,7,1.2
38.6223,39.9268,6.98,1
39.976,33.9696,7,0.9
37.9715,28.8198,7.01,1.3
38.9948,42.0218,7.02,1.5
38.1641,28.8556,7,1
40.3353,27.5216,7.03,1.6
38.2936,38.8126,7,1.2
38.727,27.769,7.43,1.3
38.1726,28.8881,7,1.2
40.7845,31.0543,7.1,1.7
38.5426,39.6053,7.04,1.6
38.5436,39.602,7.01,1.7
39.703,28.4026,7.92,1.8
40.0125,27.3943,11.59,1.4
40.015,27.3923,13.02,2.3
38.395,39.1506,7,0.9
38.2481,38.8033,7,0.8
37.9746,28.815,8.72,1.2
38.251,38.7925,8.96,2.5
38.1865,28.881,7,1.1
39.4345,28.223,7.01,1.2
38.1915,28.8383,7,1
38.934,42.0078,7.03,1.6
38.2585,38.8063,7.06,0.8
40.258,41.4376,5.99,1
37.8638,32.1108,7.02,1.4
38.1038,42.9161,6.55,1
38.263,38.83,7,1.1
38.378,39.0891,15.08,1.3
40.7946,31.0401,11.21,3.9
37.9476,42.0275,10.75,1.5
38.6278,43.2211,7,1.2
37.976,28.8213,10.67,1.1
38.2443,38.827,7,1
37.0368,28.1855,7.06,1.2
39.2633,39.838,6.7,1.5
40.8161,39.8581,7,0.9
40.7285,30.8975,7,1.1
40.8013,31.0551,6.72,1.4
37.9891,28.445,7,1
40.7958,31.066,7,1.6
41.1943,41.3213,7,1.1
39.9021,33.2165,7.04,1.3
38.7426,28.9166,3.72,0.9
37.8718,27.0063,7,1.4
37.9188,27.6245,3.92,2.5
41.3825,33.6663,6.98,1.4
40.8705,31.6913,7.01,0.9
40.7981,31.035,7.11,4.3
40.7936,31.0555,7,1.5
40.8006,31.0303,7,1.6
37.8605,32.1113,7,1.2
40.844,31.0316,18.29,5
39.9486,28.7418,18.89,1.7
40.659,30.4846,6.1,2.7
37.1326,37.208,6.98,1.9
37.0698,36.0546,7,1.6
38.3118,38.9548,7.05,1.1
38.2745,38.7933,7,2
38.5693,31.6353,7.02,1.9
39.3585,27.7271,9.3,1.6
39.6995,28.4171,3.88,2
38.2758,38.83,6.99,1.8
38.5786,31.6183,12.72,2.5
40.2203,36.5206,2.34,1.5
38.975,42.015,6.98,1.9
38.9646,42.0276,6.97,2.1
38.9703,42.0228,6.99,2.9
37.711,37.431,5.1,1.8
39.4715,31.545,4.1,1.6
38.4596,34.0895,6.98,1.6
37.0295,28.3246,7,1.8
38.663,38.693,7,1.1
37.1121,28.4586,7,1.8
37.4701,30.4453,7,1.2
37.4233,30.4086,7,1.7
37.8861,27.0141,7,1.5
39.2185,39.2051,7.01,2.5
40.62,36.791,5.57,1.7
36.9341,27.678,7,3.4
37.9965,29.3108,7,1.3
38.6036,31.6733,6.99,1.8
40.8638,31.6653,7.05,1.7
40.7151,31.6043,13.15,2
39.925,40.7706,21.08,3.5
39.7325,30.1708,7,1.2
36.9178,27.832,7.12,1.5
40.1126,40.4906,7.17,1.3
36.9015,27.8388,7,1.7
36.8891,27.8326,12.94,2.4
36.8653,27.8428,7.03,2.8
36.7936,30.3936,7,1.8
38.0163,32.3751,6.96,1.2
36.907,27.8356,7,1.1
39.3101,33.995,7,1.2
37.9276,27.1326,7,1.8
40.5985,36.8101,3.95,1.7
40.6173,41.9253,7.37,1.2
40.5823,42.1506,7,1.3
40.5833,42.1591,7,1
40.5805,42.1895,7,1.1
39.9833,28.9408,7.24,1.4
39.8815,28.8463,6.99,1.7
40.8065,41.489,7,1.1
38.0055,32.9386,7,1.2
40.0535,28.6511,7.13,1.8
39.6943,27.8123,5.71,1.2
39.1018,37.3235,7,1.9
37.1595,37.1315,7,1.9
40.8515,31.7011,8.98,2.1
40.7948,31.5633,17.82,1.1
39.8846,39.222,6.98,1.4
39.34,38.2943,9.13,1.6
38.3246,38.7476,7,2.3
37.8458,27.0135,7,1.4
38.2676,38.837,7,1.3
40.3346,27.543,7,2.1
40.3375,27.5191,7,2.5
37.3666,35.048,6.99,1.4
37.4796,30.9356,7.24,1.6
38.946,27.9658,7,1
39.4716,28.0085,7,1.5
37.0508,28.7373,7,1.1
37.037,28.7708,7,1
37.3731,35.0458,7.06,1.5
40.6271,42.1246,7,2
38.0083,27.0195,7,1
39.6393,39.671,6.33,2.4
37.3823,35.0506,7,1.4
37.3091,36.3873,7,1.1
39.1203,29.0465,7,1.3
39.7958,42.24,7,1.8
38.3173,38.9191,7,1.1
40.0221,30.0325,9.42,1
37.804,27.3105,11.89,1.6
37.4861,35.0793,7,1.9
39.3661,33.4426,7,1.2
37.415,36.301,15.7,2.7
38.2453,38.8135,6.82,1.8
38.8601,27.1448,7,2
38.259,38.8401,6.85,1.9
37.8613,27.1645,7,1.9
37.8526,27.1573,7.09,1.9
38.2388,38.7906,7.08,2
38.2703,38.7838,6.97,2.7
36.9821,28.3895,6.87,1.6
40.1933,28.8913,7.45,1.7
36.9976,28.1846,6.96,1.9
36.942,31.6248,6.97,1.5
37.8131,32.1216,7,1.2
39.873,41.7506,6.97,2.3
38.3016,38.8355,7.04,2.2
38.2638,38.7663,6.98,1.8
37.3696,35.0436,7.01,1.6
39.6516,30.1486,7,1.3
38.2391,38.8188,6.99,1.7
38.95,27.9603,7,1.4
38.9713,27.9486,7.12,2.2
36.943,28.7433,7,2.4
39.654,42.9651,7,2.1
37.2383,29.6116,6.45,1.9
38.2596,38.8051,7.04,2.3
39.8555,39.1376,6.87,2
38.9936,27.8738,7.03,2.7
39.0656,27.565,6.84,1.8
40.207,28.4195,7,1.4
39.6575,29.457,7,1.1
39.3825,34.1026,8.69,1.5
38.4878,39.2575,7,1.2
36.6166,30.3385,47.04,2.8
39.7131,28.2903,6.94,1.1
38.483,27.825,7,1
38.1236,39.5063,6.21,1.2
37.257,36.937,7,1.6
39.2361,27.7461,5.95,1.5
39.7365,30.24,7.02,1.5
38.2743,38.852,7,1.1
37.8913,30.1283,7,1.3
38.4293,39.1995,6.98,2.6
39.1216,37.3048,7.1,1.3
39.0336,41.3885,7,1
40.1508,31.7871,6.75,1.7
37.8235,27.0513,6.98,1.5
37.3775,31.1055,102.09,2
37.2633,27.9316,7.02,1.6
37.8438,26.9866,6.93,1.5
37.4576,37.9575,7,1.6
39.9621,37.5601,7.07,1.3
38.041,41.7281,6.63,1.4
37.8745,26.9635,7.49,1.6
40.6781,32.9021,7.12,1.4
39.9258,44.1071,4.38,1
38.2415,38.8198,7.01,1.6
38.2531,38.8023,6.98,1
40.6373,30.4836,11.02,2.5
39.2755,42.1615,15.86,1.1
38.2426,38.7838,7,1.1
39.0276,42.0331,7.05,1.6
38.2368,38.7763,7,1.1
39.9671,37.5433,7.46,1.8
38.6095,27.4305,10.44,1.9
39.9886,27.832,16.32,1.7
38.964,42.0326,6.93,1.1
38.2256,38.8295,6.99,0.9
38.2611,38.8296,7.02,1.6
38.3608,38.7241,7,0.8
38.2466,38.833,6.97,1.3
37.8236,27.042,6.99,1.3
38.2521,38.833,7.01,1.9
38.2596,38.791,7,1.2
40.6491,30.4876,5.62,1.9
38.0723,42.3506,6.98,1.1
37.7315,29.2656,7,1.5
38.2035,38.7891,7,0.9
40.7158,34.1266,9.6,2.2
39.1893,29.3201,7,0.9
38.2601,38.8036,6.99,1.5
38.9233,41.5025,7.05,1.5
38.2518,38.8101,7,1.3
37.141,36.4896,7.03,1.5
38.2693,38.7961,7,1.4
38.9406,42.0201,7,1.9
37.0076,28.2953,7,1.3
40.4403,29.4826,7.02,1.3
40.6436,30.463,6.99,1.2
40.1701,29.3331,7,1
37.1618,35.857,7,1
39.8815,28.8311,7,1.2
37.2553,36.434,7.05,1.8
37.8903,26.9736,7,1.4
38.1191,27.3985,7.08,1.2
38.2498,38.8223,6.99,1.4
