Enlem,Boylam,Derinlik,Büyüklük,Gün,Ay,Yıl,Saat,Dakika,Saniye
37.6753,26.0321,7.01,2.1,1,12,2021,10,18,51
37.6388,26.0493,7.29,1.9,1,12,2021,9,59,4
37.6911,26.0751,6.89,1.7,1,12,2021,9,50,18
38.107,32.731,10.7,1,1,12,2021,9,46,15
41.1561,43.773,7.05,1.9,1,12,2021,9,39,14
37.4273,26.9853,7.36,1.5,1,12,2021,9,17,40
39.8301,41.3945,10.44,1.4,1,12,2021,9,11,58
37.7108,26.0281,7.51,1.8,1,12,2021,8,47,7
37.6928,26.037,7.11,2.2,1,12,2021,7,36,32
37.717,26.059,6.89,1.9,1,12,2021,7,34,8
38.7283,43.6726,7.1,2.3,1,12,2021,7,5,58
37.71,25.9931,6.25,1.9,1,12,2021,6,27,23
37.6706,26.0148,6.97,2.7,1,12,2021,6,0,13
37.7351,25.988,7.03,2,1,12,2021,5,34,23
37.6921,26.032,6.66,2,1,12,2021,5,20,51
41.1273,28.832,7,1.7,1,12,2021,4,24,55
36.9923,28.5266,7.01,1.4,1,12,2021,4,22,46
39.0718,41.065,18.37,2.2,1,12,2021,3,51,10
37.6608,26.0456,5.72,2.1,1,12,2021,3,23,8
37.6733,26.0298,7.23,2,1,12,2021,2,52,44
36.9036,27.7933,7,1.3,1,12,2021,2,0,59
37.5008,30.4548,7,1.3,1,12,2021,1,59,49
37.6628,26.0353,7,2.1,1,12,2021,1,57,53
39.5416,27.8126,7,1.2,1,12,2021,1,24,59
37.9086,27.1151,7,1.4,30,11,2021,23,38,7
39.5361,27.8498,7.01,2.8,30,11,2021,23,34,38
37.7191,26.0578,7.03,2.2,30,11,2021,22,53,28
37.684,26.0658,6.71,2.1,30,11,2021,22,51,7
37.6911,25.9765,8.81,2.2,30,11,2021,22,34,50
37.6996,26.011,6.56,2,30,11,2021,22,7,21
39.8018,41.8543,7.22,1.6,30,11,2021,20,16,44
37.6896,26.0455,6.73,2.2,30,11,2021,18,55,11
37.6838,25.9831,6.73,2.3,30,11,2021,18,51,55
37.8958,27.1106,7,2.4,30,11,2021,18,46,40
38.4235,40.6168,7.04,1.9,30,11,2021,17,30,15
37.741,25.9593,7.03,2.2,30,11,2021,17,23,7
37.657,26.0521,7.04,2.1,30,11,2021,17,1,50
37.942,27.8785,7.13,1.6,30,11,2021,16,38,14
37.673,25.9523,7.1,2.7,30,11,2021,15,52,41
37.8913,27.0885,6.91,3.2,30,11,2021,15,24,31
37.7025,25.9971,7,2.4,30,11,2021,14,14,6
40.474,40.9738,7.82,1.5,30,11,2021,14,10,36
37.6663,26.0195,6.99,2.2,30,11,2021,14,9,32
37.597,26.0085,20.56,2.3,30,11,2021,13,47,49
37.6873,25.9581,7.02,4.2,30,11,2021,13,32,23
39.6923,28.403,3.65,2.2,30,11,2021,13,20,44
37.6983,26.035,7.02,2.6,30,11,2021,13,12,7
37.6828,25.9635,7,2.1,30,11,2021,13,10,44
37.7191,25.9635,7.11,2.1,30,11,2021,13,1,41
39.3506,44.1028,7,1.9,30,11,2021,12,7,53
36.9456,27.7538,7,2.2,30,11,2021,11,7,27
37.6743,26.0736,6.93,2.9,30,11,2021,10,43,6
37.6728,26.0726,6.92,2.6,30,11,2021,10,37,55
37.6693,25.968,6.99,2.5,30,11,2021,10,22,32
38.5806,30.369,7,1.4,30,11,2021,10,22,31
37.6906,25.9491,7.01,2.9,30,11,2021,10,9,6
37.7083,26.1271,6.98,2.7,30,11,2021,9,56,44
37.7418,26.1735,7,2.5,30,11,2021,9,54,43
37.6896,26.0118,6.97,3.2,30,11,2021,9,21,40
37.698,26.0275,7,2.5,30,11,2021,9,20,37
37.3581,25.5818,8.45,2.6,30,11,2021,9,12,54
37.7321,26.068,6.9,2.1,30,11,2021,8,58,48
39.9198,38.951,7,1.6,30,11,2021,8,49,5
37.719,26.1906,7,2.1,30,11,2021,8,24,0
38.7763,26.8975,7.09,2.6,30,11,2021,8,22,41
37.6748,26.0396,7.02,2.9,30,11,2021,8,13,29
37.6875,26.0673,6.95,2.2,30,11,2021,8,0,40
37.6618,26.0353,7.13,2.7,30,11,2021,7,57,9
37.6706,26.0165,7.06,2.1,30,11,2021,7,45,42
37.7311,26.1758,7.1,2.3,30,11,2021,7,23,48
36.2061,27.767,6.23,3.3,30,11,2021,7,22,15
37.69,25.9458,6.85,2.8,30,11,2021,7,11,22
37.7336,26.112,7.16,4.3,30,11,2021,7,9,16
37.7275,26.1403,3.97,5.1,30,11,2021,7,0,42
37.4243,35.8953,7.04,3,30,11,2021,5,54,19
36.9296,27.76,7,1.9,30,11,2021,5,33,18
40.1455,31.786,7.2,1.5,30,11,2021,5,8,42
36.9611,27.9988,7.01,1.8,30,11,2021,4,48,35
41.085,43.7503,7.06,2.2,30,11,2021,4,31,46
39.0116,43.5973,4.59,2.3,30,11,2021,4,29,51
36.966,28.2558,7,1.4,30,11,2021,3,6,34
36.963,28.253,7,1.6,30,11,2021,2,18,39
39.7418,40.7521,7.01,2,30,11,2021,1,59,39
37.8961,26.9405,7,1.7,29,11,2021,23,55,3
38.1656,38.6808,7.85,3.5,29,11,2021,23,4,13
37.9165,27.1856,7,1.4,29,11,2021,22,31,5
36.8418,27.979,7,1.7,29,11,2021,22,6,38
39.128,28.5436,7.19,2.3,29,11,2021,21,26,50
39.8346,41.7671,6.91,2.1,29,11,2021,20,56,13
41.1018,43.8008,7.06,2.4,29,11,2021,20,35,51
35.8415,30.6141,27.74,2.3,29,11,2021,19,53,52
36.8425,29.2368,6.93,2.7,29,11,2021,19,32,48
38.7475,43.5805,7.06,2.1,29,11,2021,19,29,58
38.7256,43.599,7.01,2,29,11,2021,19,25,29
40.027,43.3131,7,1.3,29,11,2021,19,15,8
40.9395,43.4581,6.69,1.5,29,11,2021,18,53,34
37.0115,28.4445,6.93,1.8,29,11,2021,18,44,58
38.1408,27.5878,7,1.6,29,11,2021,18,13,8
37.8655,27.141,7,1.7,29,11,2021,17,4,18
40.0078,33.1081,7,1.5,29,11,2021,15,15,52
37.0491,28.3551,7.06,2.1,29,11,2021,13,20,8
37.9,26.9026,7,1.7,29,11,2021,13,14,34
39.8446,41.7965,7,1.5,29,11,2021,12,58,3
37.0878,38.6605,7.08,2,29,11,2021,12,8,40
39.4928,26.8288,7,1.9,29,11,2021,11,40,20
39.8811,28.7805,7.76,2,29,11,2021,10,53,9
38.5706,42.9736,7.09,1.6,29,11,2021,10,36,26
40.5408,35.2756,7,1.3,29,11,2021,9,58,35
39.7805,41.7673,6.97,2.7,29,11,2021,9,40,21
40.1336,31.7328,7.08,1.6,29,11,2021,8,43,15
35.09,26.168,15,2.9,29,11,2021,7,46,1
40.7031,29.8585,11.46,1.8,29,11,2021,7,0,54
41.1686,34.581,9.95,1.3,29,11,2021,6,42,54
38.8416,39.3388,7,0.9,29,11,2021,6,37,48
40.0801,40.7748,7,1.2,29,11,2021,6,29,6
41.1983,43.8188,7,1.4,29,11,2021,6,8,31
40.7701,27.9761,15.67,2.7,29,11,2021,5,55,41
39.6418,38.2083,6.86,1.5,29,11,2021,5,47,2
39.902,40.7623,7,0.9,29,11,2021,5,46,26
37.9078,28.8046,7.04,2.1,29,11,2021,5,43,36
39.6676,41.7335,7,1,29,11,2021,5,35,37
37.8881,27.2075,7.05,1.6,29,11,2021,5,27,57
38.2643,44.56,6.79,1.5,29,11,2021,4,53,56
35.1213,27.3521,7.3,3,29,11,2021,4,36,47
38.2946,30.2828,7,1.4,29,11,2021,3,57,26
39.7183,37.6686,7.02,1.2,29,11,2021,3,43,41
39.964,38.534,7.1,1.1,29,11,2021,3,35,4
39.4685,33.9873,11.75,0.9,29,11,2021,3,31,42
40.569,30.5776,7.03,1.3,29,11,2021,2,16,9
37.4415,35.9316,34.2,3.1,29,11,2021,2,4,33
40.0918,43.2368,7,1.4,29,11,2021,2,2,37
38.4453,31.8173,7,1.3,29,11,2021,1,39,59
36.4993,27.1821,8.24,1.8,29,11,2021,1,33,9
37.6976,26.1166,15.86,2.4,29,11,2021,1,16,37
38.9358,27.8778,10.03,2.1,29,11,2021,1,0,32
38.9963,43.6296,10.15,1.5,29,11,2021,0,59,40
40.1096,31.7716,6.85,0.9,29,11,2021,0,42,46
36.5236,27.2363,11.14,1.7,29,11,2021,0,34,14
38.616,43.1386,6.98,1,29,11,2021,0,27,45
37.1276,42.7563,15.18,2.3,29,11,2021,0,20,44
38.6311,43.1516,7.01,1.5,28,11,2021,23,20,33
39.849,41.7411,7,1.1,28,11,2021,23,19,38
39.1126,28.4466,7.01,1.6,28,11,2021,23,19,1
36.9343,35.8311,7.02,1,28,11,2021,23,15,36
37.1141,31.0711,94.19,1.6,28,11,2021,22,49,52
37.7631,31.9226,7,1.2,28,11,2021,22,48,40
38.574,43.1626,16.7,3.6,28,11,2021,22,13,28
39.6985,39.5318,7,0.9,28,11,2021,21,57,44
38.3255,38.8668,7,1,28,11,2021,20,20,55
39.8223,41.7991,6.96,1.6,28,11,2021,20,20,8
37.2275,28.4201,2.75,1.4,28,11,2021,19,41,13
39.6175,38.1975,7.08,1.3,28,11,2021,19,20,35
37.8593,29.5193,7,1.2,28,11,2021,19,18,16
39.9718,41.795,33.88,1.1,28,11,2021,18,3,53
38.127,34.6783,6.39,1,28,11,2021,17,45,42
40.7546,31.5055,7.03,2.3,28,11,2021,17,33,29
38.2595,38.8221,7.1,1.5,28,11,2021,16,44,29
38.2926,42.3118,6.99,2.3,28,11,2021,15,29,17
39.5856,28.8836,7,1.5,28,11,2021,15,13,52
39.5146,40.9375,6.82,2.6,28,11,2021,14,29,16
37.8783,26.933,5.96,2.2,28,11,2021,13,49,25
38.017,27.0706,7,1,28,11,2021,13,28,34
37.8916,26.9155,7,1.4,28,11,2021,12,50,58
35.7911,27.9796,7,2.3,28,11,2021,12,37,42
37.9971,27.1593,7,1.5,28,11,2021,12,30,47
38.5723,43.1386,6.91,2.3,28,11,2021,11,53,52
38.2711,42.4186,6.96,2.5,28,11,2021,9,4,34
42.486,43.393,19,2.7,28,11,2021,8,54,22
38.2598,38.792,6.98,1.3,28,11,2021,8,1,3
37.8415,26.901,7,1.8,28,11,2021,7,18,54
39.8463,41.9208,6.98,1.2,28,11,2021,4,22,31
38.8041,40.902,7.64,1.2,28,11,2021,4,21,15
37.784,25.904,14.6,2.5,27,11,2021,23,55,36
37.8291,27.6075,7,1.7,27,11,2021,23,48,37
38.1365,38.6056,6.97,1.8,27,11,2021,23,13,26
38.5986,43.1693,6.98,2.5,27,11,2021,22,31,13
38.5828,43.1515,15.75,3.7,27,11,2021,22,20,9
35.6943,29.3243,52.55,2.3,27,11,2021,20,7,55
36.535,27.335,87.6,2.4,27,11,2021,19,16,56
36.8566,35.8458,7.01,2.2,27,11,2021,18,40,3
39.8078,41.8338,6.92,2.3,27,11,2021,17,37,34
40.1825,40.5426,7,2.1,27,11,2021,17,20,32
40.342,30.1663,7,1.3,27,11,2021,17,15,45
37.8923,27.1058,7,1.2,27,11,2021,16,35,23
39.6531,28.5296,11.92,2.1,27,11,2021,15,48,21
39.656,28.534,11.21,2,27,11,2021,15,42,38
41.1373,40.9813,7.08,2.4,27,11,2021,14,49,49
40.4565,42.6681,7.04,2,27,11,2021,13,55,3
39.624,29.4725,7,0.7,27,11,2021,13,25,51
36.9965,30.308,12.41,2.4,27,11,2021,13,20,54
38.9405,27.6741,8.91,1.2,27,11,2021,13,18,32
36.5681,27.06,7.25,1.7,27,11,2021,12,22,39
38.2273,38.856,6.88,1.7,27,11,2021,12,8,34
39.3031,34.2168,7,1.5,27,11,2021,11,43,42
40.1921,27.2595,7,1.8,27,11,2021,11,30,39
39.7541,41.2881,3.26,2,27,11,2021,11,25,35
38.5773,30.3595,6.99,2.2,27,11,2021,11,19,20
38.262,38.8023,7.01,2,27,11,2021,11,15,38
37.0841,35.89,7,1.4,27,11,2021,10,32,31
37.61,29.1978,6.41,1.4,27,11,2021,10,31,19
39.8838,28.823,8.56,1.7,27,11,2021,10,12,42
39.0975,37.3503,7,2.2,27,11,2021,8,57,25
37.75,25.927,6.9,2.1,27,11,2021,8,48,13
34.3606,26.2773,6.15,4.4,27,11,2021,8,14,10
38.9881,43.6225,9.13,3.9,27,11,2021,6,59,29
39.6833,28.4175,6.7,1.2,27,11,2021,6,49,25
39.4906,39.948,6.88,1.2,27,11,2021,6,48,25
37.1718,35.9081,6.85,1.5,27,11,2021,6,7,46
37.9173,27.08,7,2.3,27,11,2021,3,44,47
36.1541,28.7945,7.05,2.1,27,11,2021,3,42,46
39.6611,28.423,12.01,1.8,27,11,2021,3,33,13
37.164,28.645,7,1.5,27,11,2021,3,29,52
38.9591,24.355,8.45,3.4,27,11,2021,1,46,15
40.1175,41.0601,7,1.1,27,11,2021,0,48,38
41.1705,43.8853,5.97,1.7,27,11,2021,0,18,57
41.1581,43.8303,7.04,1.7,27,11,2021,0,8,38
40.6181,36.7553,10.04,1.9,26,11,2021,23,11,47
40.7053,32.7996,7,1.1,26,11,2021,19,40,27
37.0596,35.5416,6.95,1.7,26,11,2021,19,11,13
39.3836,40.6621,4.27,2.2,26,11,2021,17,10,24
38.854,43.799,5.64,1.3,26,11,2021,17,1,59
38.9631,33.6475,6.82,0,26,11,2021,17,1,47
39.927,41.7675,6.48,1.8,26,11,2021,16,57,14
39.151,36.257,7.28,2.2,26,11,2021,16,4,59
38.8968,43.6248,23.57,2.6,26,11,2021,15,54,25
38.4585,29.1268,7,1,26,11,2021,15,43,6
36.3536,36.2593,7.03,1.6,26,11,2021,15,42,31
38.661,30.8365,7.03,1.3,26,11,2021,15,14,34
37.8981,27.1765,7.26,2.3,26,11,2021,14,22,14
36.897,27.4061,7,1.4,26,11,2021,14,4,21
42.6,27.101,5.21,1.8,26,11,2021,14,0,32
37.2495,35.9318,7,1.1,26,11,2021,13,46,31
39.0285,27.3826,7.04,1.2,26,11,2021,13,35,1
38.1286,28.8593,7.05,1.1,26,11,2021,13,32,28
36.9028,27.3165,5.11,2,26,11,2021,13,30,44
37.3303,42.444,5.49,1.8,26,11,2021,13,27,22
37.1783,35.9053,6.97,1.3,26,11,2021,13,25,49
38.2201,38.162,6.88,1,26,11,2021,12,49,19
40.1808,38.9486,6.96,1.4,26,11,2021,12,33,44
36.3076,36.4793,7.27,1.3,26,11,2021,12,29,8
37.9293,29.2025,7.22,1.1,26,11,2021,12,18,30
38.1068,38.064,6.95,1.3,26,11,2021,12,15,19
36.7961,35.0896,7,1.3,26,11,2021,12,8,18
38.013,32.8016,7,1,26,11,2021,12,5,22
36.408,27.6786,6.2,1.2,26,11,2021,11,56,44
40.7073,32.3481,6.95,1.4,26,11,2021,11,56,24
39.5691,41.4481,6.84,1.2,26,11,2021,11,45,36
37.248,37.058,17.9,1.7,26,11,2021,11,39,26
41.3935,31.1156,7.51,1.4,26,11,2021,11,38,10
38.879,43.518,13.6,1.7,26,11,2021,11,31,56
39.1025,27.5315,7.23,1.6,26,11,2021,11,19,40
40.6225,36.757,11.81,1.8,26,11,2021,11,14,41
34.608,25.719,34.9,3,26,11,2021,11,9,58
39.0913,37.3378,7.06,1.9,26,11,2021,10,54,30
37.808,32.068,5.1,1.3,26,11,2021,10,53,45
40.6051,36.7633,8.76,1.8,26,11,2021,10,48,34
37.8123,27.0501,7,1.2,26,11,2021,10,35,10
40.9131,39.8095,17.42,2.2,26,11,2021,10,2,20
39.836,41.8045,7.05,1.5,26,11,2021,9,58,26
39.185,34.134,7.4,0.7,26,11,2021,9,26,11
37.071,28.351,13.3,1.3,26,11,2021,8,46,50
39.7768,41.8686,7.02,1.6,26,11,2021,8,5,1
39.7101,27.0681,7,1.9,26,11,2021,6,43,43
39.6955,27.0823,7.01,1.4,26,11,2021,6,40,15
36.25,27.188,5.4,2,26,11,2021,6,30,42
41.307,43.7895,2.51,2.6,26,11,2021,6,21,43
36.607,27.301,16.8,1.4,26,11,2021,5,56,38
39.77,41.902,7.31,1.6,26,11,2021,4,22,56
38.8478,26.7323,6.98,1.3,26,11,2021,4,15,14
40.2623,35.4263,7,1.2,26,11,2021,4,15,9
41.6235,41.1541,7.49,2.2,26,11,2021,4,0,44
37.8665,26.9513,7,1.3,26,11,2021,3,3,40
37.5176,33.6725,7.01,1.6,26,11,2021,2,39,39
36.4493,27.0986,7.14,1.6,26,11,2021,1,43,9
38.7456,35.285,7.23,1.8,26,11,2021,1,38,9
38.8513,26.744,7.01,1.7,26,11,2021,1,25,3
35.428,27.3286,7.04,1.9,26,11,2021,1,8,34
39.824,41.812,7.02,2.7,26,11,2021,1,7,36
38.2576,38.8243,7.01,2,26,11,2021,1,3,10
39.812,41.8143,14.55,1.9,26,11,2021,0,43,32
38.1683,30.0276,7,1.3,26,11,2021,0,17,50
39.1838,27.4951,7,1.2,26,11,2021,0,14,10
39.1665,27.4871,7.01,2.7,26,11,2021,0,7,42
38.651,39.8168,17.61,1.6,25,11,2021,23,46,42
37.7896,27.7551,5.67,1.4,25,11,2021,22,43,21
39.6583,41.0343,7.01,1.7,25,11,2021,21,30,49
39.8641,41.8661,7.01,1.5,25,11,2021,21,30,12
40.1906,31.8791,13.63,1.6,25,11,2021,20,56,48
36.8655,28.7466,6.95,1.4,25,11,2021,20,21,1
39.5708,38.1123,7.02,1.5,25,11,2021,19,51,3
36.4391,27.118,7.02,1.5,25,11,2021,19,20,7
36.2441,28.9226,7.06,1.7,25,11,2021,19,16,5
40.3301,42.186,7,1.3,25,11,2021,19,15,22
37.8556,30.5936,6.94,1.5,25,11,2021,18,51,38
35.8286,27.6831,9.31,2.4,25,11,2021,18,9,55
37.8808,30.5746,7,2,25,11,2021,17,47,51
39.7441,42.5285,7,1.3,25,11,2021,16,32,40
40.367,41.4823,7,1.8,25,11,2021,16,22,27
37.0415,28.3683,7,1.1,25,11,2021,16,10,13
39.9763,33.5146,7.18,1.3,25,11,2021,16,7,57
38.46,29.1308,7,1.1,25,11,2021,15,40,31
38.4636,29.1596,7,1,25,11,2021,15,39,13
38.0333,27.1383,7,1.5,25,11,2021,15,37,26
39.109,29.0275,10.76,2.1,25,11,2021,15,26,15
36.62,27.0865,7.05,1.3,25,11,2021,15,2,10
36.9615,27.5978,11.5,2.1,25,11,2021,14,37,4
41.9638,33.681,7,1.3,25,11,2021,13,55,36
40.7871,27.7345,6.96,1.6,25,11,2021,13,51,25
39.9738,28.7,6.03,1.7,25,11,2021,13,2,53
39.4085,40.5101,6.95,2.1,25,11,2021,12,48,17
38.4055,29.0771,7,1,25,11,2021,12,33,46
37.1076,34.8981,7,1.2,25,11,2021,11,45,48
39.8316,42.5863,6.95,1.6,25,11,2021,11,37,37
40.525,41.9885,5.08,1.6,25,11,2021,11,32,19
40.2921,34.554,7.01,1.2,25,11,2021,11,31,29
37.9005,27.1013,7,1,25,11,2021,10,56,55
37.0071,28.1433,7,1.1,25,11,2021,10,52,30
35.3081,27.4456,0.86,2,25,11,2021,9,32,2
39.8246,41.7626,7,1.4,25,11,2021,9,19,59
37.8121,27.1408,7,2,25,11,2021,7,58,7
37.8116,27.1443,7.08,2.4,25,11,2021,7,51,31
37.8858,27.1201,6.98,1.6,25,11,2021,5,54,14
37.1355,28.67,7.01,2.6,25,11,2021,5,50,25
37.8741,27.1056,7.02,2.4,25,11,2021,5,23,27
38.2726,38.7453,7.06,2.1,25,11,2021,4,2,24
37.7985,26.9723,7.01,1.9,25,11,2021,1,42,24
38.5865,30.3863,6.96,1.9,25,11,2021,1,27,9
40.8165,31.9795,10.02,2.3,25,11,2021,1,0,18
38.2498,38.81,6.91,1.5,25,11,2021,0,58,58
37.8846,27.1145,7.01,2.1,25,11,2021,0,55,56
37.8586,26.9263,7,1.4,25,11,2021,0,30,11
38.718,43.1515,6.78,2.4,25,11,2021,0,28,23
36.3306,29.3291,7,1,25,11,2021,0,10,11
40.7608,31.4941,7,1.3,25,11,2021,0,5,36
36.9273,28.023,7,1.1,24,11,2021,23,43,59
36.4768,35.9198,6.99,1.6,24,11,2021,23,24,50
38.5636,33.784,9.88,1.7,24,11,2021,23,0,28
37.6126,26.7858,7.08,1.9,24,11,2021,22,47,5
37.8373,32.1011,7.04,2.3,24,11,2021,21,38,56
36.5245,27.1426,7.02,1.9,24,11,2021,21,12,11
38.144,34.2698,3.84,1.4,24,11,2021,21,11,44
37.9086,27.0278,7.03,1.6,24,11,2021,20,34,17
38.5991,30.358,6.99,1.7,24,11,2021,17,42,53
39.7533,27.5916,3.19,1.6,24,11,2021,17,39,42
38.4791,29.1395,7,0.9,24,11,2021,16,14,32
38.2761,38.8046,7.02,2.5,24,11,2021,15,36,8
39.6168,39.7103,5.46,1.2,24,11,2021,15,13,58
39.8163,41.838,6.95,2.9,24,11,2021,14,57,16
37.0115,37.4043,6.94,1.4,24,11,2021,14,46,42
39.1213,37.3135,7,1.3,24,11,2021,14,27,3
36.33,36.5638,7.62,1.2,24,11,2021,14,9,18
38.4788,39.2408,7,1.6,24,11,2021,13,54,37
37.8036,26.9353,7,1,24,11,2021,13,48,39
36.4683,36.8868,7.11,1.3,24,11,2021,13,34,8
37.7841,27.4213,7.19,1,24,11,2021,13,0,14
38.4348,28.1266,7,1.4,24,11,2021,11,56,12
38.059,42.5538,3.15,2.7,24,11,2021,11,28,42
38.4673,39.2021,7,1.2,24,11,2021,11,1,43
40.8905,27.219,7,1.4,24,11,2021,10,30,9
36.3253,36.3978,7.15,1.6,24,11,2021,10,16,24
39.0578,37.3283,7,1.4,24,11,2021,10,8,40
39.2508,28.0658,6.98,1.3,24,11,2021,9,46,6
39.1031,29.0345,11.27,1.7,24,11,2021,9,3,41
41.093,43.773,2.9,1.6,24,11,2021,8,41,20
39.4198,31.5408,3.85,1.3,24,11,2021,8,23,52
36.1448,31.184,35.71,2,24,11,2021,7,53,42
38.0123,27.1163,7,1,24,11,2021,7,49,23
37.274,37.4805,7.06,1.4,24,11,2021,7,39,35
39.9283,41.7718,14.29,1.5,24,11,2021,7,14,21
39.8248,41.7931,7,1.6,24,11,2021,7,10,13
38.4541,27.0038,7,1.4,24,11,2021,7,6,13
36.5486,28.3356,40.16,2.7,24,11,2021,7,2,58
38.5691,43.915,7.76,1,24,11,2021,6,23,25
39.099,30.091,7,1.2,24,11,2021,6,19,6
40.181,31.8513,9.71,1.4,24,11,2021,6,1,54
39.822,41.886,7.03,1.3,24,11,2021,5,39,54
38.9241,42.0318,6.98,1.6,24,11,2021,5,7,13
37.2478,29.4511,8.8,1,24,11,2021,4,44,42
40.8015,31.057,7.12,1.3,24,11,2021,4,22,34
40.2231,31.6436,7,1.1,24,11,2021,4,2,52
38.2731,38.8005,7,1.4,24,11,2021,3,46,33
38.5555,39.5455,7,1.4,24,11,2021,3,35,29
39.8306,41.7951,7,1.5,24,11,2021,3,18,8
37.445,38.0436,7,1.2,24,11,2021,3,16,19
37.8661,26.9446,8.27,1.3,24,11,2021,3,8,34
38.8015,38.1953,6.9,1.2,24,11,2021,2,41,59
39.4376,28.2071,7.77,2.3,24,11,2021,2,1,59
40.1456,27.3031,7,1.5,24,11,2021,2,1,39
38.6455,27.4653,7.15,1.2,24,11,2021,1,51,5
38.6628,27.507,6.98,1.9,24,11,2021,1,49,31
40.6863,36.627,3.96,1.6,24,11,2021,1,47,1
37.5126,44.6336,4.39,1.7,24,11,2021,1,46,36
38.7838,31.3123,10.7,1.1,24,11,2021,1,32,57
39.884,41.8536,6.96,1.5,24,11,2021,1,25,27
35.8163,35.5346,6.6,2,24,11,2021,1,18,7
40.5248,35.4415,6.97,1.3,24,11,2021,1,5,11
37.164,36.2805,5.8,1.9,24,11,2021,1,4,31
40.7131,32.9846,7,1.2,24,11,2021,0,49,32
38.1881,38.5963,7,1,24,11,2021,0,28,46
39.783,41.7768,7,1.3,24,11,2021,0,25,13
38.7675,38.7226,7,0.8,24,11,2021,0,24,51
39.369,33.9748,7.71,0.9,24,11,2021,0,15,16
39.5983,40.9403,6.81,1.4,24,11,2021,0,5,51
39.7801,41.8648,6.95,2.1,23,11,2021,23,43,54
39.5675,41.2548,7,1.5,23,11,2021,23,33,15
39.8091,41.826,7,2.4,23,11,2021,23,5,40
40.2686,40.8098,8.68,1.3,23,11,2021,23,3,31
38.0123,37.682,7.02,1.7,23,11,2021,22,23,11
37.817,27.6741,7,1.2,23,11,2021,22,6,30
39.6568,37.3516,8.26,1.7,23,11,2021,21,54,8
37.8816,27.5716,7.21,1.8,23,11,2021,21,44,51
38.274,38.7845,7.03,1.5,23,11,2021,21,40,48
39.6861,28.4391,11.96,1.5,23,11,2021,21,19,18
37.906,26.9143,10.58,1.3,23,11,2021,21,18,20
38.4551,31.7193,7.02,1.2,23,11,2021,20,32,48
40.2033,31.9121,7.08,1.2,23,11,2021,20,24,53
37.9616,26.93,6.99,0.9,23,11,2021,20,11,28
39.0293,30.0561,7.08,1,23,11,2021,19,46,10
36.9101,32.5663,7.06,1.4,23,11,2021,19,37,36
35.9655,36.5926,6.75,1.5,23,11,2021,19,36,56
40.065,27.7156,7,1.1,23,11,2021,19,12,25
38.5966,39.8488,7,1.1,23,11,2021,18,40,38
38.9511,27.8883,7,1.2,23,11,2021,18,39,25
39.7815,26.171,5.23,1.4,23,11,2021,18,16,26
40.3321,39.6468,7.05,1.2,23,11,2021,18,10,12
37.9708,29.2296,4.48,1.2,23,11,2021,17,50,3
41.1093,28.5225,7.01,1.3,23,11,2021,17,49,0
40.805,31.7266,4.9,1.3,23,11,2021,17,19,25
35.2121,26.8643,13.3,3.2,23,11,2021,17,6,20
38.2526,38.8108,6.97,2.3,23,11,2021,16,55,45
37.884,26.726,4.3,2,23,11,2021,15,41,31
39.7325,28.7681,6.63,1.4,23,11,2021,14,35,27
39.4636,40.932,7,1.8,23,11,2021,14,8,5
39.4316,27.9373,7.02,1.7,23,11,2021,13,20,13
39.8173,41.7978,6.83,1.5,23,11,2021,13,19,7
39.8098,41.8358,7,1.8,23,11,2021,13,11,29
40.9886,39.0628,6.87,2.1,23,11,2021,12,46,39
38.2768,38.778,7.58,2.6,23,11,2021,12,16,4
40.817,31.0468,7,1.5,23,11,2021,10,33,40
40.1296,34.1808,10.55,1.5,23,11,2021,10,33,23
39.9265,25.6903,7,1.5,23,11,2021,10,5,28
37.5028,38.8343,7.07,1.6,23,11,2021,9,56,46
39.0911,27.5271,6.99,1.6,23,11,2021,9,39,6
40.701,31.5965,12.81,2.2,23,11,2021,9,3,34
39.5115,40.9213,4.19,1.3,23,11,2021,8,52,56
39.6008,40.9063,6.03,1.4,23,11,2021,8,46,0
39.5313,40.9461,7,3.4,23,11,2021,8,41,5
38.437,39.2485,7,2.2,23,11,2021,8,11,26
38.6843,30.7643,7,1.1,23,11,2021,7,33,28
38.6805,30.7708,7,1.1,23,11,2021,7,18,29
38.8786,43.475,7.5,1.3,23,11,2021,5,43,14
39.115,29.0438,7,2.1,23,11,2021,5,12,8
38.7213,43.1475,7.03,1.7,23,11,2021,4,21,18
39.8121,41.8371,6.73,2.9,23,11,2021,2,51,27
39.8191,41.8303,6.69,1.3,23,11,2021,2,23,38
37.8581,27.5726,7,1,22,11,2021,22,41,46
36.2396,27.7416,7.21,1.3,22,11,2021,20,17,42
37.9081,27.2111,7,1.1,22,11,2021,20,9,18
39.8031,41.8071,7,1.5,22,11,2021,18,59,20
35.9763,27.5668,5.81,1.4,22,11,2021,18,19,54
40.7895,30.9561,7.31,0.6,22,11,2021,17,16,45
39.087,28.9971,6.95,1.1,22,11,2021,17,10,35
39.8108,41.8411,7,1.2,22,11,2021,16,46,31
39.799,41.8135,7,1.1,22,11,2021,16,40,24
39.9228,41.8701,7,1.4,22,11,2021,16,28,37
38.9323,26.0296,7.2,2.1,22,11,2021,16,15,39
36.8845,34.924,7,1.1,22,11,2021,16,5,24
