Enlem,Boylam,Derinlik,Büyüklük,Gün,Ay,Yıl,Saat,Dakika,Saniye
38.0575,29.0513,7.03,1.2,14,10,2021,17,59,24
36.2886,27.0831,6.73,1.7,14,10,2021,17,22,12
37.724,30.081,2.5,1.4,14,10,2021,17,8,59
35.7683,27.4356,12.24,2.3,14,10,2021,16,20,58
39.9878,39.5671,6.66,1.5,14,10,2021,16,12,22
39.9388,28.7635,7,1.5,14,10,2021,16,10,57
38.8936,35.1971,7.27,1.1,14,10,2021,15,52,4
36.9838,27.3568,7.12,2,14,10,2021,14,56,40
39.2255,41.3565,7,2.4,14,10,2021,14,48,9
38.7095,26.5781,6.91,2.5,14,10,2021,14,42,4
36.2168,28.797,7,1.1,14,10,2021,14,33,1
41.2266,43.788,7.17,1.6,14,10,2021,12,50,41
39.0596,28.7133,7,1.1,14,10,2021,12,38,24
38.4566,29.279,7,1.2,14,10,2021,12,36,57
41.23,41.5993,7,1.2,14,10,2021,12,24,13
39.3576,27.6253,5.14,1.1,14,10,2021,12,3,58
37.0416,28.134,7,1.6,14,10,2021,11,57,2
37.8606,29.676,7,1.2,14,10,2021,11,53,54
41.1895,43.8261,6.95,2.3,14,10,2021,11,51,14
38.3725,38.677,7,1.3,14,10,2021,11,51,3
39.866,28.7035,7,1.6,14,10,2021,11,14,37
34.3718,26.8001,6.97,2.7,14,10,2021,11,10,40
37.0393,28.1373,7,1.6,14,10,2021,10,50,44
40.4448,29.32,7.24,1.1,14,10,2021,10,26,43
36.661,28.323,7,1.4,14,10,2021,10,15,59
36.567,27.1881,7,1.3,14,10,2021,10,7,7
39.6541,30.073,7,1.2,14,10,2021,9,58,31
39.9871,28.1855,7,1,14,10,2021,7,51,33
36.9605,27.7166,6.96,1.5,14,10,2021,6,20,7
36.65,27.4078,11.5,1.2,14,10,2021,6,15,0
38.3931,29.9446,6.99,2.2,14,10,2021,6,14,20
37.1066,36.8331,5.1,1.7,14,10,2021,5,5,54
36.8773,27.367,6.44,1.4,14,10,2021,5,4,42
35.422,25.276,15,2.6,14,10,2021,4,50,25
39.0345,30.1343,7.01,1.6,14,10,2021,4,47,38
35.722,26.734,13.9,1.9,14,10,2021,4,47,1
35.758,25.842,13.3,2.2,14,10,2021,4,30,38
38.6428,43.159,7,2.2,14,10,2021,3,39,13
38.8585,41.9486,6.99,1.6,14,10,2021,3,16,13
39.775,39.0725,7.09,1.9,14,10,2021,2,25,48
35.564,27.079,32.6,1.7,14,10,2021,2,23,16
35.5731,27.2261,14.12,1.8,14,10,2021,2,22,18
38.2851,38.765,8.9,3.2,14,10,2021,2,11,6
36.4781,28.6523,7.02,1.4,14,10,2021,1,33,22
40.8005,31.0756,7,1.3,14,10,2021,1,31,39
35.5908,28.6923,30.27,1.8,14,10,2021,0,5,3
36.596,28.474,51.5,1.3,13,10,2021,23,53,45
36.5155,27.0981,7.04,1.5,13,10,2021,23,46,58
39.9816,28.184,7,1.3,13,10,2021,23,21,0
37.9848,27.6615,5.24,1.8,13,10,2021,23,13,47
40.8378,39.8865,7,1.3,13,10,2021,21,55,34
37.0061,30.3016,7.21,2.3,13,10,2021,21,14,11
39.4445,39.7345,7,1.3,13,10,2021,19,37,52
38.9508,26.0375,7,2.4,13,10,2021,19,29,41
36.9738,27.7575,7,1.3,13,10,2021,18,47,36
36.5,27.296,25.35,1.7,13,10,2021,18,26,5
39.0621,26.891,10.74,2.5,13,10,2021,17,7,40
40.0996,30.0651,7,2.8,13,10,2021,16,17,48
40.6553,29.1656,10.37,2.4,13,10,2021,15,28,50
36.9465,27.6886,7.01,1.9,13,10,2021,14,17,18
36.6473,25.6486,11.87,2.8,13,10,2021,14,0,30
38.288,38.832,9.4,2.3,13,10,2021,13,4,56
39.8855,28.849,7.05,1.8,13,10,2021,12,20,28
39.4641,28.1563,7,1.1,13,10,2021,12,13,25
37.3796,38.581,7,1.8,13,10,2021,12,9,41
37.883,26.955,20.3,1.4,13,10,2021,11,15,10
36.9428,27.7055,7,1.5,13,10,2021,10,48,44
38.3293,38.7506,7,1.9,13,10,2021,10,46,51
37.8961,27.6413,7,1.7,13,10,2021,10,33,5
37.9036,27.6598,7,3.3,13,10,2021,9,49,28
40.6538,30.4035,7,1.1,13,10,2021,8,58,3
40.8571,31.5755,7,1.2,13,10,2021,8,47,35
37.8286,26.3666,7,2.1,13,10,2021,7,29,25
36.4783,27.1845,7.18,2.5,13,10,2021,7,6,38
38.3693,27.7338,7,1.5,13,10,2021,6,44,43
38.8355,27.614,7,2.8,13,10,2021,5,17,50
36.4793,27.1276,5.44,2.1,13,10,2021,3,40,39
37.8135,26.6835,6.83,1.5,13,10,2021,3,1,59
40.7806,27.7276,7.03,1.9,13,10,2021,2,4,44
40.7643,32.9605,7,1.6,13,10,2021,2,3,53
36.2268,26.9515,6.36,2,13,10,2021,1,48,23
36.9431,28.752,7,1,13,10,2021,0,27,5
37.8261,26.3701,7,1.3,12,10,2021,22,55,46
38.6771,43.1346,7,2.2,12,10,2021,22,4,31
36.9398,27.7138,7,1.7,12,10,2021,21,26,59
37.8018,29.826,7,1.2,12,10,2021,20,40,37
38.7595,27.813,7.02,1.6,12,10,2021,20,36,6
38.007,35.1645,5.27,1.6,12,10,2021,20,29,55
37.4843,30.4628,7,1.4,12,10,2021,20,15,5
39.1386,27.244,7,1.4,12,10,2021,19,5,56
39.4001,26.3443,7,1.3,12,10,2021,18,3,43
40.6428,26.0185,6.11,1.5,12,10,2021,16,57,57
40.5708,29.184,12.81,1.5,12,10,2021,16,52,52
41.702,32.5448,7,1.7,12,10,2021,15,38,38
37.8598,26.9843,7,2,12,10,2021,15,15,31
37.7661,26.6788,7,1.7,12,10,2021,14,52,14
38.8183,26.2475,7,1.6,12,10,2021,14,21,51
39.0803,40.4856,18.05,2.6,12,10,2021,13,50,35
35.2271,27.5586,8.21,2.3,12,10,2021,13,26,37
35.6718,25.7213,12.7,2.4,12,10,2021,13,5,17
35.2183,26.3025,6.53,2.7,12,10,2021,12,51,53
34.7518,26.1021,5.83,3.6,12,10,2021,12,40,16
35.4,26.9921,11.75,4.2,12,10,2021,12,32,35
35.0756,26.1166,6.62,6.3,12,10,2021,12,24,1
39.614,26.0878,7,1.4,12,10,2021,11,13,35
38.7705,31.3043,7.52,2.1,12,10,2021,10,57,20
38.757,38.1565,7,2.5,12,10,2021,9,35,7
39.0781,27.557,6.94,1.7,12,10,2021,9,13,0
38.9296,42.5288,7.22,1.7,12,10,2021,8,40,51
36.3515,27.1598,4.08,2.5,12,10,2021,7,5,4
36.5755,27.1955,6.97,2.2,12,10,2021,6,46,38
37.8465,26.8778,7,1.5,12,10,2021,6,35,50
36.2821,27.1178,6.46,1.8,12,10,2021,6,14,15
37.8873,26.7741,7.02,2.4,12,10,2021,4,49,54
36.9365,27.6908,7,1.5,12,10,2021,4,10,55
36.5848,27.199,5.61,1.7,12,10,2021,3,50,20
36.5585,27.1943,6.93,1.8,12,10,2021,3,48,23
36.5481,27.1731,7.54,1.8,12,10,2021,3,40,48
36.5618,27.1966,7.09,1.8,12,10,2021,3,32,27
36.5875,27.2281,6.99,1.6,12,10,2021,3,23,35
36.2178,27.3563,6.72,1.5,12,10,2021,3,16,51
36.3058,27.459,7.97,1.9,12,10,2021,3,7,42
36.2045,27.3601,4.87,2.9,12,10,2021,2,17,47
41.3065,33.3583,4.35,0.8,12,10,2021,1,34,34
37.8795,26.8066,7.03,1.7,12,10,2021,1,30,47
36.498,27.1643,7.2,3.8,11,10,2021,23,36,29
38.86,43.47,3.1,2.8,11,10,2021,22,20,38
38.6481,43.1635,7.03,2.1,11,10,2021,21,39,18
37.8498,26.9556,7,1.5,11,10,2021,20,49,15
36.567,27.2193,7,1.4,11,10,2021,20,44,33
37.8831,26.8811,7,1.6,11,10,2021,19,45,59
34.793,26.568,15,3.6,11,10,2021,17,43,30
36.4151,29.3266,34.16,1.8,11,10,2021,16,41,28
34.5141,26.6741,12,3.5,11,10,2021,15,50,45
37.455,30.3943,7.05,1.5,11,10,2021,14,54,57
39.0821,31.0636,10.66,1.9,11,10,2021,14,9,26
37.4206,30.3868,5.25,2.4,11,10,2021,13,56,48
38.6606,39.8381,17.88,3.1,11,10,2021,12,39,31
36.642,36.3008,7,1.8,11,10,2021,12,35,10
37.883,26.9645,7,1.7,11,10,2021,12,27,50
36.4785,27.1473,7,1.4,11,10,2021,12,6,23
37.128,38.6858,6.97,1.5,11,10,2021,11,52,42
36.885,34.7248,5.75,1.6,11,10,2021,11,48,33
38.0085,29.1386,11.07,1.4,11,10,2021,11,39,59
36.4283,27.164,7.45,1.7,11,10,2021,11,33,32
38.8098,27.0913,7,1.4,11,10,2021,11,8,9
40.073,39.7198,7,1.4,11,10,2021,10,56,36
38.7135,43.1853,7,1.3,11,10,2021,10,39,0
37.565,29.195,5,1.1,11,10,2021,10,26,51
35.86,31.411,11.4,1.7,11,10,2021,10,14,29
38.652,43.1345,6.97,2,11,10,2021,9,11,38
40.1941,35.639,11.54,1.5,11,10,2021,7,51,13
37.8086,26.4718,7,2,11,10,2021,7,49,34
42.9953,27.6695,6.64,2.8,11,10,2021,6,49,34
38.7205,27.6873,7,1.7,11,10,2021,6,46,37
38.9808,42.0811,6.97,2.7,11,10,2021,6,15,35
37.8948,26.929,7,1.6,11,10,2021,5,40,10
34.892,32.9525,6.45,2,11,10,2021,5,37,5
40.8195,31.5378,7,1.2,11,10,2021,4,16,50
37.0323,29.055,7,1.8,11,10,2021,4,16,18
37.4223,27.6581,7,1.5,11,10,2021,4,5,45
37.4158,27.6495,7,1.3,11,10,2021,3,49,20
40.409,35.0045,9.27,2,11,10,2021,3,45,51
37.4228,27.6556,7,1.6,11,10,2021,3,39,21
37.4633,27.66,7,1.3,11,10,2021,3,24,5
36.4788,27.1503,5.61,1.7,11,10,2021,2,35,50
36.4691,27.6891,7,1.3,11,10,2021,2,14,20
37.8778,26.9208,7,1.2,11,10,2021,1,37,10
37.1595,29.422,12.02,1.1,11,10,2021,1,5,25
37.9111,27.1176,7,1,11,10,2021,0,56,11
37.4495,27.6668,7,1.8,11,10,2021,0,43,5
37.8715,26.4505,7,1.6,11,10,2021,0,36,37
37.4488,27.6648,7,3,10,10,2021,23,24,51
36.5508,27.1598,7,1.5,10,10,2021,23,16,59
38.7945,27.7523,6.84,1.7,10,10,2021,22,6,59
41.1706,43.8448,6.73,1.5,10,10,2021,22,5,7
37.0265,27.7613,7,1.1,10,10,2021,21,3,27
38.9616,30.1031,7.15,1.5,10,10,2021,21,3,15
38.1113,29.238,7,1.2,10,10,2021,20,26,22
38.7606,27.7456,6.98,1.6,10,10,2021,20,12,25
38.759,27.7431,6.87,2.5,10,10,2021,20,2,51
38.813,27.737,6.78,1.4,10,10,2021,19,45,54
38.6423,43.17,7,1.2,10,10,2021,19,28,14
38.25,42.8865,7,1.7,10,10,2021,19,27,22
38.6593,43.186,7,1.8,10,10,2021,19,14,15
38.64,43.1275,7.01,2.9,10,10,2021,19,11,11
38.6378,43.153,7,2.6,10,10,2021,19,8,55
38.6505,43.1916,7,1.7,10,10,2021,19,1,46
39.9328,35.4771,7,1.2,10,10,2021,19,0,41
38.634,43.1113,7,1.9,10,10,2021,18,51,34
38.6321,43.1626,6.99,3.5,10,10,2021,18,44,30
38.6241,43.1535,7.01,3.4,10,10,2021,18,41,32
37.4585,27.6341,7,1.4,10,10,2021,17,9,17
37.8353,27.0378,6.98,2.9,10,10,2021,16,19,47
37.4561,27.6598,7,1.3,10,10,2021,15,43,35
38.6431,43.1238,6.96,3,10,10,2021,15,1,35
36.8701,28.9561,10.14,2.1,10,10,2021,15,0,53
36.4898,27.251,7.33,1.8,10,10,2021,14,46,3
39.8793,25.5665,6.77,1.8,10,10,2021,13,56,50
38.9623,42.0288,6.8,2.9,10,10,2021,13,35,26
37.4466,30.4131,7.02,2.1,10,10,2021,13,27,23
37.8463,27.0451,7,2.7,10,10,2021,13,9,38
37.3501,28.104,7,1.8,10,10,2021,12,16,52
38.9335,25.3966,6.84,1.9,10,10,2021,11,55,49
37.4563,27.6701,7,1.3,10,10,2021,11,13,51
37.591,29.9545,7,2.3,10,10,2021,10,55,41
36.4918,27.155,6.97,1.6,10,10,2021,9,18,22
37.099,28.208,7,1.4,10,10,2021,9,9,43
37.459,27.671,7,2.1,10,10,2021,8,33,30
37.1036,28.5961,7,1.1,10,10,2021,8,21,46
39.5305,26.3798,7.02,1.6,10,10,2021,6,34,6
36.9175,28.1136,7.02,1.8,10,10,2021,6,6,22
36.426,27.1578,4.39,1.7,10,10,2021,5,40,20
37.435,30.3928,0.17,2.2,10,10,2021,5,20,24
37.8523,26.926,6.97,1.6,10,10,2021,5,5,29
37.2173,29.0656,7,1,10,10,2021,4,1,28
37.8185,26.9425,7,1.4,10,10,2021,3,52,34
40.4416,27.0275,7,1.7,10,10,2021,3,18,41
39.4601,36.7105,15.36,2,10,10,2021,2,51,38
39.3311,26.2696,12.4,2.1,10,10,2021,2,31,13
35.5988,31.1845,27.81,2,10,10,2021,2,27,1
38.644,43.172,6.94,2.1,10,10,2021,2,20,7
38.6615,43.16,7,2.1,10,10,2021,2,4,42
38.6403,43.164,6.94,1.9,10,10,2021,2,2,56
38.659,43.1608,6.98,2.2,10,10,2021,1,59,55
38.6391,43.16,7.01,2.6,10,10,2021,1,40,16
38.6486,43.1198,7.03,3.4,10,10,2021,1,31,1
37.5475,30.0286,7.01,1.6,10,10,2021,1,16,53
36.4906,27.1473,10.34,2.5,10,10,2021,0,44,47
37.4021,36.2913,11.78,3.3,9,10,2021,23,53,50
36.9305,34.4246,7,2,9,10,2021,23,52,6
37.5023,30.4203,7,0.9,9,10,2021,23,31,50
38.3811,39.0698,7,1.5,9,10,2021,22,47,0
38.9873,43.1691,6.84,1.7,9,10,2021,22,38,16
36.5811,27.2298,5.12,1.9,9,10,2021,21,56,46
36.541,27.2425,6.86,2.1,9,10,2021,21,26,21
40.2706,43.0271,7.05,1.4,9,10,2021,21,19,33
37.4613,27.6571,7,2.9,9,10,2021,21,4,47
37.4703,35.835,6.9,1.8,9,10,2021,20,49,56
38.3415,26.7263,7.62,2.2,9,10,2021,20,27,55
38.3368,26.7336,7,1.4,9,10,2021,20,27,18
38.3473,26.7231,6.08,1.7,9,10,2021,20,18,18
37.4346,35.865,36,3.3,9,10,2021,19,58,46
37.8426,26.9461,7,1.6,9,10,2021,19,49,3
39.4633,31.4866,3.64,1.7,9,10,2021,18,55,59
36.3663,27.0753,8.35,1.7,9,10,2021,18,40,15
36.5421,38.6838,6.55,1.9,9,10,2021,18,22,18
38.3546,43.1603,6.96,1.5,9,10,2021,18,9,6
38.0173,26.2898,6.86,2,9,10,2021,18,8,10
38.3181,38.738,7,2.2,9,10,2021,17,52,57
38.9105,37.9896,11.7,1.4,9,10,2021,17,30,47
36.5291,27.301,12.01,1.6,9,10,2021,17,28,42
39.794,30.1585,7,1.1,9,10,2021,17,24,39
37.852,26.3838,6.99,2.4,9,10,2021,16,49,1
37.3818,36.7623,7,1.1,9,10,2021,16,44,56
38.3833,38.7391,7,1.9,9,10,2021,16,25,27
38.9933,35.0116,6.9,1.3,9,10,2021,15,58,14
37.9706,26.9403,7.63,1.3,9,10,2021,15,45,55
37.1996,37.4756,6.98,1.6,9,10,2021,15,15,21
37.235,36.9855,7,1.4,9,10,2021,15,9,22
36.3453,27.8261,6.98,1.6,9,10,2021,14,58,42
36.5756,27.2406,7.96,2.1,9,10,2021,14,40,48
37.0555,27.6655,7.06,1.9,9,10,2021,14,27,30
37.9878,29.468,7,1.3,9,10,2021,14,9,24
39.4506,33.5058,7.01,1.7,9,10,2021,13,52,32
37.7675,27.337,7.05,1.3,9,10,2021,13,48,23
36.3806,27.2195,7.13,1.6,9,10,2021,13,44,58
39.7298,30.7086,6.26,1.6,9,10,2021,13,14,0
36.9746,30.3465,17.08,1.2,9,10,2021,13,7,7
35.369,24.464,15,2.5,9,10,2021,13,3,52
39.9576,33.5143,7,1,9,10,2021,13,1,17
38.8943,34.861,6.89,1.2,9,10,2021,12,59,57
37.8428,26.4246,7,1.2,9,10,2021,12,41,38
37.8696,26.4196,7,1,9,10,2021,12,33,26
40.6468,36.8336,6.64,1.8,9,10,2021,12,22,42
39.5078,35.2545,7,0.7,9,10,2021,12,9,5
39.8498,39.0265,6.99,1.8,9,10,2021,11,26,41
37.8216,26.9656,6.89,1.3,9,10,2021,11,16,32
37.8488,26.9918,6.99,1.7,9,10,2021,11,10,9
37.1601,37.1786,6.94,2,9,10,2021,10,5,4
38.6175,31.0616,7,1,9,10,2021,9,57,13
38.624,31.0691,7,1,9,10,2021,9,49,58
38.3946,38.7391,7,1.7,9,10,2021,9,37,8
37.9685,27.6231,4.6,1.3,9,10,2021,8,17,35
37.9128,27.6223,7,1.1,9,10,2021,8,16,35
37.9511,27.6185,7,1.2,9,10,2021,8,16,0
36.517,27.2223,6.91,1.5,9,10,2021,7,46,53
37.8276,26.9893,7,1.6,9,10,2021,7,16,51
36.3053,27.6313,14.22,2.7,9,10,2021,7,16,44
36.778,27.3113,7.17,1.2,9,10,2021,6,16,57
37.6933,29.222,7,1.2,9,10,2021,6,7,29
37.5173,38.693,7.02,1.8,9,10,2021,6,0,55
39.829,39.0393,7,1.8,9,10,2021,5,44,29
39.8303,39.057,14.31,2.5,9,10,2021,5,43,31
38.9595,25.6295,7.12,1.9,9,10,2021,5,16,34
36.2998,27.0721,14.04,2,9,10,2021,5,10,27
38.0525,35.1655,9.46,2.3,9,10,2021,4,59,40
35.2435,25.6688,6.36,2.4,9,10,2021,4,42,34
36.2988,27.0423,12.79,2.4,9,10,2021,4,12,7
36.2995,27.1168,7.19,2,9,10,2021,4,11,28
37.8815,27.7008,7.47,1.4,9,10,2021,4,4,35
37.9251,27.5896,7,1.2,9,10,2021,3,38,28
35.332,37.367,34.5,2.8,9,10,2021,3,31,25
36.5481,27.2475,4.28,1.6,9,10,2021,3,1,3
40.4955,30.4663,7,1,9,10,2021,2,39,37
36.682,27.5318,6.68,1.5,9,10,2021,2,37,55
36.8953,27.6746,7,1.5,9,10,2021,2,10,32
38.9081,42.0315,7,1.5,9,10,2021,2,10,32
37.259,31.215,96.2,1.6,9,10,2021,2,1,31
38.2546,38.8531,6.99,1.6,9,10,2021,1,59,58
35.219,25.464,143.5,2.4,9,10,2021,1,15,41
36.5446,28.9296,6.98,1.5,9,10,2021,0,34,22
40.3881,34.8205,6.99,1.4,9,10,2021,0,31,10
37.8805,27.723,7,1.2,8,10,2021,23,44,5
36.5513,27.2443,5.88,1.5,8,10,2021,23,18,57
38.6526,43.226,7.06,1.9,8,10,2021,23,9,44
38.9033,26.6833,7,1.5,8,10,2021,23,8,4
38.9075,26.6885,7.02,1.7,8,10,2021,22,51,29
38.9526,26.0216,7.01,1.7,8,10,2021,22,25,39
36.9995,27.8785,7.01,1,8,10,2021,21,57,45
36.4195,27.2113,7.22,1.8,8,10,2021,21,47,50
38.9513,42.0081,7,2.3,8,10,2021,21,45,17
37.5655,27.1298,7,1.1,8,10,2021,21,41,10
36.9445,27.353,8.67,1.7,8,10,2021,21,37,50
37.8808,27.1345,7,1.6,8,10,2021,21,6,53
36.5371,27.2328,7.08,1.6,8,10,2021,21,5,1
36.544,27.2648,7.01,1.8,8,10,2021,19,32,35
36.1423,27.9676,6.95,1.6,8,10,2021,18,57,29
36.5086,27.0831,7.48,1.5,8,10,2021,18,51,55
38.9693,42.0056,6.98,2.5,8,10,2021,17,17,50
37.9918,28.4176,7,1.5,8,10,2021,16,56,10
36.213,26.9728,7.04,1.8,8,10,2021,16,19,1
40.0066,42.9826,7,1.5,8,10,2021,15,47,42
39.7906,41.3803,7,2.3,8,10,2021,15,11,33
38.478,26.6905,7,1.4,8,10,2021,14,52,45
39.5776,33.5561,8.3,0.8,8,10,2021,14,7,26
40.6795,42.9793,6.94,1.2,8,10,2021,13,47,13
40.3371,27.0033,7.12,1.7,8,10,2021,13,1,42
39.8416,28.9066,7,1.7,8,10,2021,12,20,13
37.822,27.0143,7,2.2,8,10,2021,12,15,40
38.358,38.7476,7,1.5,8,10,2021,11,19,46
38.0635,42.822,6.97,2.1,8,10,2021,11,11,4
40.6166,27.417,7.18,1.9,8,10,2021,9,58,48
38.9646,26.0181,19.35,2.3,8,10,2021,9,50,14
38.9416,25.9811,15.07,3,8,10,2021,9,47,21
37.0921,28.5123,7,1.8,8,10,2021,9,35,39
35.397,25.6626,5.45,3.7,8,10,2021,9,26,54
35.9968,27.8065,7.05,1.9,8,10,2021,8,37,8
35.776,28.8153,13.87,2.3,8,10,2021,7,33,59
37.4746,30.4366,7.01,2,8,10,2021,7,32,18
37.9251,28.8143,7,1.5,8,10,2021,5,39,48
41.1016,43.6388,6.01,1.5,8,10,2021,5,33,1
40.0913,35.5551,8.69,1.4,8,10,2021,4,56,34
37.12,27.259,7,1.4,8,10,2021,4,33,56
36.8253,31.783,7.16,1.3,8,10,2021,3,35,56
36.6993,42.32,6.99,1.7,8,10,2021,3,10,26
37.5586,44.5371,7.01,1.7,8,10,2021,2,36,31
38.4803,43.9626,7.05,1.5,8,10,2021,2,14,27
39.1375,28.9886,10.88,1.7,8,10,2021,2,5,24
37.8136,26.9913,7,1.6,8,10,2021,1,47,17
37.8965,26.8953,7,1.8,8,10,2021,1,21,15
36.4516,27.053,7.07,2.5,8,10,2021,1,11,2
38.3755,39.1301,7.05,1.8,8,10,2021,0,49,18
37.9138,26.9018,7,1.3,8,10,2021,0,40,35
36.2066,27.6633,5.61,1.7,8,10,2021,0,22,39
38.0371,27.099,7,1.3,8,10,2021,0,10,47
37.811,29.5888,6.23,1.4,7,10,2021,23,27,11
39.1301,29.005,11.07,1.1,7,10,2021,23,20,13
38.6753,30.7788,7,1.5,7,10,2021,22,15,55
38.0641,27.4858,7,1.6,7,10,2021,21,12,30
39.208,29.171,7,1.3,7,10,2021,20,52,36
38.564,39.5428,7,1.6,7,10,2021,20,48,48
37.7795,27.103,7,1.4,7,10,2021,20,25,43
39.5346,26.2136,6.82,2.1,7,10,2021,20,24,24
36.379,27.119,6.68,1.5,7,10,2021,18,56,9
37.5528,44.7318,5.87,2.7,7,10,2021,18,38,14
37.6926,30.1603,7,2.4,7,10,2021,18,25,4
39.3225,33.3541,7,1.1,7,10,2021,17,8,28
39.0148,27.8591,7.04,2.1,7,10,2021,17,2,9
40.1585,38.2546,11.37,2.3,7,10,2021,15,16,0
37.9805,35.165,7,1.7,7,10,2021,14,0,24
40.3513,40.1731,2.21,1.4,7,10,2021,13,38,7
36.4876,36.8818,7.06,1.8,7,10,2021,13,24,13
36.4838,27.141,7.24,1.9,7,10,2021,13,8,26
39.1976,29.1576,7,1.2,7,10,2021,13,2,14
39.9898,33.1818,7,1.3,7,10,2021,13,1,46
38.987,30.209,4.5,2.2,7,10,2021,12,15,27
37.81,28.792,12.9,1.9,7,10,2021,11,26,21
38.4193,27.1796,14.35,1.8,7,10,2021,11,21,20
39.2005,29.1666,10.09,2.9,7,10,2021,10,57,29
39.0795,27.5316,6.99,1.6,7,10,2021,10,5,19
37.5351,30.5406,7,1.6,7,10,2021,9,53,0
40.1043,28.586,7,1.5,7,10,2021,9,34,13
37.4513,30.3925,6.99,1.5,7,10,2021,8,36,12
36.4895,27.1343,7.21,3.1,7,10,2021,8,4,27
38.3445,38.188,7.05,1.4,7,10,2021,7,27,21
37.443,30.3955,7.13,1.2,7,10,2021,6,57,46
36.5783,27.1226,4.65,1.3,7,10,2021,6,42,30
37.4923,30.6133,7,1.1,7,10,2021,6,38,26
36.549,27.2071,23.29,1.7,7,10,2021,6,14,47
37.455,30.4023,7.15,1.2,7,10,2021,6,12,29
37.449,30.4103,7.03,1.6,7,10,2021,6,4,44
40.5365,34.3731,7.03,1.1,7,10,2021,5,50,59
38.2565,38.6321,7.04,1.4,7,10,2021,5,45,11
39.0155,27.857,10.27,2.9,7,10,2021,5,25,35
37.8593,29.3273,10.1,2.4,7,10,2021,5,18,32
38.9676,26.0073,5.91,2.1,7,10,2021,5,12,23
36.9423,37.242,7,1.4,7,10,2021,4,43,57
38.9386,26.005,10.78,2.4,7,10,2021,4,24,4
38.4356,31.8038,7,1.2,7,10,2021,4,21,52
36.6486,36.5425,4.87,1.6,7,10,2021,3,59,3
37.8326,27.3076,7.21,1.1,7,10,2021,3,50,58
37.8538,27.0255,7,1.6,7,10,2021,3,47,4
35.6515,26.9531,6.81,2.1,7,10,2021,3,38,9
36.5248,27.5375,19.24,1.2,7,10,2021,3,37,44
39.1405,29.04,11.02,1.2,7,10,2021,3,29,29
38.902,38.2365,7,1.1,7,10,2021,2,51,24
38.432,38.838,7.04,1.4,7,10,2021,2,23,57
36.6136,27.2968,6.41,1.2,7,10,2021,1,34,27
36.4771,27.181,6.92,1.7,7,10,2021,1,29,19
36.6061,27.3151,2.34,1.5,7,10,2021,1,27,55
36.8011,27.2401,7,1.4,7,10,2021,1,27,19
36.4865,29.0273,7.03,1.7,7,10,2021,0,49,41
36.6245,27.3586,4.21,1.6,7,10,2021,0,38,57
39.1618,36.048,7.02,1.1,7,10,2021,0,8,2
39.1258,36.0306,6.9,1.2,7,10,2021,0,4,10
36.6303,27.2703,7.98,1.5,6,10,2021,23,59,11
38.3901,33.1875,7.06,1.1,6,10,2021,23,38,58
39.257,40.8005,7,1.2,6,10,2021,23,23,33
38.9505,26.0395,10.69,2,6,10,2021,23,23,29
37.9948,38.173,7.01,1.5,6,10,2021,23,21,17
36.7028,27.5728,8.42,1.2,6,10,2021,23,7,53
36.6373,27.525,7.36,1.6,6,10,2021,23,7,5
36.7081,27.4246,9.73,1.5,6,10,2021,22,56,45
39.4766,32.7125,6.9,1.5,6,10,2021,22,46,4
35.8865,31.5765,7.65,1.4,6,10,2021,22,44,51
38.4531,33.8816,7.01,1.4,6,10,2021,21,20,51
36.5906,27.3356,13.47,1.7,6,10,2021,21,2,18
38.0475,26.2766,11.3,1.8,6,10,2021,20,43,36
37.0283,28.3303,7,1.2,6,10,2021,20,33,27
34.9713,26.661,6.44,2.4,6,10,2021,20,25,10
37.0573,36.6438,7.05,1.4,6,10,2021,20,19,5
38.5246,44.42,7.36,2.1,6,10,2021,20,5,28
40.4981,37.0621,7.19,1.6,6,10,2021,18,58,27
36.6195,27.2963,7.4,1.5,6,10,2021,18,57,4
38.9395,28.9751,7,1,6,10,2021,18,44,48
37.903,29.1628,1.4,1.3,6,10,2021,18,29,55
39.756,30.1798,7,1.1,6,10,2021,17,30,48
37.8663,27.2705,7.62,2,6,10,2021,17,5,25
41.3486,41.6596,6.57,1.2,6,10,2021,16,58,40
37.8826,27.2925,7.61,1.1,6,10,2021,16,56,52
40.0973,39.9288,7,1.3,6,10,2021,16,25,41
38.328,38.7318,7,1.6,6,10,2021,14,52,56
37.8885,26.9815,7,1.3,6,10,2021,13,42,57
39.1101,28.1696,7,1.4,6,10,2021,13,7,59
38.1815,31.078,17.77,1.4,6,10,2021,12,46,52
39.872,28.8498,7.12,1.7,6,10,2021,12,35,18
37.444,30.4066,6.99,3,6,10,2021,10,36,11
40.7935,32.9135,7,1.2,6,10,2021,10,24,42
35.7115,26.5833,29.44,2.7,6,10,2021,10,13,42
38.9838,29.836,7.02,1.2,6,10,2021,9,54,32
36.7891,27.6025,7,1.2,6,10,2021,8,32,16
36.8548,28.0016,7,1.3,6,10,2021,7,53,3
36.5231,27.2066,6.9,2.1,6,10,2021,5,48,36
36.4666,27.1523,15.48,1.7,6,10,2021,5,41,36
37.9018,27.1741,7.02,1.7,6,10,2021,5,30,20
39.3103,29.0183,7.02,1.3,6,10,2021,5,21,17
36.527,27.1868,7.18,1.8,6,10,2021,5,16,11
36.5481,27.2611,7.21,1.5,6,10,2021,3,57,7
